Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg06418184__DCTN3	0.15874	0.062588	0.10469	0.039355	0.050993	0.054523	0.068552	0.055684	0.093329	0.076181	0.79889	0.10409	0.18008	0.03149	0.085547	0.079853	0.073486	0.080652	0.094232	0.084155	0.064109	0.10256	0.077027	0.10509	0.049013	0.14232	0.092743	0.12112	0.070226	0.056136	0.08066	0.084404	0.090693	0.087735	0.17694	0.10502	0.093525	0.066875
Meth__cg07879727__WNT3	0.1148	0.052474	0.57425	0.55782	0.24624	0.90415	0.08437	0.36275	0.042752	0.068102	0.89032	0.66031	0.62996	0.047063	0.49488	0.50763	0.090893	0.063213	0.27018	0.55562	0.0612	0.88899	0.099029	0.54853	0.29999	0.085743	0.86583	0.078588	0.44838	0.041954	0.063796	0.20933	0.027939	0.24238	0.05545	0.87737	0.13921	0.14641
Meth__cg07017374__FLT3	0.038732	0.083311	0.71756	0.060403	0.047054	0.97612	0.064323	0.056919	0.063262	0.076683	0.96014	0.82494	0.64938	0.069241	0.10864	0.13835	0.085498	0.78864	0.77244	0.23776	0.2561	0.076083	0.77401	0.91193	0.46411	0.10883	0.34125	0.13342	0.14959	0.50336	0.18898	0.045968	0.040797	0.28135	0.91824	0.081695	0.066198	0.07724
Meth__cg26045434__HR	0.087766	0.12214	0.21224	0.42825	0.075426	0.87693	0.40497	0.066466	0.057771	0.1185	0.096056	0.12683	0.34756	0.10131	0.19354	0.11025	0.16191	0.45264	0.55607	0.6279	0.052712	0.88647	0.6328	0.88896	0.13354	0.1275	0.1279	0.45928	0.52283	0.053795	0.13243	0.077808	0.069128	0.63442	0.15268	0.27196	0.092704	0.104
EA_G__BRF2	6.6475	6.2276	6.4428	7.0071	9.4145	7.2164	7.8488	7.1488	6.7196	7.3209	8.0953	6.3615	6.3304	7.0131	6.7187	8.2402	6.0198	6.7729	6.6952	6.6157	9.5028	7.437	6.6202	6.5626	8.153	6.7856	6.8661	6.5485	6.3313	5.8399	6.6518	7.0016	8.8859	8.022	7.1646	6.5129	7.7892	8.2845
Meth__cg14662379__KIF1A	0.22526	0.12425	0.30397	0.12544	0.062919	0.75412	0.22475	0.19899	0.087025	0.12559	0.44097	0.36766	0.2184	0.11473	0.089953	0.14427	0.12082	0.079311	0.6462	0.54736	0.36069	0.15012	0.65552	0.80087	0.10729	0.10907	0.67025	0.16521	0.11813	0.083735	0.18752	0.072947	0.076254	0.30743	0.49068	0.60685	0.14758	0.092349
Meth__cg23078779__MAGED4	0.40245	0.01959	0.90978	0.21612	0.052054	0.40495	0.66208	0.27818	0.20353	0.12517	0.79496	0.43016	0.38595	0.18227	0.44878	0.051085	0.35318	0.032894	0.2872	0.081373	0.38735	0.17835	0.3591	0.70222	0.10221	0.052209	0.59671	0.36842	0.36422	0.033377	0.34693	0.12454	0.12149	0.6402	0.059113	0.70514	0.16363	0.21173
Meth__cg07705835__IL17RC	0.027339	0.047608	0.035663	0.032915	0.034379	0.6562	0.030887	0.040031	0.024437	0.026348	0.041265	0.072575	0.072148	0.030319	0.083566	0.048208	0.050113	0.13874	0.078344	0.13869	0.06828	0.43548	0.087047	0.088575	0.039288	0.030527	0.051338	0.075232	0.046941	0.053291	0.45694	0.054836	0.03514	0.024896	0.06156	0.057762	0.04026	0.045433
Meth__cg15820809__BIK	0.052375	0.040701	0.070758	0.051755	0.034797	0.9658	0.053618	0.043484	0.032347	0.046746	0.78657	0.10642	0.055359	0.029788	0.059956	0.040306	0.071641	0.24398	0.058426	0.059011	0.056472	0.065891	0.038482	0.35009	0.065664	0.06105	0.089945	0.063227	0.052933	0.023467	0.043933	0.033591	0.036598	0.044121	0.095405	0.060941	0.088118	0.066068
EA_G__NBL1	5.6874	6.1693	6.0302	6.5123	7.91	7.2287	8.8627	7.4446	6.4894	8.9876	7.7277	7.989	6.262	7.4926	6.8964	7.0244	9.3898	7.4014	6.5167	6.2728	8.6259	7.7704	5.8527	7.2223	7.4465	9.3873	8.9764	6.4183	6.2493	7.4905	7.3304	6.0452	7.0402	6.3728	7.4907	7.1949	6.2454	6.7302
EA_G__PRODH	7.1166	8.5848	5.3758	9.6968	6.5807	5.2856	9.8394	7.3753	6.3146	7.0011	5.3203	6.3419	5.347	9.6035	5.5817	5.3378	5.6238	5.3479	6.1188	5.8214	6.8612	5.7096	10.3624	5.3603	10.5759	10.8014	10.6464	6.5433	5.7008	5.7056	5.2411	7.8362	10.5858	9.7075	7.7263	6.2829	10.3923	9.6963
Meth__cg23357981__GRP	0.92412	0.01566	0.88134	0.47298	0.35196	0.91534	0.782	0.98119	0.072103	0.04143	0.958	0.22139	0.4799	0.19082	0.070769	0.053814	0.032942	0.13515	0.87393	0.64513	0.12795	0.12351	0.96979	0.73569	0.16788	0.036359	0.70066	0.074652	0.039033	0.31639	0.055747	0.030609	0.031615	0.66	0.038028	0.51181	0.49541	0.57488
Meth__cg05248470__LILRB2	0.13792	0.087989	0.78941	0.21685	0.12485	0.089618	0.086574	0.42037	0.17512	0.16332	0.70101	0.82781	0.19884	0.17433	0.39305	0.10091	0.11056	0.11323	0.4556	0.20103	0.09686	0.096626	0.61092	0.16109	0.083826	0.11096	0.20338	0.1136	0.080366	0.092964	0.08793	0.045455	0.068098	0.19848	0.15541	0.45647	0.11325	0.12027
Meth__cg01366419__WBSCR17	0.90713	0.071024	0.92285	0.70332	0.13147	0.86784	0.91447	0.31599	0.16588	0.18844	0.90784	0.91588	0.76383	0.15135	0.09319	0.2676	0.10506	0.23683	0.60662	0.63264	0.64387	0.087669	0.88982	0.82392	0.30958	0.19256	0.84544	0.17254	0.06493	0.11895	0.19991	0.036089	0.34728	0.60128	0.092315	0.85456	0.31035	0.25617
Meth__cg20919799__CDKN1C	0.57281	0.023225	0.040935	0.14196	0.037997	0.6609	0.60686	0.037621	0.045384	0.042184	0.69542	0.50197	0.13176	0.047097	0.04222	0.039305	0.14228	0.13852	0.9137	0.58992	0.051878	0.047471	0.25867	0.17487	0.062481	0.065342	0.068128	0.048356	0.033754	0.036222	0.045682	0.061075	0.036969	0.039137	0.095885	0.052828	0.053412	0.038702
Meth__cg15383120__DUSP22	0.50402	0.028701	0.085273	0.5711	0.21271	0.57925	0.4967	0.44268	0.038562	0.058644	0.59966	0.048382	0.51755	0.052111	0.79845	0.53462	0.33919	0.048283	0.55039	0.43378	0.048964	0.039336	0.6093	0.37312	0.39037	0.13581	0.16717	0.48106	0.56095	0.55254	0.040761	0.036843	0.068191	0.50816	0.13373	0.46146	0.56842	0.44921
Meth__cg16691888__LRP2	0.10234	0.083452	0.94537	0.11679	0.082488	0.1596	0.11542	0.068816	0.099468	0.1054	0.13076	0.19194	0.51546	0.085162	0.18765	0.06896	0.11247	0.11561	0.70466	0.1535	0.10675	0.13928	0.22279	0.12853	0.15183	0.18056	0.21705	0.097129	0.073807	0.060766	0.098087	0.10973	0.069595	0.54842	0.19598	0.12633	0.27962	0.10203
Meth__cg01125463__PEX6	0.043703	0.052371	0.42529	0.10252	0.36419	0.26509	0.084644	0.039857	0.076814	0.064592	0.13233	0.37773	0.48548	0.076669	0.16993	0.061911	0.096372	0.24681	0.69634	0.57856	0.1292	0.13884	0.088202	0.12615	0.34223	0.066422	0.058529	0.1696	0.046288	0.049519	0.038075	0.18697	0.045035	0.052268	0.10577	0.13488	0.048368	0.037725
Meth__cg08687958__PDZD8	0.027493	0.020409	0.05692	0.066069	0.024557	0.048241	0.042946	0.036602	0.027329	0.031961	0.17673	0.066312	0.12021	0.027926	0.20754	0.027309	0.046271	0.041102	0.095533	0.065859	0.038118	0.046673	0.035141	0.11493	0.030785	0.066373	0.067623	0.049078	0.025241	0.026056	0.04818	0.023072	0.024667	0.044845	0.020488	0.027249	0.035199	0.032631
Meth__cg18972811__SLIT2	0.76753	0.018963	0.97491	0.040338	0.20366	0.96739	0.82303	0.74913	0.023504	0.94652	0.97083	0.33214	0.73213	0.029644	0.94332	0.021982	0.10014	0.016111	0.97333	0.88169	0.58595	0.055012	0.44791	0.92134	0.24153	0.025308	0.95451	0.086159	0.032006	0.01584	0.015095	0.012408	0.032664	0.96488	0.40884	0.97681	0.40251	0.90072
Meth__cg22594309__SYT2	0.73725	0.032013	0.97667	0.15579	0.031939	0.96556	0.7083	0.807	0.028264	0.038923	0.46552	0.20974	0.96468	0.053475	0.10654	0.043688	0.076201	0.040422	0.96296	0.6647	0.43292	0.035396	0.66699	0.94605	0.03654	0.074171	0.93421	0.066179	0.046622	0.060364	0.057899	0.42717	0.031477	0.95638	0.4004	0.52041	0.50134	0.74273
EA_G__EIF5A2	5.0671	6.2951	7.8413	5.3636	5.4876	7.0288	3.9816	6.5229	4.6112	6.0151	6.4365	8.5671	6.6962	4.1127	7.1292	7.9963	5.1445	8.1412	6.4023	6.2623	4.3311	7.3762	6.1378	6.8793	3.7667	4.1613	4.6846	5.9985	6.7265	6.2262	7.4626	5.477	4.3927	4.1756	6.6644	4.8266	4.4717	5.0973
Meth__cg23389061__C14orf122	0.043619	0.041744	0.49445	0.039331	0.099599	0.61047	0.046559	0.031076	0.04291	0.39753	0.30265	0.098227	0.14771	0.042623	0.036986	0.044799	0.14437	0.48845	0.084782	0.051059	0.040273	0.051826	0.062902	0.10137	0.038564	0.073055	0.067787	0.1294	0.04478	0.060414	0.066658	0.035024	0.090963	0.038474	0.055454	0.1349	0.32611	0.13342
Meth__cg26377677__FURIN	0.48379	0.079482	0.74752	0.62224	0.077216	0.91282	0.15623	0.056742	0.04865	0.047539	0.91246	0.24202	0.84764	0.06695	0.7221	0.92966	0.18921	0.87578	0.31333	0.25755	0.13502	0.90905	0.21636	0.8924	0.29533	0.31795	0.86555	0.33579	0.93914	0.19116	0.77503	0.15442	0.50072	0.61418	0.23362	0.31358	0.30954	0.14405
Meth__cg22605063__DBN1	0.073285	0.4001	0.9716	0.074186	0.070513	0.063709	0.13145	0.08234	0.050571	0.14466	0.094678	0.57796	0.18359	0.05811	0.19963	0.059893	0.092539	0.045472	0.22709	0.11537	0.070079	0.088978	0.19517	0.53056	0.07159	0.1261	0.12972	0.14777	0.16206	0.06223	0.046009	0.054713	0.10229	0.13118	0.11375	0.1102	0.074215	0.067187
EA_G__CXADR	8.1242	8.319	6.2655	8.1395	7.1178	7.7775	6.8156	8.8884	8.8088	4.296	6.9281	7.2309	9.0671	8.571	7.8728	7.7685	9.1079	5.8523	5.5015	4.419	8.243	5.97	7.772	5.7844	8.1596	8.4086	8.1508	7.4478	6.0175	7.8805	6.1286	8.7646	8.0084	8.2033	7.7026	6.4509	6.9211	7.1124
Meth__cg08528984__PRDM16	0.97909	0.028032	0.52851	0.06355	0.063284	0.98506	0.97389	0.98457	0.40929	0.078194	0.98512	0.99051	0.41609	0.45936	0.015973	0.021422	0.074211	0.50682	0.94892	0.98248	0.42383	0.080675	0.14888	0.97715	0.082156	0.033297	0.94272	0.32738	0.018602	0.067716	0.11462	0.020956	0.025113	0.91093	0.1794	0.98431	0.2303	0.050433
Meth__cg23091824__SLC12A7	0.086559	0.21856	0.95969	0.11586	0.11177	0.6343	0.1258	0.11197	0.099519	0.10681	0.087483	0.12676	0.62451	0.10275	0.094729	0.067075	0.22566	0.69393	0.41185	0.38603	0.07879	0.074947	0.18978	0.79584	0.089673	0.12896	0.36266	0.37798	0.92089	0.22435	0.27907	0.129	0.083662	0.077993	0.11398	0.098357	0.14488	0.10708
Meth__cg19547629__MYRIP	0.55903	0.21406	0.94306	0.043323	0.26615	0.9132	0.81554	0.49257	0.040874	0.037421	0.93889	0.61637	0.42947	0.12489	0.18533	0.35196	0.23906	0.75077	0.95863	0.9392	0.41282	0.32673	0.87392	0.85429	0.033394	0.30351	0.35325	0.060756	0.092499	0.11102	0.6221	0.048353	0.045326	0.79525	0.30207	0.034826	0.37691	0.44118
Meth__cg04628008__ZBTB16	0.063814	0.055412	0.67512	0.060299	0.049101	0.82153	0.058943	0.71345	0.22448	0.051229	0.9549	0.14422	0.40208	0.19106	0.061279	0.11986	0.12906	0.25341	0.24172	0.056229	0.050072	0.052797	0.22503	0.916	0.053212	0.079594	0.13189	0.12895	0.046033	0.03154	0.041331	0.033279	0.027263	0.95534	0.10009	0.063614	0.054419	0.045476
Meth__cg06722633__GRIK3	0.66819	0.056564	0.98007	0.054991	0.02749	0.9497	0.30441	0.97007	0.11314	0.023688	0.95237	0.97925	0.64135	0.10463	0.30739	0.72838	0.040835	0.17133	0.96973	0.80682	0.027456	0.13344	0.11844	0.83429	0.95701	0.087006	0.86966	0.078788	0.16866	0.16415	0.74124	0.059884	0.031328	0.86704	0.062468	0.282	0.052301	0.041516
EA_G__SATB2	5.9807	4.9968	6.4479	5.0371	6.5087	6.9835	5.111	6.2984	5.1495	5.0624	6.9973	5.6969	5.896	5.6052	6.2428	4.569	4.8822	7.8537	6.7478	7.0652	7.4869	7.5473	6.2936	8.8773	4.9597	4.3184	6.2106	5.1857	8.181	6.3682	6.9949	7.1939	5.2308	5.8839	5.813	6.8878	5.2493	5.8126
Meth__cg17178336__IHH	0.61387	0.028582	0.97103	0.90685	0.17134	0.96965	0.92603	0.52553	0.195	0.18511	0.87639	0.12403	0.84894	0.11271	0.27313	0.10268	0.12101	0.39508	0.97388	0.96783	0.23202	0.047119	0.97119	0.92618	0.31319	0.17805	0.94142	0.076154	0.050118	0.18741	0.1085	0.10412	0.048337	0.95549	0.64074	0.96003	0.66756	0.85305
Meth__cg03365354__MCAM	0.073381	0.037768	0.08602	0.068437	0.050058	0.39489	0.068943	0.051248	0.025824	0.045083	0.045863	0.072611	0.070913	0.035052	0.026724	0.037966	0.096268	0.12667	0.13645	0.17102	0.042493	0.033823	0.36659	0.5231	0.055632	0.04949	0.10261	0.09793	0.1564	0.028687	0.076383	0.087776	0.02816	0.64975	0.070625	0.043322	0.045301	0.05276
Meth__cg11033833__GPR101	0.37128	0.052913	0.93676	0.14978	0.071769	0.90417	0.85092	0.45628	0.06601	0.26855	0.86445	0.77907	0.12209	0.060684	0.13927	0.46991	0.087463	0.075284	0.93245	0.91194	0.84043	0.07378	0.51311	0.68765	0.13719	0.039628	0.85272	0.12127	0.16117	0.043154	0.17087	0.11079	0.057041	0.75655	0.14786	0.71612	0.3569	0.79992
EA_G__METTL7A	6.6212	6.9604	6.7362	7.0326	6.869	4.438	7.0951	4.6015	6.7344	7.3135	5.4968	6.486	5.4707	7.305	6.3376	5.6256	7.1115	4.6054	5.9996	5.7336	7.5801	4.9239	7.1558	4.5007	8.7566	8.0203	6.7689	7.6197	4.517	6.9958	6.3483	5.7368	6.5321	8.0299	7.8142	6.044	7.2418	6.1952
Meth__cg11654620__ECGF1	0.034691	0.02935	0.047408	0.12115	0.022133	0.84498	0.040417	0.027812	0.040953	0.037896	0.071013	0.63678	0.067802	0.028817	0.9537	0.026206	0.077512	0.095929	0.96381	0.92112	0.034488	0.044422	0.022558	0.91725	0.050356	0.045037	0.062206	0.063223	0.035377	0.030248	0.037659	0.017839	0.045027	0.032101	0.076504	0.028853	0.038435	0.039549
Meth__cg05428978__CDCA7	0.026622	0.019869	0.034106	0.023501	0.020492	0.023202	0.035263	0.033876	0.025607	0.028696	0.026232	0.074813	0.043221	0.024832	0.025461	0.022094	0.050775	0.030898	0.63199	0.41873	0.022228	0.019679	0.026814	0.055343	0.21545	0.039673	0.040179	0.042627	0.022606	0.016504	0.021857	0.021739	0.019122	0.01697	0.43907	0.035491	0.4236	0.032318
Meth__cg01593190__ADAMTS2	0.40281	0.024988	0.58483	0.092939	0.11491	0.78855	0.64076	0.14458	0.036898	0.0681	0.3064	0.21793	0.52116	0.056903	0.16153	0.068434	0.080104	0.043753	0.88849	0.89097	0.80722	0.065782	0.81514	0.61454	0.30759	0.065093	0.73247	0.04345	0.11715	0.04212	0.076535	0.051774	0.043984	0.27169	0.10424	0.50216	0.061666	0.063037
Meth__cg13877465__IGF2BP1	0.17493	0.047775	0.050437	0.051967	0.027513	0.31069	0.048161	0.024574	0.024111	0.036014	0.1684	0.3715	0.12059	0.030989	0.028609	0.031701	0.17623	0.92627	0.31232	0.3487	0.052819	0.14222	0.86335	0.70131	0.023449	0.073057	0.54642	0.10863	0.019079	0.032053	0.046005	0.050221	0.03767	0.035437	0.058932	0.050511	0.025151	0.028783
EA_G__ADD3	6.6458	6.7936	5.9838	6.1357	6.08	3.6675	7.3762	6.6549	7.1568	7.6154	6.6105	6.5917	6.7963	6.6152	4.7335	7.1144	7.6169	7.7425	6.0556	5.1911	5.7301	7.2875	4.417	5.7074	8.3368	10.0224	4.4241	6.2413	7.1567	7.9093	4.0687	5.2859	7.9608	8.622	6.3595	5.9504	5.6145	7.1749
Meth__cg06295856__CALCA	0.96536	0.01721	0.97678	0.7508	0.29534	0.8407	0.91216	0.93766	0.015713	0.031241	0.91782	0.29492	0.90166	0.017872	0.78248	0.34871	0.14837	0.094993	0.94076	0.95984	0.85407	0.066962	0.2133	0.8444	0.46236	0.048399	0.91523	0.027419	0.47556	0.51981	0.29333	0.41636	0.019656	0.4495	0.078839	0.9741	0.17558	0.27991
EA_G__MAFB	5.7342	5.3906	6.6703	7.3827	6.9851	5.7129	7.8404	6.6004	6.6936	6.4347	5.5098	6.3613	6.3785	6.7016	5.7772	8.3503	6.5847	6.896	6.0837	6.9178	7.459	5.8583	6.7448	5.1738	6.3921	6.1406	7.377	5.9378	5.7124	8.595	5.6891	7.012	7.3939	7.0224	5.7475	6.1	5.865	5.9192
Meth__cg04072323__SKIP	0.88689	0.028335	0.91524	0.91358	0.32068	0.90501	0.89998	0.62355	0.066119	0.060612	0.90847	0.14957	0.72901	0.13411	0.87837	0.15339	0.094747	0.11595	0.70091	0.66166	0.57377	0.042592	0.89506	0.85324	0.57021	0.12044	0.83308	0.12888	0.059529	0.084511	0.092319	0.23877	0.048071	0.80104	0.10335	0.51918	0.86247	0.81265
EA_G__COL4A2	6.36	6.061	6.9582	5.9927	5.6818	9.1358	5.6938	8.5657	5.8659	5.736	8.5431	7.6081	6.3498	6.3447	9.6397	9.1724	6.1702	9.4784	6.189	6.2593	5.9015	11.3453	6.2475	7.8284	5.8093	5.7943	6.9666	6.5292	6.5386	8.0359	6.3432	6.0159	6.3401	6.3543	6.1933	5.9988	6.2438	5.8257
Meth__cg11248413__NEUROG1	0.30689	0.042813	0.65653	0.62548	0.34935	0.93005	0.94129	0.49637	0.017294	0.029883	0.98498	0.078604	0.97274	0.031279	0.57477	0.15276	0.053866	0.23015	0.97408	0.96778	0.077208	0.16478	0.68277	0.9326	0.71091	0.037029	0.95133	0.065678	0.017504	0.043457	0.75746	0.019552	0.019496	0.36227	0.082327	0.75852	0.90823	0.92376
Meth__cg06668300__MAL	0.9292	0.458	0.9638	0.65462	0.08941	0.76125	0.49711	0.23086	0.046718	0.12633	0.92218	0.028258	0.88582	0.040751	0.59393	0.078421	0.12633	0.065698	0.78186	0.67536	0.50744	0.036734	0.76665	0.86028	0.4297	0.11388	0.86439	0.2253	0.43638	0.063553	0.18597	0.055057	0.032156	0.93752	0.49274	0.45933	0.36258	0.68764
Meth__cg09068492__CALCA	0.94046	0.042653	0.95345	0.86494	0.29177	0.91595	0.91572	0.93647	0.03379	0.054759	0.89384	0.16791	0.88823	0.04603	0.8323	0.65193	0.17321	0.10047	0.89757	0.94607	0.73737	0.14932	0.23838	0.89264	0.53759	0.067737	0.82532	0.0795	0.52618	0.45535	0.17112	0.34875	0.03633	0.48752	0.12989	0.92963	0.27079	0.29417
Meth__cg20001829__TMEM25	0.20053	0.032306	0.82639	0.39257	0.09387	0.32354	0.44295	0.12943	0.12191	0.12155	0.9362	0.85649	0.51803	0.09477	0.25627	0.10046	0.37048	0.48599	0.8814	0.91296	0.11203	0.53025	0.15034	0.77817	0.10785	0.16091	0.13214	0.138	0.07416	0.071724	0.63033	0.10346	0.075525	0.10321	0.15079	0.057824	0.1141	0.17051
Meth__cg08056146__SOX7	0.89398	0.23643	0.95995	0.65105	0.17343	0.89943	0.97038	0.083296	0.024424	0.14337	0.62864	0.045337	0.93106	0.066663	0.56007	0.028877	0.092923	0.15546	0.97623	0.95465	0.067744	0.040623	0.96713	0.9327	0.91788	0.087733	0.91658	0.1332	0.040554	0.027685	0.031104	0.72079	0.038615	0.91664	0.86888	0.96465	0.90127	0.95223
Meth__cg26264314__NALP5	0.52213	0.10505	0.4139	0.29003	0.087779	0.3019	0.6522	0.14929	0.04279	0.05931	0.40746	0.50704	0.29776	0.087056	0.11008	0.32294	0.11429	0.070866	0.26136	0.56491	0.78229	0.19169	0.8903	0.4574	0.054332	0.16885	0.7319	0.077142	0.45839	0.078236	0.15819	0.066713	0.057304	0.15962	0.061014	0.63416	0.10879	0.062364
EA_G__RNF38	6.9148	7.2954	7.5098	7.1471	7.7674	7.0463	7.9632	8.3826	7.965	7.7336	7.6545	7.1738	7.2114	10.3338	7.5205	7.1693	8.0718	6.9495	6.8272	7.2114	7.4734	7.2771	7.1678	7.3289	8.5698	7.3942	7.1435	7.1538	6.9445	6.2471	7.2272	9.2181	7.6777	7.5218	6.8799	6.8963	7.6115	7.2292
Meth__cg24068372__LOC349136	0.8477	0.051241	0.93235	0.45726	0.097925	0.63174	0.69218	0.92824	0.059541	0.061344	0.91491	0.50124	0.8908	0.065705	0.78863	0.056575	0.174	0.069926	0.81568	0.75095	0.72471	0.06966	0.73136	0.84662	0.07374	0.19202	0.89893	0.097022	0.058381	0.10776	0.12176	0.43912	0.056617	0.87202	0.25901	0.72422	0.19681	0.49989
EA_G__SLC7A8	8.5421	7.6746	4.869	8.8236	8.1028	5.042	10.6962	5.0441	6.3737	7.2944	4.7488	5.2606	5.1604	8.1148	4.7435	5.7111	5.5632	5.0076	5.3353	5.3922	10.8003	4.7921	10.2389	4.9899	10.2853	9.6818	8.7371	6.5396	4.8894	6.1091	4.9765	7.0086	8.4994	8.5397	9.0232	10.533	6.8407	5.1734
EA_G__PPARG	4.6215	6.5305	7.934	4.6426	4.1049	6.3852	4.0556	4.1574	6.1708	4.9985	6.4105	7.6333	6.6165	4.4049	4.647	4.4036	5.7946	5.4278	6.021	4.7007	4.4181	6.6332	7.7312	7.4767	4.882	4.7691	5.0838	6.0922	6.8835	6.719	7.2242	4.5426	5.4842	5.4998	4.629	4.8316	4.8671	5.0955
Meth__cg26045220__KIAA1324	0.01838	0.048011	0.38449	0.043041	0.02213	0.62301	0.022168	0.039881	0.017797	0.024647	0.76343	0.068187	0.36104	0.032498	0.90944	0.032073	0.065292	0.15937	0.056171	0.02456	0.017101	0.93756	0.035551	0.84107	0.083248	0.025828	0.064403	0.048916	0.4408	0.037741	0.040892	0.039175	0.022616	0.10038	0.022815	0.0285	0.052422	0.064748
Meth__cg15780888__PRKCABP	0.10526	0.052213	0.071706	0.074206	0.064394	0.065723	0.065242	0.063388	0.058994	0.06523	0.86629	0.085859	0.1336	0.052284	0.051583	0.080223	0.065943	0.48738	0.083273	0.083665	0.052082	0.063538	0.05135	0.089036	0.059692	0.064823	0.11146	0.069749	0.060144	0.07832	0.11141	0.045088	0.04026	0.037037	0.066667	0.070906	0.092657	0.067437
Meth__cg16899442__C16orf25	0.082495	0.1244	0.3466	0.095671	0.055504	0.66883	0.10853	0.49231	0.043255	0.12109	0.47081	0.81566	0.59193	0.057555	0.48048	0.31335	0.20298	0.5165	0.429	0.15521	0.093301	0.77176	0.1138	0.4214	0.20077	0.079649	0.14596	0.14462	0.16291	0.1658	0.46916	0.25611	0.070856	0.25579	0.12196	0.088903	0.30476	0.076523
EA_G__DCBLD2	8.5471	4.4849	10.0473	7.708	6.5121	9.4737	3.6511	8.2451	7.0105	3.6162	7.8489	9.1965	9.857	8.0481	9.6844	9.6487	8.7991	10.7754	7.3132	6.7617	6.081	10.5443	7.7964	9.4729	7.8692	3.5968	6.9997	6.6151	9.3028	7.7366	9.0471	7.064	7.7637	7.4904	8.1841	8.5023	7.8199	7.5897
Meth__cg20249919__PCSK6	0.12444	0.10926	0.14551	0.11266	0.077416	0.93321	0.13265	0.070489	0.093124	0.11862	0.1238	0.20417	0.21052	0.1072	0.16803	0.11862	0.17459	0.42517	0.10138	0.13186	0.096829	0.11867	0.090219	0.67509	0.1091	0.19833	0.25918	0.16704	0.14093	0.083073	0.073112	0.10472	0.093629	0.10656	0.28437	0.11777	0.11546	0.13193
Meth__cg12259256__TMEM101	0.070509	0.36418	0.074495	0.069382	0.94268	0.050879	0.91261	0.048774	0.071326	0.94799	0.048054	0.05569	0.080033	0.18371	0.046717	0.047526	0.12398	0.051249	0.038399	0.063342	0.15164	0.072836	0.47375	0.065145	0.052676	0.098408	0.80544	0.71301	0.056096	0.064135	0.063877	0.10424	0.055906	0.91374	0.55248	0.05976	0.061214	0.073214
Meth__cg09715672__C10orf116	0.022985	0.022412	0.047482	0.019293	0.02779	0.89494	0.021364	0.021224	0.020619	0.018782	0.79714	0.46058	0.045859	0.021155	0.25056	0.021548	0.041306	0.57209	0.017205	0.49982	0.015164	0.93641	0.019708	0.92727	0.020455	0.023344	0.04907	0.045187	0.73479	0.019793	0.51893	0.26842	0.01972	0.019836	0.044034	0.024902	0.021815	0.019921
Meth__cg03682712__LOXL1	0.03711	0.86147	0.66632	0.96079	0.15588	0.64798	0.45174	0.37769	0.016943	0.42287	0.97455	0.93219	0.96323	0.55751	0.92425	0.048716	0.23543	0.017503	0.97393	0.94536	0.066567	0.83834	0.596	0.06389	0.76966	0.015635	0.94502	0.55574	0.73774	0.015294	0.018367	0.017339	0.090509	0.014119	0.21174	0.8518	0.26296	0.73375
Meth__cg13436799__LRP2	0.13188	0.068508	0.88592	0.099158	0.079257	0.87317	0.088749	0.10132	0.087841	0.075029	0.12383	0.10514	0.33038	0.079349	0.11323	0.094551	0.097253	0.18971	0.62254	0.089306	0.09554	0.10415	0.069132	0.25908	0.098818	0.12282	0.32763	0.17223	0.072278	0.048847	0.066124	0.15178	0.052257	0.67612	0.51052	0.11915	0.12759	0.11767
Meth__cg04721098__CACNG3	0.31984	0.05241	0.60112	0.090597	0.055241	0.17352	0.073183	0.10313	0.051514	0.064454	0.12175	0.8532	0.78384	0.042834	0.06599	0.080867	0.080342	0.092283	0.040435	0.058925	0.060922	0.1212	0.50635	0.17276	0.063939	0.10658	0.10568	0.18605	0.076538	0.072665	0.28551	0.071544	0.040301	0.0838	0.11235	0.1	0.068169	0.05497
Meth__cg17775235__NPTX1	0.49304	0.026847	0.91208	0.063633	0.039498	0.38162	0.56687	0.05598	0.034713	0.063988	0.57759	0.19562	0.10312	0.040048	0.047382	0.053995	0.11365	0.15997	0.93568	0.86835	0.05995	0.038353	0.55458	0.82692	0.046039	0.059593	0.92489	0.045011	0.03002	0.031428	0.071936	0.040826	0.035143	0.74981	0.39525	0.67816	0.039346	0.030241
EA_G__SEPP1	5.8056	5.9218	3.3766	6.3037	4.7371	3.5677	6.3167	3.2726	4.6837	6.7786	5.6468	4.0479	3.7188	7.1792	3.7197	3.9899	3.8702	4.1466	3.8268	4.8399	7.5823	3.5405	4.9	3.4066	9.2661	9.3975	6.8488	4.9906	3.4597	3.7391	4.0567	6.7115	7.3823	5.9143	7.0828	4.9858	9.1555	5.4501
