Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg09191327__PRDM12	0.1416	0.046303	0.85649	0.62673	0.082976	0.67414	0.11369	0.20272	0.04946	0.32927	0.82771	0.39084	0.51098	0.060394	0.16305	0.058569	0.11473	0.041306	0.60734	0.90097	0.87944	0.73776	0.5809	0.093382	0.59328	0.053923	0.047043	0.056763	0.060515	0.050534	0.038366	0.19945	0.19609	0.60013	0.49012	0.51112
SNP__GSTT1	-0.028	-0.113	-2.145	-0.163	-0.475	-0.154	0.018	0.396	-1.881	-2.171	-1.751	-1.393	0.585	-0.05	0.204	0.225	-2.156	-0.38	-0.404	-0.171	-0.172	-2.299	0.06	0.027	0.314	-0.226	-1.972	-0.148	0.004	-0.19	0.187	-2.165	-1.872	-0.316	0.377	0.08
SNP__LOC653399	-0.028	-0.113	-2.145	-0.163	-0.475	-0.154	0.018	0.396	-1.881	-2.171	-1.751	-1.393	0.585	-0.05	0.204	0.225	-2.156	-0.38	-0.404	-0.171	-0.172	-2.299	0.06	0.027	0.314	-0.226	-1.972	-0.148	0.004	-0.19	0.187	-2.165	-1.872	-0.316	0.377	0.08
Meth__cg24270244__RBM7	0.68284	0.02691	0.043237	0.033888	0.025305	0.0252	0.048045	0.019289	0.021215	0.035069	0.037922	0.023133	0.054892	0.02464	0.042375	0.025416	0.049439	0.025329	0.032663	0.034099	0.033256	0.15243	0.038172	0.059673	0.048932	0.043893	0.026421	0.023161	0.031323	0.024114	0.020448	0.028069	0.048953	0.037487	0.037669	0.029916
Meth__cg01989224__NDN	0.45159	0.026996	0.2787	0.85517	0.033914	0.093224	0.76729	0.39205	0.494	0.049303	0.59774	0.075963	0.094887	0.3372	0.45342	0.047572	0.085618	0.019546	0.10191	0.063876	0.040319	0.10813	0.45465	0.024964	0.23036	0.054651	0.032998	0.034874	0.041378	0.027011	0.032643	0.13916	0.07397	0.032976	0.13108	0.055602
Meth__cg17686885__TOM1L1	0.040621	0.50217	0.88862	0.2265	0.091196	0.64305	0.059217	0.61575	0.07488	0.062885	0.30154	0.62502	0.84488	0.11631	0.32774	0.07878	0.17543	0.82955	0.37578	0.17563	0.52035	0.5	0.070471	0.10541	0.062608	0.31996	0.039205	0.44549	0.5052	0.2576	0.043614	0.68656	0.13697	0.072017	0.23937	0.12526
Meth__cg16418684__VWCE	0.035842	0.23598	0.97596	0.052524	0.032282	0.32492	0.079517	0.070286	0.036419	0.085086	0.02801	0.080036	0.97206	0.5658	0.92065	0.025341	0.049981	0.74113	0.027653	0.037153	0.58096	0.3952	0.27273	0.036404	0.57065	0.084725	0.23496	0.025826	0.81421	0.87349	0.67383	0.98077	0.85518	0.066791	0.70596	0.26178
Meth__cg07639720__BNC1	0.70259	0.15118	0.86614	0.18854	0.50791	0.33556	0.86212	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.35651	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.06153	0.83083	0.60236	0.11994	0.29475	0.14946	0.19236	0.047625	0.039314	0.050582	0.13105	0.17807	0.39291	0.075212	0.24006	0.20858
Meth__cg27133864__HIST1H2AE	0.27177	0.093085	0.68939	0.18574	0.15679	0.10729	0.13611	0.1934	0.12179	0.21253	0.32435	0.24084	0.23575	0.10618	0.10345	0.11189	0.12515	0.49517	0.1632	0.1366	0.14694	0.71377	0.17286	0.16986	0.35191	0.19097	0.54021	0.15211	0.16553	0.16411	0.13683	0.81462	0.17897	0.19776	0.1961	0.26864
Meth__cg26499611__BAIAP3	0.50226	0.074498	0.11166	0.55456	0.21226	0.31225	0.084829	0.3925	0.070396	0.4817	0.47151	0.46751	0.32265	0.084207	0.10067	0.25587	0.15426	0.066977	0.40331	0.35827	0.23235	0.65064	0.14198	0.055439	0.41925	0.083792	0.064717	0.074708	0.068757	0.04247	0.065263	0.73931	0.10926	0.33299	0.067271	0.061997
Meth__cg03799530__LNK	0.16018	0.044131	0.41082	0.7948	0.11679	0.89932	0.063371	0.89106	0.0726	0.077527	0.72883	0.10717	0.43358	0.073234	0.10082	0.9547	0.16546	0.15728	0.078044	0.074366	0.058743	0.11323	0.11989	0.055918	0.91774	0.065031	0.58281	0.10378	0.036993	0.039466	0.069656	0.05364	0.16886	0.079152	0.3369	0.31282
Meth__cg12448934__CLSTN3	0.026484	0.031185	0.049644	0.050777	0.021124	0.032133	0.038857	0.020869	0.02251	0.034527	0.25931	0.027883	0.36035	0.027838	0.027983	0.025007	0.434	0.021275	0.027202	0.033269	0.059813	0.059138	0.025631	0.032679	0.05371	0.11848	0.46393	0.022654	0.045056	0.018193	0.024031	0.02733	0.10277	0.026856	0.022833	0.030121
Meth__cg16534499__ZNF223	0.16398	0.09889	0.098177	0.87617	0.13269	0.10855	0.13478	0.67607	0.13588	0.076674	0.81116	0.11964	0.094092	0.08003	0.11932	0.082922	0.13839	0.12968	0.31944	0.093811	0.23521	0.20625	0.15472	0.14376	0.14022	0.088807	0.12444	0.15993	0.13706	0.16412	0.060266	0.37453	0.18622	0.085633	0.1289	0.10079
Meth__cg14070647__RSPO2	0.34044	0.073636	0.9133	0.45396	0.035067	0.51254	0.75268	0.19841	0.04119	0.052658	0.58059	0.052129	0.084995	0.043202	0.060554	0.037408	0.10263	0.037489	0.37806	0.36056	0.052635	0.85796	0.27348	0.11557	0.72526	0.11471	0.03945	0.056276	0.3294	0.038801	0.050282	0.42308	0.059521	0.30773	0.6394	0.75356
Meth__cg01661993__TTYH1	0.54865	0.03861	0.93908	0.16239	0.047193	0.60083	0.45717	0.036384	0.049852	0.1347	0.06531	0.057999	0.2404	0.04916	0.089281	0.087928	0.18125	0.046633	0.91169	0.72976	0.06419	0.56069	0.10298	0.086248	0.87179	0.062463	0.37374	0.061852	0.061513	0.051807	0.039794	0.73404	0.11974	0.55021	0.066588	0.061214
Meth__cg05868799__NCOA2	0.079954	0.75865	0.93402	0.58698	0.91121	0.7343	0.090865	0.090849	0.20922	0.82488	0.068348	0.4846	0.8971	0.3189	0.72122	0.16837	0.17148	0.41917	0.071568	0.15457	0.11733	0.67304	0.092832	0.151	0.21226	0.61627	0.081792	0.10336	0.91811	0.083618	0.31778	0.33495	0.1767	0.7158	0.092082	0.14832
Meth__cg15239123__SMOC1	0.95158	0.7168	0.52987	0.69414	0.60681	0.73334	0.57074	0.062623	0.039704	0.92938	0.31621	0.053545	0.76533	0.30559	0.039071	0.16967	0.063723	0.12442	0.93369	0.94518	0.072842	0.86867	0.13486	0.063318	0.88557	0.074772	0.038584	0.032389	0.033173	0.47895	0.037445	0.94194	0.74841	0.040817	0.5322	0.81818
Meth__cg06044900__GNAS	0.058594	0.025734	0.024661	0.03301	0.022071	0.017492	0.048381	0.026248	0.046897	0.04038	0.031569	0.027252	0.02343	0.03864	0.034415	0.023337	0.045496	0.022041	0.022662	0.025373	0.048341	0.05578	0.042029	0.050532	0.088565	0.069881	0.029319	0.019174	0.026384	0.017064	0.018624	0.014607	0.071113	0.025859	0.028086	0.029544
Meth__cg21210789__BAI1	0.38605	0.028531	0.90833	0.89384	0.81761	0.28458	0.73894	0.61877	0.020386	0.86004	0.64807	0.58675	0.66821	0.069617	0.59038	0.50694	0.048965	0.025212	0.80713	0.79432	0.80818	0.10323	0.48488	0.034753	0.31212	0.034228	0.80984	0.070577	0.032377	0.1902	0.03215	0.52221	0.095252	0.76288	0.325	0.73141
Meth__cg12315311__UNQ3033	0.30843	0.057364	0.81082	0.25577	0.34328	0.17965	0.10387	0.096205	0.041389	0.34729	0.29326	0.33085	0.073971	0.037632	0.13988	0.066726	0.095517	0.058333	0.39869	0.4246	0.093634	0.099672	0.091027	0.068369	0.31528	0.12292	0.074312	0.050023	0.11925	0.050161	0.043395	0.098762	0.2141	0.78133	0.088015	0.33322
Meth__cg01267315__C1orf164	0.73466	0.055646	0.073535	0.062663	0.041145	0.030982	0.11117	0.025874	0.045145	0.050421	0.38188	0.037029	0.31258	0.029318	0.05118	0.058342	0.07312	0.028301	0.068382	0.55781	0.044846	0.081692	0.047693	0.067568	0.41443	0.036085	0.033887	0.048965	0.038511	0.052348	0.040541	0.067761	0.85683	0.04431	0.57175	0.46245
Meth__cg04101379__DZIP1	0.77623	0.052824	0.95091	0.76086	0.39284	0.037964	0.8545	0.056646	0.31928	0.92134	0.063343	0.24746	0.92436	0.42273	0.61977	0.03582	0.53097	0.074231	0.94782	0.91433	0.031014	0.83833	0.90482	0.13518	0.8957	0.11241	0.048196	0.26308	0.073253	0.33511	0.41092	0.8949	0.86862	0.1493	0.92521	0.93218
Meth__cg00950418__SRPK2	0.040734	0.039252	0.039415	0.043578	0.025804	0.031774	0.043919	0.078136	0.021462	0.031469	0.078933	0.027841	0.033428	0.033273	0.022081	0.030231	0.056986	0.030514	0.031304	0.039183	0.037332	0.072563	0.031489	0.039237	0.2257	0.031041	0.030484	0.029021	0.020495	0.023488	0.021107	0.0225	0.12765	0.026171	0.03091	0.028887
Meth__cg19187185__RRAGD	0.059986	0.16104	0.59518	0.46111	0.13836	0.40721	0.56385	0.23599	0.061126	0.082258	0.073098	0.43674	0.73739	0.19664	0.18968	0.065994	0.10875	0.062986	0.30249	0.08174	0.065181	0.23287	0.062158	0.11273	0.30792	0.18866	0.097534	0.4754	0.17679	0.27603	0.07837	0.66488	0.11023	0.11656	0.13269	0.06103
Meth__cg23614979__NAV2	0.066831	0.06306	0.11979	0.29357	0.11625	0.040339	0.59223	0.048904	0.058711	0.87385	0.14444	0.042601	0.30526	0.19056	0.041782	0.060536	0.09563	0.040008	0.81271	0.41345	0.069758	0.067404	0.14085	0.084446	0.2202	0.11451	0.040182	0.034518	0.045818	0.038146	0.041711	0.028196	0.096068	0.057895	0.050558	0.053477
Meth__cg10072995__NINJ1	0.033271	0.03454	0.028456	0.04212	0.026415	0.030712	0.027607	0.022487	0.023067	0.043882	0.030983	0.029574	0.05303	0.029905	0.74852	0.01755	0.045484	0.030494	0.037186	0.03102	0.038678	0.038788	0.034687	0.066238	0.14764	0.061146	0.034933	0.018344	0.025472	0.018243	0.022606	0.034754	0.12288	0.03551	0.028321	0.031793
Meth__cg17009433__GLDC	0.87673	0.063463	0.59152	0.077768	0.052545	0.061966	0.54201	0.043595	0.042032	0.070801	0.88436	0.10373	0.25351	0.048259	0.047316	0.20419	0.35574	0.35736	0.069499	0.082967	0.16269	0.80459	0.52493	0.089482	0.8327	0.12489	0.041281	0.072931	0.083584	0.059424	0.041724	0.042705	0.074407	0.061172	0.40316	0.57563
Meth__cg13921352__FAM19A4	0.9379	0.046175	0.94305	0.95403	0.62215	0.77864	0.94514	0.032074	0.037555	0.057954	0.95515	0.058543	0.89168	0.16645	0.04372	0.047589	0.066022	0.32417	0.44345	0.12141	0.058084	0.69913	0.54808	0.11831	0.79208	0.047021	0.043063	0.037185	0.62217	0.037951	0.049146	0.31038	0.33067	0.56353	0.68333	0.9302
SNP__SMAD4	0.013	-0.541	-0.881	0.086	-0.128	-0.147	-0.178	-0.444	0.428	-0.437	-0.426	-1.002	-0.497	-0.803	-0.454	-0.443	-0.217	-0.028	-0.461	-0.556	-0.641	-0.525	-0.405	-0.548	-0.031	-0.56	0.211	-0.147	-0.015	-0.168	-0.629	-0.793	-0.615	-0.284	0.239	0.234
Meth__cg01143454__C20orf141	0.066652	0.029496	0.031545	0.089608	0.045641	0.12984	0.087075	0.040895	0.041067	0.14698	0.044435	0.032523	0.048417	0.043276	0.082435	0.024153	0.066499	0.036901	0.099003	0.12698	0.048466	0.09199	0.11102	0.067956	0.24896	0.085023	0.059621	0.041952	0.058305	0.57343	0.045775	0.1355	0.22183	0.05396	0.24796	0.17852
Meth__cg23896545__NOMO1	0.20598	0.036929	0.11218	0.11744	0.28695	0.47584	0.20499	0.28084	0.079509	0.06887	0.13351	0.2819	0.29165	0.075314	0.077157	0.18302	0.098021	0.65698	0.085852	0.056839	0.3337	0.33266	0.056821	0.27573	0.18395	0.066045	0.038908	0.078277	0.50261	0.22777	0.18966	0.10173	0.10024	0.56321	0.11422	0.066225
Meth__cg04716261__ARPM2	0.080686	0.049545	0.5035	0.5916	0.082085	0.096335	0.087171	0.10167	0.053174	0.075272	0.17342	0.40147	0.11837	0.051572	0.074735	0.12477	0.090705	0.05668	0.26577	0.31016	0.48953	0.12597	0.15016	0.10867	0.13563	0.06447	0.087048	0.05548	0.052443	0.048054	0.052252	0.036101	0.087794	0.21668	0.083987	0.10382
Meth__cg03506684__GYG2	0.036966	0.026298	0.90306	0.1638	0.15588	0.44495	0.043124	0.46135	0.099425	0.047063	0.071913	0.039994	0.3059	0.090608	0.28149	0.035642	0.056638	0.029302	0.024549	0.040055	0.065485	0.037114	0.0351	0.076836	0.84213	0.041577	0.022527	0.12949	0.035087	0.098444	0.025073	0.16859	0.094951	0.031581	0.035981	0.037909
Meth__cg05677402__UBE2L6	0.03114	0.65472	0.02211	0.96997	0.020964	0.44437	0.022308	0.017753	0.023152	0.025652	0.020637	0.01437	0.046187	0.38274	0.49791	0.026569	0.063647	0.016515	0.048202	0.19931	0.022132	0.070125	0.27073	0.033892	0.046394	0.42333	0.024494	0.026142	0.017821	0.020707	0.02023	0.017814	0.048953	0.02274	0.43695	0.75832
Meth__cg13246654__CAMK2D	0.039079	0.034358	0.074235	0.035635	0.02317	0.027644	0.029831	0.03067	0.034607	0.03277	0.048681	0.018713	0.075825	0.033363	0.033566	0.025722	0.081762	0.025193	0.21693	0.040775	0.032672	0.059994	0.034539	0.084216	0.075064	0.073448	0.031215	0.024778	0.023661	0.029048	0.028789	0.036539	0.94023	0.035057	0.032051	0.032026
Meth__cg09936839__SIRT6	0.4611	0.14561	0.19984	0.75587	0.72704	0.22475	0.65842	0.11625	0.83689	0.5993	0.13774	0.33164	0.1198	0.76517	0.13492	0.079099	0.25263	0.054514	0.83669	0.70172	0.12066	0.1536	0.83229	0.14132	0.16855	0.72798	0.15635	0.082003	0.059466	0.85906	0.11853	0.13338	0.43134	0.54018	0.31904	0.45669
Meth__cg14580982__ATP6V1C2	0.07911	0.083536	0.60019	0.19984	0.60397	0.60556	0.38951	0.48551	0.034968	0.839	0.66119	0.1181	0.54844	0.053099	0.36658	0.072215	0.22735	0.042549	0.80118	0.78053	0.29927	0.84512	0.41648	0.080325	0.75806	0.22397	0.040209	0.039133	0.07767	0.34302	0.19727	0.80016	0.045151	0.384	0.62891	0.81345
Meth__cg00293409__LRRC33	0.10637	0.12389	0.86929	0.65691	0.21398	0.59895	0.44672	0.55668	0.067927	0.67269	0.33423	0.19407	0.76821	0.087808	0.63162	0.061193	0.14869	0.088835	0.82293	0.83828	0.5731	0.20387	0.78566	0.075699	0.61706	0.14417	0.093769	0.084287	0.079191	0.45592	0.078025	0.53704	0.11194	0.070235	0.47122	0.60289
Meth__cg17838765__ALKBH3	0.026138	0.016935	0.026233	0.97464	0.021394	0.027089	0.95454	0.019557	0.022132	0.021474	0.94999	0.025631	0.073036	0.022457	0.018939	0.023643	0.092138	0.017371	0.029726	0.029535	0.026956	0.060606	0.024997	0.046035	0.13527	0.033083	0.40774	0.0156	0.024197	0.02454	0.016626	0.39123	0.052532	0.036012	0.024615	0.022753
Meth__cg01193293__SIGLEC7	0.39865	0.04903	0.90692	0.85544	0.80661	0.11766	0.43685	0.77036	0.036828	0.76836	0.72716	0.28793	0.80088	0.047043	0.38469	0.85303	0.059775	0.049206	0.8623	0.84545	0.56032	0.27402	0.551	0.073498	0.12551	0.057289	0.81643	0.0643	0.21288	0.063436	0.048326	0.40896	0.38624	0.89567	0.34556	0.68341
Meth__cg14435807__LOXL1	0.030801	0.85246	0.63892	0.93407	0.64297	0.24917	0.88928	0.219	0.030049	0.90889	0.91204	0.91547	0.8452	0.34922	0.72505	0.038109	0.64992	0.02846	0.93006	0.94246	0.37871	0.056875	0.78478	0.070989	0.85047	0.54124	0.32349	0.022516	0.026253	0.042714	0.56618	0.027714	0.86759	0.92101	0.41974	0.91108
Meth__cg10227191__KRT18	0.03971	0.025641	0.032	0.040453	0.02788	0.92117	0.034588	0.048203	0.024669	0.034322	0.046007	0.022992	0.048468	0.036002	0.030974	0.033837	0.15478	0.025661	0.026334	0.033365	0.033976	0.086351	0.030563	0.049844	0.070418	0.081733	0.15726	0.024355	0.023034	0.025359	0.025684	0.024682	0.069337	0.034183	0.022027	0.030726
Meth__cg05921207__CHRDL1	0.43688	0.023732	0.93383	0.85772	0.42932	0.17028	0.84217	0.95028	0.11855	0.49955	0.88117	0.08706	0.83347	0.12729	0.36604	0.9261	0.091591	0.021374	0.37852	0.21501	0.052887	0.34777	0.5193	0.18255	0.15869	0.043596	0.27825	0.028324	0.054999	0.8481	0.026388	0.37041	0.78854	0.35721	0.57272	0.8454
Meth__cg04000821__LAIR2	0.54062	0.038629	0.77874	0.067934	0.049184	0.19668	0.30864	0.076478	0.041897	0.70601	0.12745	0.16983	0.21593	0.05413	0.08494	0.094848	0.078031	0.043982	0.23881	0.24225	0.06539	0.1191	0.065293	0.043784	0.14093	0.050493	0.057235	0.053525	0.046976	0.0348	0.0482	0.18195	0.051384	0.86565	0.053975	0.11627
Meth__cg17886028__CCND2	0.97212	0.03473	0.93356	0.10841	0.072403	0.97275	0.76919	0.95762	0.057237	0.88067	0.9672	0.90638	0.40668	0.10789	0.024471	0.044103	0.15873	0.032678	0.94811	0.96855	0.070415	0.92644	0.48893	0.058327	0.92841	0.062316	0.028007	0.50697	0.090973	0.025597	0.053534	0.27157	0.15212	0.14042	0.53149	0.61664
Meth__cg16659043__SAMD12	0.035859	0.01106	0.032201	0.024135	0.023106	0.014757	0.024185	0.013993	0.03009	0.016952	0.22187	0.033237	0.01332	0.017805	0.022617	0.01776	0.052446	0.010753	0.022481	0.024529	0.020863	0.049601	0.023776	0.072842	0.04846	0.022559	0.018964	0.017459	0.028778	0.022025	0.015771	0.017681	0.068218	0.018188	0.025928	0.025575
Meth__cg22397447__ALDH1B1	0.10109	0.043064	0.060811	0.59861	0.04755	0.039363	0.054633	0.025636	0.032217	0.098848	0.04291	0.090399	0.10872	0.051085	0.031122	0.025267	0.039357	0.03619	0.070163	0.052654	0.059516	0.079433	0.081067	0.077357	0.075107	0.17025	0.046537	0.041086	0.032706	0.1575	0.033749	0.042337	0.18483	0.062068	0.046806	0.066996
Meth__cg15839448__SFRP1	0.93665	0.040289	0.50895	0.95046	0.82839	0.48204	0.88949	0.069652	0.35486	0.41397	0.039626	0.023471	0.8973	0.35347	0.03766	0.068033	0.094424	0.15602	0.92556	0.86369	0.042198	0.92812	0.81265	0.1345	0.88663	0.18841	0.74017	0.029358	0.56523	0.076396	0.036109	0.9355	0.53521	0.93675	0.69931	0.69443
Meth__cg21339926__CLMN	0.046792	0.046932	0.051454	0.035556	0.05157	0.27009	0.056887	0.029867	0.056776	0.041237	0.040146	0.086786	0.054596	0.066044	0.050022	0.029554	0.066385	0.092835	0.016185	0.053671	0.050649	0.20465	0.035268	0.07629	0.22515	0.070833	0.032377	0.039358	0.039511	0.13955	0.028925	0.043609	0.097215	0.040603	0.03423	0.032428
Meth__cg01425405__DLX3	0.061528	0.051606	0.048844	0.070164	0.048715	0.83358	0.059832	0.036833	0.061005	0.066775	0.084583	0.037268	0.39159	0.065575	0.08171	0.075624	0.083106	0.057769	0.055998	0.053651	0.076049	0.37505	0.07237	0.094341	0.099095	0.074949	0.097606	0.059147	0.064274	0.052796	0.048112	0.0608	0.096551	0.064637	0.055998	0.066483
Meth__cg02810773__ITPA	0.026789	0.015565	0.022138	0.025691	0.017278	0.024206	0.029746	0.024845	0.022366	0.47727	0.027432	0.030968	0.046441	0.019649	0.024354	0.017203	0.066972	0.016554	0.018801	0.032323	0.028258	0.053471	0.031772	0.044826	0.044061	0.033445	0.026772	0.01756	0.02031	0.023177	0.019183	0.020305	0.041561	0.035062	0.029218	0.029067
Meth__cg00476577__ZNF217	0.04839	0.029019	0.074971	0.12792	0.040071	0.031371	0.041428	0.03513	0.048631	0.098576	0.033444	0.034241	0.046507	0.040419	0.032805	0.031621	0.054279	0.044871	0.3149	0.32744	0.039459	0.11313	0.03841	0.050556	0.10249	0.049411	0.046022	0.047644	0.062429	0.026623	0.029245	0.043815	0.12062	0.030089	0.026715	0.03151
Meth__cg23310538__PLEKHA9	0.055203	0.039205	0.059396	0.050522	0.029549	0.044932	0.037661	0.03184	0.05149	0.063862	0.057551	0.060478	0.33088	0.038993	0.045738	0.059194	0.078824	0.034489	0.047757	0.064654	0.049744	0.089671	0.056976	0.094757	0.089057	0.062171	0.034867	0.033653	0.025591	0.042694	0.043376	0.0306	0.07689	0.050222	0.049374	0.068571
Meth__cg04344347__ADI1	0.014789	0.013716	0.013291	0.015226	0.014346	0.017111	0.019364	0.014242	0.013232	0.023847	0.021011	0.024165	0.01672	0.0134	0.014449	0.013393	0.032112	0.012829	0.01023	0.021604	0.014268	0.12312	0.016593	0.024145	0.044793	0.01635	0.015063	0.0092917	0.014742	0.011144	0.012726	0.0093604	0.037767	0.015909	0.016519	0.018942
Meth__cg25399367__FBXO30	0.075692	0.090736	0.099942	0.26692	0.065629	0.067944	0.069435	0.078365	0.078213	0.091629	0.093411	0.055621	0.26303	0.084569	0.09426	0.063729	0.15479	0.070512	0.65424	0.5728	0.08367	0.10267	0.29885	0.10146	0.13379	0.088509	0.069918	0.060351	0.28067	0.40651	0.074684	0.07188	0.16617	0.17619	0.081943	0.10823
Meth__cg25406735__FBXO32	0.048428	0.13408	0.054713	0.042974	0.036268	0.044994	0.043951	0.044571	0.047806	0.072625	0.045071	0.026704	0.054301	0.070039	0.038629	0.032067	0.080764	0.033068	0.54655	0.44478	0.050409	0.070242	0.040528	0.078282	0.056227	0.062384	0.029501	0.029927	0.026682	0.034835	0.029065	0.023508	0.078233	0.041592	0.034441	0.22778
Meth__cg22885821__GNAS	0.036338	0.22593	0.19947	0.037829	0.19204	0.2672	0.24922	0.06126	0.028251	0.1453	0.32724	0.051083	0.12	0.036632	0.060873	0.03105	0.082214	0.040239	0.24801	0.10314	0.056677	0.34544	0.88658	0.06891	0.066108	0.082075	0.031735	0.05148	0.029654	0.034358	0.034264	0.19424	0.15954	0.069243	0.050201	0.43169
Meth__cg02344238__FKSG44	0.031426	0.036987	0.058614	0.069926	0.028273	0.10054	0.056704	0.05295	0.014801	0.20069	0.033401	0.46667	0.058137	0.03005	0.021103	0.030553	0.046579	0.017458	0.073778	0.038264	0.054464	0.054417	0.062238	0.027583	0.078742	0.067968	0.024291	0.025306	0.022798	0.031432	0.020927	0.036739	0.042035	0.025934	0.030716	0.040518
Meth__cg06521852__HRIHFB2122	0.071962	0.026488	0.047983	0.047966	0.1164	0.11228	0.068998	0.069883	0.08061	0.054447	0.026325	0.16029	0.088073	0.083076	0.054789	0.057365	0.11974	0.12541	0.032592	0.051818	0.48438	0.059372	0.042407	0.055152	0.064038	0.062873	0.028219	0.033787	0.048673	0.032246	0.036087	0.022489	0.086798	0.062103	0.045559	0.036834
Meth__cg14601560__SCLY	0.094461	0.08518	0.14165	0.16414	0.080434	0.084485	0.096664	0.67811	0.082814	0.097187	0.11528	0.10229	0.14468	0.10303	0.095025	0.09425	0.17969	0.11028	0.12511	0.09561	0.11154	0.10764	0.098058	0.11868	0.13529	0.12503	0.099448	0.092221	0.082875	0.093346	0.091927	0.088259	0.09594	0.084868	0.081757	0.091196
Meth__cg25724441__KCNJ2	0.86973	0.040716	0.66379	0.44238	0.34906	0.043877	0.84907	0.077946	0.031177	0.068456	0.049976	0.038528	0.29628	0.038789	0.037469	0.039789	0.071695	0.034823	0.71815	0.56338	0.10523	0.87907	0.62038	0.40324	0.79143	0.072477	0.061517	0.039553	0.043264	0.033625	0.036865	0.78267	0.43868	0.059427	0.41634	0.046457
Meth__cg22677246__COTL1	0.033211	0.044129	0.036072	0.093081	0.027728	0.02895	0.089638	0.020769	0.032429	0.028618	0.040041	0.027845	0.047501	0.040059	0.029307	0.023517	0.078305	0.026868	0.05643	0.038519	0.036125	0.065879	0.042979	0.041946	0.067797	0.062944	0.029474	0.027741	0.024044	0.024959	0.016761	0.15405	0.069809	0.037888	0.025682	0.036523
Meth__cg11861730__ETS1	0.91658	0.028466	0.062731	0.27935	0.043268	0.029044	0.32269	0.023461	0.037372	0.048721	0.029429	0.028986	0.070678	0.036906	0.023908	0.070609	0.091659	0.049262	0.15794	0.1759	0.041281	0.10106	0.083978	0.085335	0.65114	0.053607	0.062275	0.02708	0.028614	0.38237	0.037853	0.16855	0.035026	0.24537	0.080189	0.061649
Meth__cg03454353__ZFP37	0.62921	0.079996	0.24455	0.86992	0.041185	0.072726	0.67277	0.06032	0.098546	0.071613	0.063459	0.075107	0.4643	0.06488	0.060075	0.050706	0.13999	0.074633	0.40744	0.37666	0.2108	0.4564	0.50394	0.071376	0.23802	0.11267	0.06572	0.2881	0.12442	0.079916	0.055196	0.2556	0.074433	0.08356	0.59934	0.33526
Meth__cg00002426__SLMAP	0.067202	0.056657	0.057735	0.22468	0.36535	0.038872	0.14852	0.063399	0.08233	0.098221	0.094675	0.054976	0.057546	0.17127	0.064319	0.062067	0.066066	0.54875	0.84705	0.088564	0.18975	0.073475	0.18956	0.047982	0.12424	0.12973	0.90957	0.052474	0.045397	0.64229	0.046751	0.061264	0.77762	0.89998	0.098025	0.09051
Meth__cg00877887__LOC405753	0.11887	0.023047	0.70086	0.78259	0.064428	0.54114	0.079194	0.50183	0.039706	0.79216	0.72197	0.065803	0.70782	0.030551	0.15502	0.0948	0.023217	0.033917	0.87375	0.84571	0.90654	0.59616	0.50494	0.034729	0.59138	0.033354	0.04473	0.2095	0.23285	0.11746	0.026815	0.1135	0.2895	0.33781	0.42453	0.26479
Meth__cg17296078__UBTD1	0.042608	0.90896	0.077569	0.94971	0.81039	0.028461	0.73245	0.62164	0.048162	0.57498	0.041958	0.064178	0.11947	0.051733	0.10784	0.031397	0.051926	0.028348	0.93434	0.89476	0.034493	0.61842	0.88291	0.1149	0.1481	0.89471	0.48093	0.031497	0.049809	0.14496	0.061032	0.85363	0.10777	0.10731	0.29837	0.923
Meth__cg26577178__HRB2	0.067916	0.052948	0.5218	0.061182	0.056157	0.055881	0.14465	0.07848	0.45459	0.05042	0.087057	0.098592	0.13956	0.34975	0.051669	0.045111	0.085158	0.22993	0.034483	0.048522	0.072958	0.083494	0.039806	0.093824	0.081225	0.10583	0.04647	0.037537	0.10042	0.059965	0.043838	0.077217	0.16896	0.058787	0.16949	0.069875
Meth__cg12262564__IQGAP3	0.039297	0.031822	0.042641	0.035069	0.020531	0.02845	0.030639	0.02576	0.02634	0.028667	0.036559	0.027204	0.43793	0.035881	0.029051	0.027035	0.063561	0.019165	0.030905	0.034934	0.037412	0.044603	0.0379	0.071394	0.076321	0.037331	0.029897	0.021738	0.028393	0.029048	0.021559	0.019648	0.073817	0.033016	0.028141	0.029917
Meth__cg17488985__NT5E	0.032162	0.024062	0.046469	0.082652	0.028141	0.023729	0.90869	0.023433	0.021274	0.079537	0.90366	0.048222	0.22763	0.064908	0.44075	0.017447	0.087238	0.018165	0.93467	0.681	0.028944	0.039175	0.36068	0.031348	0.91864	0.04932	0.0212	0.027946	0.023828	0.15364	0.032118	0.60989	0.096616	0.021413	0.61066	0.90996
