Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg25376316__CA5B	0.75772	0.039274	0.021369	0.51536	0.22563	0.023503	0.98297	0.70498	0.02412	0.05472	0.60144	0.84478	0.031438	0.03365	0.025929	0.81822	0.01886	0.029037	0.97868	0.65165	0.61905	0.020981	0.64606	0.073683	0.80907	0.025335	0.56987	0.030325	0.021429	0.96006	0.72351	0.93958
RS_G6011__RP11-526D8.3__RP11-526D8.3	2.9849	1.1162	2.0449	2.4218	1.0407	3.8038	3.8918	1.9041	1.3642	2.3432	2.5619	2.1505	1.7005	3.4867	0.83674	1.1684	2.7743	2.0927	4.071	4.1106	1.8802	2.2954	0.84248	0	4.2372	5.5314	1.5343	0	1.9734	0.70079	1.3194	2.5296
RS_G118__CRLF1__CRLF1	0.95481	3.4098	2.7357	4.2579	1.8533	0.82276	2.3065	5.0392	4.7469	3.3215	3.831	2.3885	3.3975	1.0969	0.8225	3.868	5.9449	6.8572	2.0323	3.1764	0.48881	6.5761	1.7395	1.4224	1.8384	1.5634	4.7497	6.5653	4.6619	4.4083	1.3143	3.7399
Meth__cg03524627__CDC25B	0.040884	0.45689	0.040119	0.073309	0.081989	0.44872	0.11796	0.042418	0.059348	0.26371	0.28349	0.29999	0.081458	0.043734	0.23643	0.025665	0.1337	0.053463	0.042519	0.070289	0.085808	0.14108	0.051714	0.18491	0.03148	0.038085	0.057232	0.1606	0.04405	0.33659	0.10592	0.54998
Meth__cg14460735__C1orf71	0.29198	0.11026	0.10752	0.29763	0.176	0.24369	0.12651	0.21093	0.10523	0.39223	0.16834	0.092685	0.13529	0.089624	0.14416	0.275	0.16635	0.14894	0.13967	0.75925	0.55728	0.17783	0.20441	0.23688	0.17728	0.15377	0.085994	0.18129	0.34189	0.13408	0.24437	0.32225
Meth__cg09146695__LEF1	0.070533	0.055806	0.062928	0.054207	0.81078	0.063236	0.057627	0.05299	0.050982	0.038734	0.16538	0.051988	0.059044	0.057906	0.19928	0.05163	0.057019	0.10165	0.044202	0.047051	0.20767	0.075889	0.15056	0.085915	0.043407	0.054221	0.06466	0.068826	0.097543	0.072622	0.13526	0.073252
Meth__cg06344807__SLC9A3R1	0.040788	0.053934	0.042495	0.03066	0.032013	0.06153	0.082956	0.037991	0.034692	0.046907	0.065363	0.022983	0.037871	0.032831	0.089212	0.047297	0.032488	0.065698	0.039816	0.027645	0.088142	0.051392	0.089029	0.050016	0.15398	0.034067	0.028246	0.056129	0.033623	0.032646	0.082288	0.041698
Meth__cg02001410__MAP1B	0.037696	0.082072	0.078145	0.050345	0.72623	0.58228	0.035758	0.048823	0.088122	0.059339	0.11104	0.032831	0.042621	0.03564	0.059994	0.021729	0.066711	0.037495	0.24821	0.2586	0.058333	0.056102	0.09318	0.097072	0.033602	0.079896	0.75909	0.15725	0.063823	0.26097	0.087831	0.10096
Meth__cg06822229__ACSL4	0.54625	0.049987	0.13296	0.25989	0.054279	0.080743	0.56196	0.64085	0.23476	0.14092	0.19426	0.083409	0.60474	0.51824	0.15666	0.076467	0.060636	0.054067	0.57293	0.54466	0.10495	0.079209	0.32981	0.13253	0.55184	0.064906	0.28821	0.1044	0.63381	0.45848	0.56087	0.092167
Meth__cg23615676__KCNN2	0.031881	0.040022	0.041475	0.030886	0.9658	0.039935	0.069064	0.044105	0.36251	0.13078	0.74019	0.049809	0.051677	0.48179	0.095802	0.031558	0.03937	0.04165	0.43624	0.032209	0.86374	0.94711	0.44675	0.079467	0.035403	0.045886	0.96228	0.36799	0.047814	0.041193	0.046919	0.040419
RS_G11471__NMNAT3__NMNAT3	3.2876	0.98265	3.7081	3.9964	0.2993	6.1909	0.33705	4.365	0	3.923	1.0631	0	0	2.6955	0.097999	0	2.2573	2.2258	7.3217	4.0756	1.1246	1.6219	3.0718	0	1.3699	1.3746	5.1841	5.1134	3.8199	0	2.0333	0.5434
Meth__cg23681213__PNMA1	0.036904	0.0709	0.029372	0.026128	0.0255	0.032221	0.027807	0.034371	0.034382	0.03098	0.12415	0.031687	0.034915	0.033283	0.079673	0.028419	0.027686	0.035327	0.035012	0.47662	0.07749	0.1151	0.10941	0.23919	0.029251	0.076153	0.033916	0.046471	0.04034	0.048791	0.7908	0.03194
Meth__cg00564163__STEAP4	0.06803	0.037418	0.93583	0.37418	0.92645	0.65849	0.91382	0.0882	0.8647	0.13074	0.10597	0.052919	0.67331	0.62713	0.072762	0.47339	0.32304	0.054873	0.93298	0.067387	0.89562	0.93128	0.29771	0.096047	0.56111	0.038154	0.94419	0.17422	0.084757	0.12978	0.5397	0.1586
RS_G9383__SYT8__SYT8	5.2006	6.4758	0.42144	3.4629	0.20705	0.21585	2.0059	4.7176	0.8256	3.6542	6.7637	2.0937	7.5701	0	0.70535	0.44075	2.032	0.21117	0.57028	7.2399	1.305	3.2331	0.36373	6.8044	1.207	5.1812	7.1945	8.3643	5.5063	8.8617	2.4466	3.4887
RS_G3929__WNT5B__WNT5B	0.17786	0.10307	1.1297	1.7302	8.87	0.74258	6.8221	1.1046	0	5.6642	0	0.72298	6.0588	4.6812	7.2372	8.6155	3.7836	1.3629	1.0212	4.5464	6.5414	0.86647	0.68258	0	7.6602	1.0118	0	0.36393	0.63445	0.77869	0.13299	0.87589
Meth__cg16464322__HNRPL	0.095064	0.22969	0.12637	0.19348	0.054932	0.32594	0.11923	0.44406	0.080365	0.4714	0.314	0.041641	0.093397	0.14497	0.15039	0.067086	0.052791	0.068252	0.32689	0.069294	0.090872	0.07722	0.17512	0.17258	0.075233	0.10644	0.15081	0.28248	0.064915	0.065317	0.13368	0.073668
Meth__cg10084993__SLC9A3R2	0.086291	0.063291	0.11748	0.11035	0.9141	0.10997	0.62646	0.23786	0.49253	0.89558	0.68785	0.061791	0.53254	0.2242	0.69926	0.11511	0.1275	0.097779	0.9361	0.17633	0.13651	0.065763	0.090305	0.076187	0.38633	0.082633	0.13306	0.083039	0.10192	0.071443	0.14199	0.10927
Meth__cg00308133__GAMT	0.015776	0.39432	0.58424	0.021738	0.36172	0.048655	0.0099573	0.13413	0.017666	0.5975	0.97988	0.69569	0.94574	0.055437	0.19092	0.032923	0.76751	0.82329	0.012257	0.014803	0.031053	0.026423	0.048905	0.76319	0.013969	0.51183	0.015728	0.044081	0.026015	0.020253	0.067829	0.02284
Meth__cg09022808__GAL3ST1	0.60383	0.073743	0.8694	0.54576	0.12929	0.49182	0.93312	0.3581	0.21571	0.81284	0.74854	0.070677	0.33611	0.75651	0.11084	0.042775	0.61612	0.62323	0.88594	0.8527	0.12827	0.36105	0.19813	0.11678	0.55692	0.42261	0.19094	0.1268	0.71285	0.19396	0.257	0.12196
Meth__cg26233914__ITGAX	0.46708	0.027029	0.74144	0.63327	0.085644	0.44914	0.73845	0.5	0.079471	0.65505	0.32542	0.022982	0.24308	0.18824	0.046245	0.01657	0.49847	0.37223	0.66461	0.63623	0.046668	0.24803	0.044822	0.094877	0.036229	0.043746	0.21726	0.16924	0.66436	0.45644	0.25673	0.24439
RS_G5087__C10orf88__C10orf88	5.1036	3.4635	4.2138	5.1065	4.9616	5.2668	4.111	4.9919	5.6166	4.7725	4.5133	3.9376	5.2514	4.5469	4.3564	3.4724	4.1536	5.0384	5.6538	3.335	5.6358	4.0063	4.4706	4.3227	4.8347	2.9816	10.5242	4.5255	3.7896	5.0102	4.692	3.5253
Meth__cg13765303__BOC	0.18908	0.66342	0.46888	0.10447	0.52647	0.041154	0.10624	0.042215	0.032567	0.10798	0.73981	0.4831	0.13914	0.027634	0.14114	0.031947	0.66035	0.60592	0.60518	0.20189	0.72006	0.16905	0.73374	0.59023	0.064127	0.061277	0.84681	0.05334	0.50918	0.43052	0.40705	0.4159
Meth__cg00647741__ZNF274	0.094048	0.087222	0.095457	0.059116	0.63383	0.063288	0.093117	0.066983	0.16908	0.15848	0.16266	0.04859	0.14764	0.12414	0.1383	0.092489	0.066869	0.10134	0.10332	0.083835	0.21875	0.088331	0.14642	0.11726	0.07767	0.28892	0.1078	0.15912	0.10994	0.10486	0.098033	0.077823
Meth__cg06866862__ZNF512	0.1001	0.057848	0.13007	0.06532	0.068626	0.10622	0.79125	0.078316	0.94627	0.05762	0.8994	0.17223	0.082323	0.076923	0.092533	0.049788	0.41375	0.20267	0.083059	0.063295	0.13645	0.1692	0.1438	0.10634	0.069856	0.088835	0.90501	0.13683	0.39115	0.3284	0.20466	0.2326
Meth__cg07330329__TRIM48	0.39161	0.065597	0.39617	0.12532	0.062487	0.41774	0.1816	0.080043	0.44044	0.25934	0.07149	0.122	0.077626	0.054476	0.19588	0.12098	0.125	0.15743	0.13627	0.3495	0.10679	0.18739	0.10526	0.082513	0.086803	0.10317	0.091285	0.10824	0.048917	0.21578	0.20243	0.2038
Meth__cg15364537__MFSD4	0.056693	0.40783	0.61152	0.077646	0.89274	0.72975	0.043005	0.048755	0.064689	0.080726	0.94665	0.37587	0.81699	0.052281	0.060861	0.04076	0.10699	0.60519	0.10369	0.18582	0.95146	0.72027	0.96833	0.18095	0.059419	0.37721	0.9847	0.1322	0.47134	0.28902	0.86102	0.11638
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10611	0.064654	0.5951	0.11245	0.59318	0.11617	0.2313	0.14534	0.1777	0.039736	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.047569	0.46397	0.093381	0.13924	0.10808	0.40976	0.11321	0.10159	0.10894	0.057143	0.073786	0.16812	0.10372
Meth__cg21808053__DIRAS3	0.25428	0.028376	0.66978	0.15733	0.47488	0.15558	0.2733	0.3293	0.52381	0.36224	0.10959	0.21326	0.086288	0.68999	0.083697	0.042606	0.07919	0.16006	0.14208	0.283	0.22977	0.10821	0.16906	0.054756	0.2821	0.25525	0.075532	0.10059	0.20857	0.077445	0.42074	0.061839
Meth__cg11285003__HCN1	0.076021	0.035795	0.076644	0.058888	0.63537	0.91933	0.92069	0.21373	0.92123	0.33388	0.18006	0.82536	0.075699	0.048528	0.072012	0.13654	0.11062	0.1132	0.14165	0.049488	0.64376	0.043658	0.84442	0.060172	0.24829	0.099205	0.6014	0.24794	0.089569	0.038745	0.45798	0.053639
RS_G8354__PMAIP1__PMAIP1	4.0124	3.1341	5.0862	4.7247	5.4108	3.4802	5.7681	3.9484	9.8502	4.8414	5.4832	0	2.9297	7.3392	6.0246	5.9079	2.6823	2.1942	6.0173	3.7396	6.9079	4.193	0.73814	1.8729	4.2525	4.0255	2.6193	2.8566	3.0695	4.9198	0.14478	3.01
Meth__cg23909343__PPP2R5A	0.10569	0.055717	0.30257	0.050322	0.43546	0.092476	0.14385	0.08928	0.059796	0.060769	0.12559	0.037364	0.069177	0.059272	0.098802	0.097247	0.093838	0.084502	0.093373	0.056261	0.10843	0.081642	0.095767	0.10131	0.43999	0.062827	0.057785	0.11368	0.069941	0.055129	0.083782	0.057853
Meth__cg25812776__TRAF5	0.032331	0.17433	0.041494	0.039776	0.04042	0.035338	0.071367	0.038212	0.040822	0.034413	0.13314	0.027304	0.08909	0.028541	0.090882	0.020118	0.034648	0.04071	0.043997	0.11226	0.035666	0.040361	0.16364	0.1453	0.042084	0.032458	0.50221	0.056885	0.037707	0.049153	0.062716	0.069876
Meth__cg11233153__SLC10A3	0.66101	0.031464	0.045382	0.59968	0.020399	0.04141	0.60476	0.030593	0.029376	0.039522	0.07083	0.022564	0.56442	0.65862	0.16354	0.03151	0.030205	0.033545	0.6632	0.61664	0.11803	0.031047	0.4102	0.054443	0.62766	0.018409	0.4761	0.061163	0.68432	0.52619	0.67241	0.027926
RS_G11332__ADORA1__ADORA1	5.2602	7.5821	4.3407	5.7905	1.3796	0.59046	2.4307	5.7516	2.6216	3.5531	5.6829	2.8779	6.0126	3.1907	4.9275	1.8691	5.4965	2.4472	5.9402	6.9895	2.2833	9.5896	5.6897	7.3232	0.45264	6.3153	0	2.5893	8.0954	5.4491	3.4689	2.7266
Meth__cg09103232__SLC2A4	0.036767	0.037674	0.044732	0.031089	0.032379	0.033718	0.026588	0.033028	0.032765	0.029001	0.083767	0.041179	0.033184	0.40682	0.08353	0.025092	0.026692	0.038924	0.034688	0.028173	0.057958	0.082017	0.054939	0.061117	0.032231	0.077927	0.027056	0.076999	0.032583	0.037265	0.049603	0.033666
Meth__cg01313514__WNT3A	0.091376	0.085871	0.23682	0.14767	0.53563	0.42434	0.12758	0.14152	0.48374	0.15241	0.31624	0.43144	0.11186	0.10527	0.18663	0.09703	0.42068	0.32235	0.0755	0.35549	0.76716	0.22156	0.5199	0.12472	0.055606	0.098717	0.50164	0.34497	0.10719	0.2075	0.16147	0.31793
Meth__cg09072120__PRTFDC1	0.030489	0.099081	0.24235	0.027423	0.43821	0.035777	0.023486	0.023401	0.015631	0.018981	0.47434	0.52713	0.9682	0.017625	0.041123	0.024168	0.018265	0.025169	0.42215	0.20293	0.045657	0.024964	0.61808	0.19393	0.017412	0.47793	0.93793	0.030284	0.68579	0.28524	0.90227	0.093138
Meth__cg11271605__STEAP4	0.046232	0.04751	0.89655	0.19108	0.78839	0.58266	0.89553	0.10316	0.65723	0.044431	0.12967	0.076346	0.53793	0.48499	0.094155	0.26472	0.38049	0.04715	0.8804	0.036601	0.85433	0.88027	0.077904	0.069616	0.2029	0.031428	0.79415	0.064368	0.083531	0.056251	0.53028	0.074633
Meth__cg14859074__CLDN1	0.036841	0.029399	0.5523	0.040068	0.02946	0.057352	0.032364	0.053184	0.059868	0.037274	0.069509	0.035134	0.035122	0.029211	0.049795	0.064396	0.033092	0.047233	0.0885	0.027792	0.067993	0.042332	0.57965	0.074209	0.032927	0.02676	0.023931	0.10594	0.031953	0.036096	0.60461	0.048022
Meth__cg23920441__ATP1A3	0.051027	0.077691	0.88644	0.21449	0.58793	0.60129	0.11417	0.20481	0.36364	0.64882	0.90969	0.3413	0.16581	0.095707	0.098293	0.071692	0.43602	0.64952	0.088178	0.34439	0.21376	0.71122	0.8224	0.079927	0.046289	0.45407	0.68255	0.23913	0.55672	0.48828	0.14133	0.2899
Meth__cg08097755__VGF	0.3521	0.045818	0.19393	0.054893	0.047634	0.62383	0.75837	0.26886	0.097217	0.19269	0.56584	0.34494	0.11433	0.78402	0.27827	0.30145	0.046483	0.051988	0.058131	0.20465	0.85333	0.66002	0.49088	0.043653	0.039292	0.051993	0.048334	0.097105	0.071214	0.18501	0.85507	0.047869
RS_G2770__GDPD3__GDPD3	5.7813	10.6318	4.8723	6.1391	3.3539	6.6958	2.9664	4.0359	3.3238	5.7742	4.4425	4.0949	4.6084	4.1315	4.2824	2.2524	7.0924	7.5877	3.4442	5.5215	2.1837	5.1432	5.1427	9.0082	5.0971	6.6166	8.2566	4.4144	7.2016	5.7162	3.0705	3.5616
Meth__cg11932564__TNFRSF13C	0.90974	0.047587	0.4127	0.079381	0.89691	0.066725	0.050978	0.047774	0.034156	0.28472	0.23974	0.045783	0.15484	0.21004	0.056958	0.68389	0.061739	0.29797	0.25777	0.41617	0.9297	0.048946	0.48368	0.10606	0.32377	0.11201	0.17729	0.072654	0.12432	0.052878	0.33592	0.047883
Meth__cg25836326__DRD3	0.14213	0.071691	0.25564	0.099225	0.11602	0.10317	0.63147	0.20921	0.1228	0.15122	0.17185	0.074195	0.093309	0.10147	0.10028	0.051193	0.082415	0.10238	0.47574	0.32981	0.15269	0.069571	0.15417	0.13434	0.073001	0.10048	0.092929	0.15233	0.096572	0.10273	0.16447	0.093482
Meth__cg03109701__TMEM118	0.10425	0.10342	0.17629	0.093787	0.12641	0.13245	0.23292	0.19932	0.12563	0.62979	0.17258	0.054601	0.12931	0.10072	0.10902	0.10307	0.10046	0.096438	0.11237	0.68031	0.13181	0.091906	0.19869	0.25918	0.9388	0.075434	0.065751	0.16934	0.45734	0.1321	0.13783	0.090623
Meth__cg10481417__CYP1A1	0.036043	0.033206	0.051886	0.021262	0.034352	0.039017	0.036351	0.035077	0.03526	0.043222	0.051497	0.016864	0.03059	0.033385	0.085169	0.21632	0.031908	0.042968	0.028898	0.024123	0.089353	0.02625	0.067885	0.042121	0.03174	0.025849	0.022356	0.033819	0.03191	0.031272	0.042757	0.030768
Meth__cg07525077__RNASE3	0.25831	0.071873	0.82477	0.49857	0.12416	0.19661	0.82432	0.23729	0.53235	0.34012	0.27284	0.0867	0.17081	0.14559	0.13533	0.14781	0.37266	0.1418	0.54208	0.7838	0.11444	0.29505	0.26944	0.12609	0.1002	0.10842	0.07377	0.20824	0.09771	0.37215	0.29108	0.1718
Meth__cg20728496__NADSYN1	0.18961	0.067592	0.082126	0.059322	0.48085	0.16912	0.078497	0.093968	0.25462	0.10682	0.3401	0.04755	0.074893	0.089141	0.13282	0.74925	0.076287	0.070952	0.18867	0.03075	0.82452	0.094749	0.14339	0.19573	0.36442	0.058261	0.086063	0.23026	0.054692	0.099849	0.16895	0.060624
Meth__cg12687215__FAM50A	0.64079	0.016987	0.041789	0.34324	0.019896	0.03894	0.19221	0.51712	0.022568	0.17109	0.63128	0.018504	0.37489	0.31847	0.060629	0.023985	0.58699	0.027132	0.52711	0.34273	0.066779	0.021768	0.14056	0.059128	0.55244	0.021915	0.16899	0.063775	0.58774	0.2267	0.58045	0.027241
Meth__cg00605270__SMPDL3B	0.033395	0.018038	0.030471	0.046383	0.043337	0.04376	0.019998	0.028082	0.031292	0.12532	0.03827	0.022691	0.020765	0.029281	0.03944	0.068518	0.031234	0.041399	0.037382	0.02102	0.11633	0.023867	0.049136	0.051819	0.031786	0.02643	0.022481	0.022918	0.086948	0.026108	0.067891	0.087415
Meth__cg14260643__CYP3A5	0.080121	0.051813	0.19905	0.073732	0.075029	0.10515	0.38442	0.07869	0.059879	0.18416	0.28842	0.031943	0.10564	0.088628	0.12605	0.042682	0.070001	0.065919	0.15398	0.066711	0.3515	0.091255	0.16976	0.064622	0.072214	0.065558	0.1254	0.20523	0.068692	0.074958	0.13912	0.10386
Meth__cg01888411__ABTB2	0.093238	0.055095	0.065428	0.28403	0.54449	0.47515	0.18619	0.061932	0.054181	0.054496	0.073342	0.10691	0.050916	0.044263	0.10091	0.18156	0.044542	0.053069	0.084586	0.24969	0.67625	0.064712	0.88471	0.068561	0.93735	0.035246	0.045001	0.27271	0.20193	0.30761	0.73107	0.63771
Meth__cg09350141__PPM1F	0.056661	0.15811	0.0881	0.1071	0.080918	0.17071	0.12901	0.075494	0.042305	0.28668	0.13623	0.041263	0.082577	0.078536	0.085774	0.061534	0.060588	0.051534	0.18381	0.057781	0.30756	0.082616	0.062082	0.095373	0.08125	0.43918	0.1024	0.095402	0.070362	0.07247	0.31823	0.1167
Meth__cg27032352__C21orf94	0.40069	0.073468	0.6167	0.29524	0.12116	0.39229	0.39763	0.29751	0.16216	0.2605	0.20523	0.1362	0.13492	0.20809	0.13134	0.12285	0.084989	0.10967	0.79298	0.72462	0.11471	0.30802	0.50315	0.29741	0.046252	0.098029	0.10033	0.23805	0.12384	0.31018	0.31198	0.23063
Meth__cg18468467__CITED1	0.14352	0.021078	0.061741	0.026428	0.023823	0.038405	0.038443	0.026033	0.032949	0.097962	0.058999	0.016393	0.040254	0.032835	0.047756	0.0404	0.082723	0.048451	0.11096	0.02069	0.076098	0.057992	0.42517	0.072611	0.050133	0.02959	0.025366	0.067555	0.036695	0.052665	0.59047	0.035435
Meth__cg18389752__AMOT	0.46471	0.051598	0.078411	0.23812	0.026687	0.065657	0.51903	0.030112	0.05469	0.076775	0.084888	0.078422	0.15775	0.19447	0.11343	0.085041	0.034739	0.039956	0.34832	0.27238	0.48944	0.081218	0.32313	0.084797	0.37221	0.047404	0.085684	0.27549	0.51697	0.2314	0.46561	0.038538
Meth__cg15940569__GABRB3	0.85004	0.060566	0.83643	0.31995	0.2224	0.45226	0.65178	0.11251	0.83161	0.6644	0.15618	0.083212	0.71732	0.12087	0.12602	0.087945	0.11579	0.16034	0.8594	0.71606	0.21775	0.14846	0.34838	0.25565	0.095339	0.062286	0.16701	0.10458	0.14585	0.32489	0.6709	0.13651
Meth__cg03547797__GAS2	0.8394	0.070856	0.87853	0.40818	0.078118	0.70245	0.8524	0.1116	0.53258	0.70606	0.17899	0.20728	0.58797	0.81852	0.29483	0.091724	0.069352	0.15652	0.86408	0.86121	0.099643	0.52959	0.76272	0.091236	0.32335	0.86517	0.29784	0.073263	0.085931	0.62973	0.61685	0.35332
Meth__cg09185773__WASF3	0.16078	0.12983	0.1568	0.16498	0.041239	0.90603	0.13678	0.39929	0.083687	0.59443	0.45011	0.13126	0.37125	0.05523	0.16517	0.081178	0.11953	0.13905	0.91631	0.23944	0.33321	0.12226	0.70656	0.15553	0.056961	0.064358	0.12022	0.18163	0.20091	0.21186	0.62694	0.14412
RS_G12507__LY6D__LY6D	0	7.9331	1.51	0.56206	0	0	6.0624	0	0.89626	9.526	4.072	0	3.4716	0	1.1886	0	4.3203	1.421	0.31951	10.3707	0	3.1397	0	5.8242	0	4.0858	3.3461	0	2.5339	1.2481	0	0.42717
Meth__cg15014458__LYPD3	0.022762	0.015946	0.0206	0.044169	0.9626	0.028331	0.02388	0.018656	0.10169	0.042575	0.024098	0.019187	0.026175	0.33324	0.024142	0.075374	0.017774	0.021623	0.048363	0.01938	0.85454	0.021726	0.07516	0.03547	0.86683	0.020285	0.016825	0.035497	0.024875	0.020836	0.037255	0.020043
Meth__cg12513379__OR10H2	0.69085	0.083767	0.38896	0.21573	0.061329	0.19137	0.084651	0.12463	0.17822	0.49441	0.64763	0.065285	0.089216	0.097927	0.058676	0.077528	0.076603	0.10089	0.82221	0.35341	0.078824	0.097393	0.1616	0.088344	0.20351	0.063835	0.19274	0.14208	0.67574	0.13652	0.12126	0.14638
Meth__cg09837943__ZIM2	0.66324	0.064601	0.34218	0.87892	0.23367	0.6952	0.53941	0.087402	0.7686	0.73891	0.12215	0.11386	0.78077	0.26018	0.11506	0.052262	0.083826	0.1392	0.8381	0.70836	0.15335	0.073446	0.32727	0.096524	0.65414	0.13955	0.66171	0.13566	0.82494	0.083886	0.29787	0.067368
RS_G9665__AKR1C2__AKR1C2	7.4591	4.7025	0	1.8178	2.1093	0	4.7352	0.41899	3.5147	7.6217	10.3652	0.55286	8.7748	4.9983	10.0126	2.312	4.3955	6.4808	1.5859	7.0027	1.7111	6.4672	0	0	0.92345	7.715	3.6774	3.4772	0.21684	0.23085	0	4.9215
Meth__cg02804166__PHF6	0.34752	0.024414	0.055952	0.14005	0.018691	0.05066	0.28648	0.44707	0.044561	0.065371	0.058669	0.48768	0.10802	0.37239	0.074855	0.030123	0.027433	0.040228	0.20795	0.2349	0.084856	0.071456	0.17711	0.055633	0.50826	0.026725	0.053299	0.1518	0.44944	0.06795	0.26998	0.03821
RS_G16925__AHNAK2__AHNAK2	2.7225	0.32426	0.85377	2.7863	5.6329	5.2479	8.636	4.4501	1.9293	4.1081	4.5002	0.58031	5.196	4.1838	4.2729	5.531	2.8578	2.6507	4.2443	6.7325	4.6099	0.72887	0.4055	0	9.8171	6.7573	1.6537	2.9451	3.4654	2.6246	2.3618	3.0882
Meth__cg00029931__RPL36A	0.41392	0.020212	0.051579	0.13181	0.014259	0.033011	0.34552	0.50842	0.025381	0.081306	0.04642	0.038038	0.37225	0.38732	0.045374	0.03913	0.026915	0.02261	0.36286	0.31503	0.06996	0.048138	0.2967	0.049971	0.027301	0.031229	0.084803	0.057604	0.54237	0.089534	0.34418	0.022381
Meth__cg21660392__ABCA8	0.8877	0.073809	0.43995	0.14474	0.14626	0.5206	0.86946	0.047789	0.81434	0.60688	0.46896	0.081841	0.80437	0.91522	0.22565	0.12478	0.091921	0.064857	0.81434	0.52935	0.81926	0.20355	0.3256	0.11125	0.47744	0.47555	0.12707	0.11378	0.10566	0.49147	0.38993	0.31285
RS_G17651__RAB42__RAB42	4.7677	1.7656	2.9216	3.4162	2.642	3.0762	2.7951	3.8698	4.7778	4.3234	2.3992	3.6447	2.7081	3.7617	4.3767	3.3539	2.713	2.8852	3.647	2.2411	1.9088	2.7932	3.1032	2.7408	2.8262	7.8286	2.1449	2.5359	2.9611	2.5914	3.4373	2.6712
Meth__cg01280080__ATIC	0.069155	0.29874	0.35742	0.12263	0.074771	0.10084	0.10594	0.18841	0.051112	0.12487	0.10942	0.066978	0.072977	0.055537	0.082241	0.33743	0.046893	0.044805	0.2506	0.23496	0.082137	0.75049	0.083815	0.097219	0.044257	0.35135	0.057043	0.076716	0.08323	0.045196	0.14088	0.044423
Meth__cg13382694__ZNF652	0.055161	0.14006	0.03621	0.84257	0.92744	0.18753	0.072771	0.89279	0.11482	0.32845	0.23606	0.017628	0.059208	0.576	0.2105	0.35105	0.051564	0.08176	0.71811	0.073353	0.85426	0.030858	0.084147	0.22874	0.12575	0.11788	0.048827	0.13805	0.16435	0.21727	0.63474	0.081273
Meth__cg18630855__CEBPZ	0.035045	0.027175	0.042162	0.028061	0.033215	0.091294	0.32679	0.12257	0.040312	0.040333	0.041202	0.08967	0.032798	0.022076	0.045624	0.020671	0.036567	0.031182	0.038797	0.029386	0.17277	0.037151	0.13235	0.049783	0.040675	0.026923	0.026784	0.063402	0.035112	0.029094	0.11458	0.039861
Meth__cg23217005__MT1F	0.065846	0.50595	0.43504	0.079372	0.9517	0.06783	0.56787	0.062787	0.060957	0.58913	0.13741	0.071108	0.69242	0.08819	0.090309	0.73115	0.058965	0.095663	0.065677	0.041498	0.79067	0.064845	0.11265	0.12197	0.53543	0.042141	0.060862	0.099422	0.061651	0.049219	0.23844	0.071936
Meth__cg19332710__RIMS4	0.74006	0.034187	0.049781	0.02775	0.49673	0.96679	0.06083	0.044698	0.51332	0.695	0.28658	0.046139	0.035401	0.034199	0.079339	0.05141	0.036059	0.042225	0.047289	0.10914	0.95759	0.037031	0.92272	0.038273	0.036553	0.03091	0.12692	0.082286	0.047239	0.026632	0.94549	0.032766
Meth__cg18925548__MDK	0.042878	0.029734	0.049091	0.092413	0.028946	0.038892	0.028142	0.057603	0.088214	0.4114	0.30729	0.94819	0.91086	0.02334	0.1578	0.01913	0.69953	0.5354	0.09314	0.048395	0.12376	0.61791	0.92146	0.058657	0.18204	0.024276	0.72063	0.34632	0.039756	0.66368	0.22235	0.56513
Meth__cg09523691__ATG12	0.27886	0.15578	0.1304	0.12183	0.12201	0.1134	0.44717	0.10393	0.09775	0.18727	0.13574	0.10372	0.26157	0.11843	0.14187	0.13793	0.13787	0.11237	0.88392	0.40971	0.41517	0.13608	0.14755	0.10794	0.23025	0.39891	0.070901	0.15869	0.31802	0.10916	0.1631	0.10037
RS_G8562__RGS16__RGS16	3.6383	7.9152	3.1434	4.2812	0	2.3833	0.82754	2.0693	4.5062	2.672	4.8678	2.4771	1.5237	0.53533	2.5687	0.83849	5.7894	7.078	4.9839	6.6086	2.0042	4.5416	3.1614	6.6121	8.0521	3.1614	4.6968	5.3382	4.7611	6.9381	3.7296	6.5567
Meth__cg25841987__C4orf18	0.15522	0.10476	0.13307	0.074338	0.11072	0.11811	0.47238	0.15346	0.097585	0.15925	0.16519	0.12848	0.22344	0.076305	0.1528	0.10798	0.074028	0.11641	0.80167	0.11314	0.17922	0.094531	0.10104	0.21574	0.10681	0.10351	0.5624	0.14392	0.15164	0.099174	0.52022	0.10229
