Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg24304714__LCE1C	0.30349	0.070051	0.66995	0.69032	0.064941	0.16955	0.15861	0.089894	0.074781	0.23022	0.11286	0.10291	0.087989	0.092884	0.074652	0.10825	0.14276	0.083822	0.54417	0.12353	0.23012	0.10335	0.074365	0.077664	0.088029	0.42484	0.24026	0.37316	0.25486	0.34519
Meth__cg05467918__ACADM	0.038137	0.032348	0.06965	0.51156	0.035052	0.4533	0.46416	0.040211	0.087952	0.13516	0.072279	0.037122	0.021029	0.10566	0.034026	0.037496	0.028927	0.068932	0.49609	0.12613	0.054461	0.12096	0.047844	0.44863	0.024714	0.013263	0.067899	0.045455	0.033531	0.038467
RS_G13039__MT1E__MT1E	0.46681	1.1873	0	0	0.55979	0	3.0392	8.2657	8.7515	4.4369	0	9.6024	9.0759	1.332	9.3513	5.1038	0.30908	6.225	3.6842	10.5635	1.0982	2.431	11.4032	10.0631	0.97053	11.6174	0	3.5478	4.0503	0.77012
Meth__cg02787991__SECTM1	0.039954	0.18488	0.026153	0.15645	0.96814	0.042584	0.044024	0.031037	0.049332	0.92143	0.47398	0.97851	0.039412	0.088431	0.75888	0.98264	0.97566	0.93836	0.076346	0.10961	0.045131	0.044211	0.93727	0.14753	0.028649	0.032564	0.08004	0.048461	0.20476	0.36561
Meth__cg15925792__MX1	0.20244	0.11755	0.54847	0.044598	0.94985	0.39509	0.63298	0.057055	0.069225	0.095481	0.92546	0.94774	0.075935	0.097526	0.067286	0.97231	0.96384	0.61099	0.078945	0.52474	0.9413	0.52754	0.09591	0.04533	0.057463	0.96213	0.082803	0.071599	0.53152	0.93859
Meth__cg15700197__OR10J1	0.14578	0.095172	0.27892	0.097314	0.72649	0.11439	0.078697	0.22803	0.16109	0.090962	0.42936	0.12955	0.18571	0.19674	0.1519	0.09803	0.13285	0.15578	0.056467	0.5508	0.19874	0.28187	0.117	0.69843	0.11609	0.13352	0.14811	0.1402	0.1197	0.13617
Meth__cg01367992__LY9	0.65231	0.10224	0.78368	0.84833	0.054197	0.22222	0.87381	0.59528	0.14243	0.70392	0.7408	0.273	0.28136	0.31074	0.062479	0.69667	0.65197	0.10938	0.87144	0.23035	0.49133	0.16802	0.073003	0.1322	0.13141	0.19425	0.12087	0.66262	0.42857	0.20834
Meth__cg15095327__IL17RE	0.043641	0.050845	0.048744	0.047566	0.83814	0.069404	0.11624	0.055282	0.75355	0.08564	0.10955	0.054397	0.794	0.10376	0.48599	0.39975	0.38583	0.86714	0.05485	0.52734	0.062282	0.77963	0.35929	0.23003	0.041318	0.063932	0.084012	0.054134	0.057524	0.076272
Meth__cg01425405__DLX3	0.061528	0.051606	0.070164	0.048715	0.83358	0.059832	0.036833	0.066775	0.084583	0.037268	0.39159	0.08171	0.075624	0.083106	0.057769	0.055998	0.053651	0.0587	0.050345	0.37505	0.07237	0.099095	0.097606	0.059147	0.048112	0.0608	0.096551	0.064637	0.055998	0.066483
Meth__cg18555117__DDHD1	0.094536	0.089065	0.52691	0.40008	0.6985	0.10845	0.083005	0.065931	0.51025	0.44526	0.2897	0.099454	0.065421	0.49451	0.45317	0.16853	0.068907	0.099078	0.18513	0.28706	0.081783	0.18105	0.097489	0.079931	0.15924	0.067898	0.25932	0.073226	0.11094	0.10917
Meth__cg04001668__GPR56	0.041001	0.037432	0.033728	0.030449	0.95121	0.040688	0.030744	0.042255	0.14736	0.043276	0.046972	0.033097	0.95789	0.089771	0.93351	0.038054	0.048029	0.045043	0.02888	0.93058	0.034646	0.075675	0.9299	0.033063	0.023502	0.028946	0.062234	0.044579	0.036278	0.043204
Meth__cg08431931__MGC26816	0.11229	0.084761	0.16722	0.16685	0.96307	0.14682	0.12463	0.22235	0.19591	0.18904	0.85287	0.40836	0.68518	0.095924	0.053885	0.79324	0.80893	0.77854	0.65845	0.1839	0.96466	0.70045	0.1576	0.81361	0.097924	0.9787	0.19631	0.19718	0.20448	0.1571
