Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg18330611__NPPC	0.04354	0.078879	0.080527	0.055465	0.025689	0.037446	0.041442	0.052814	0.033434	0.032106	0.14564	0.024984	0.033136	0.031465	0.024746	0.035029	0.054015	0.015642	0.048858	0.075024	0.065016	0.10144	0.035209	0.034045	0.41098	0.052873	0.022086	0.021892	0.018757	0.021908	0.020525	0.020524	0.054906	0.022713	0.022764	0.051313
Meth__cg16957313__DUSP1	0.076318	0.42366	0.20821	0.73688	0.5855	0.69485	0.2266	0.24141	0.73569	0.70854	0.17867	0.50406	0.60803	0.7477	0.41731	0.13493	0.34697	0.053116	0.48352	0.39344	0.24769	0.062435	0.1305	0.24207	0.2316	0.66635	0.051759	0.057802	0.046975	0.75789	0.056096	0.096494	0.11635	0.83269	0.37644	0.62733
Meth__cg22083639__SLCO5A1	0.047556	0.021471	0.11509	0.37563	0.071332	0.20444	0.43957	0.24264	0.44284	0.2836	0.29645	0.41112	0.10708	0.27084	0.079856	0.19246	0.04763	0.036001	0.030976	0.071905	0.039364	0.10346	0.19783	0.069071	0.32705	0.073602	0.044233	0.033391	0.036909	0.21824	0.038952	0.09258	0.038043	0.41949	0.089694	0.091198
Meth__cg06797533__ADFP	0.55927	0.072518	0.73772	0.056011	0.10917	0.05701	0.075904	0.0349	0.25849	0.043526	0.035856	0.35618	0.25783	0.22762	0.8241	0.030857	0.10296	0.94575	0.035983	0.040489	0.040085	0.10744	0.063345	0.094254	0.79608	0.077388	0.3987	0.2648	0.96713	0.069806	0.033991	0.85779	0.10663	0.059871	0.04496	0.54673
Meth__cg04416752__ST6GALNAC4	0.064354	0.035245	0.81538	0.81899	0.38997	0.056826	0.13709	0.13483	0.43592	0.071802	0.056831	0.84724	0.47171	0.40007	0.78969	0.065051	0.10071	0.055751	0.41286	0.29469	0.084138	0.11282	0.82641	0.11253	0.72744	0.15955	0.065586	0.042519	0.051094	0.25887	0.52962	0.066692	0.2224	0.06223	0.076923	0.068644
Meth__cg22421766__SCNN1D	0.023313	0.2435	0.28629	0.80941	0.49045	0.58511	0.47185	0.67225	0.016166	0.5296	0.77264	0.33821	0.18249	0.051117	0.3333	0.4797	0.040136	0.02321	0.75513	0.73204	0.77346	0.05274	0.83519	0.13785	0.53334	0.29092	0.33435	0.021599	0.022187	0.51652	0.049094	0.37792	0.21398	0.334	0.6232	0.58296
U133A__BMP7	5.505	7.1792	6.1026	10.2899	5.9915	5.5804	5.844	5.7479	5.7537	6.1111	6.2167	7.6113	5.7656	8.3614	7.0256	6.2535	5.3106	5.8496	8.2441	8.6872	6.8215	5.4503	5.7334	5.8301	5.615	8.7775	6.0241	5.685	5.5064	5.6985	7.0329	5.9278	5.9429	6.7478	5.5512	5.6131
Meth__cg03030757__FANCE	0.10944	0.22164	0.63334	0.18579	0.26856	0.050695	0.17469	0.10046	0.28604	0.35693	0.078745	0.3264	0.29097	0.25948	0.077891	0.085586	0.058284	0.027718	0.28298	0.35677	0.52293	0.093084	0.1683	0.073325	0.069136	0.36646	0.041195	0.037409	0.055829	0.081794	0.11252	0.041262	0.089129	0.61831	0.44209	0.33228
Meth__cg27060381__TBC1D10A	0.055007	0.23075	0.11109	0.25232	0.1855	0.23227	0.10235	0.22329	0.22006	0.3622	0.40238	0.29212	0.53314	0.19866	0.065351	0.43844	0.092203	0.068299	0.5235	0.37377	0.73558	0.65881	0.2953	0.22357	0.13281	0.12973	0.051435	0.058934	0.13115	0.14128	0.28862	0.14476	0.11514	0.28986	0.086425	0.098293
Meth__cg14444710__PDPK1	0.097104	0.12975	0.13923	0.52085	0.83936	0.73166	0.59259	0.15599	0.58001	0.49981	0.11185	0.77046	0.24686	0.51025	0.14965	0.60188	0.32927	0.13143	0.45267	0.23045	0.093172	0.11489	0.62292	0.20181	0.21082	0.16931	0.082082	0.10087	0.07982	0.85307	0.15142	0.095643	0.22008	0.11316	0.44782	0.54862
Meth__cg01594262__YIF1B	0.050624	0.058007	0.060898	0.33314	0.1265	0.10272	0.24252	0.054383	0.53537	0.078997	0.062032	0.83942	0.32396	0.46615	0.062824	0.080199	0.13174	0.038371	0.20308	0.35212	0.078538	0.12768	0.68042	0.10235	0.13648	0.1046	0.04189	0.10145	0.045053	0.34931	0.080137	0.040301	0.24304	0.064151	0.048188	0.052749
Meth__cg04988978__MPO	0.22319	0.15279	0.89324	0.94875	0.88641	0.045052	0.49393	0.9499	0.58423	0.58808	0.28235	0.29921	0.4644	0.42909	0.3385	0.30499	0.050767	0.021859	0.88315	0.86643	0.048729	0.03138	0.69626	0.057034	0.13084	0.10184	0.07716	0.04234	0.033101	0.55932	0.11651	0.2642	0.16176	0.93591	0.60265	0.57142
Meth__cg17827767__LRRC21	0.62183	0.17726	0.838	0.94227	0.8664	0.077655	0.63996	0.83861	0.58386	0.17983	0.91993	0.31077	0.12921	0.4265	0.52902	0.9078	0.082295	0.03775	0.66707	0.75731	0.061509	0.064497	0.32436	0.047016	0.41783	0.094905	0.32277	0.05735	0.042791	0.52179	0.045438	0.13488	0.044926	0.77008	0.33146	0.42426
Meth__cg22236626__NENF	0.22257	0.30091	0.27115	0.35799	0.24187	0.058542	0.21265	0.08292	0.27278	0.067422	0.14517	0.25499	0.18132	0.27653	0.053082	0.083964	0.078217	0.053142	0.31833	0.24923	0.28133	0.12854	0.43432	0.20123	0.60199	0.31808	0.05671	0.04379	0.065193	0.78376	0.18605	0.092236	0.13397	0.062585	0.13679	0.14564
Meth__cg14155397__MAP2K1	0.053619	0.10931	0.17725	0.1188	0.12907	0.087287	0.15272	0.11472	0.39572	0.31177	0.15773	0.49887	0.17995	0.31423	0.091616	0.097158	0.14968	0.073953	0.40952	0.17973	0.11425	0.21249	0.28972	0.13512	0.13247	0.13423	0.035628	0.11336	0.10094	0.57081	0.072681	0.043958	0.21988	0.07379	0.059137	0.10914
Meth__cg09950034__BIRC4	0.45768	0.035608	0.082277	0.091891	0.36208	0.060091	0.086676	0.2485	0.087219	0.089569	0.090909	0.080301	0.14248	0.086819	0.20779	0.48122	0.11603	0.094726	0.065637	0.060105	0.071344	0.12033	0.10017	0.30361	0.36224	0.17839	0.49174	0.0915	0.49552	0.094547	0.036795	0.17446	0.12789	0.53643	0.41205	0.10109
Meth__cg01291404__COL2A1	0.081493	0.15459	0.92233	0.93204	0.30616	0.10595	0.92735	0.79695	0.045342	0.057023	0.89028	0.18829	0.87122	0.2674	0.90402	0.053724	0.072964	0.055054	0.88822	0.92679	0.85096	0.52725	0.93935	0.042038	0.89654	0.040686	0.03849	0.047091	0.092295	0.87231	0.13703	0.9164	0.90042	0.92748	0.058944	0.8341
U133A__UCP2	9.6294	10.6891	8.7103	11.051	10.1722	9.2555	7.9243	8.9817	5.642	10.1599	7.6198	5.8092	6.2556	8.7794	8.1962	9.2716	8.7817	5.512	8.6396	9.2632	7.505	9.3588	10.4657	9.2304	9.6833	10.2665	6.2975	5.8019	5.5516	9.1125	9.8997	7.4515	9.3054	8.5052	7.9376	8.6715
Meth__cg02442161__PI3	0.32468	0.096427	0.88013	0.66586	0.77922	0.15441	0.24791	0.9045	0.88475	0.19391	0.71446	0.15133	0.14944	0.74246	0.70569	0.8853	0.13598	0.076814	0.50398	0.44377	0.3291	0.16976	0.17444	0.083333	0.48438	0.14345	0.10697	0.085726	0.13616	0.89446	0.071355	0.62516	0.11379	0.7537	0.52654	0.48671
Meth__cg02121427__LRRC15	0.17036	0.058151	0.54648	0.62453	0.32408	0.072343	0.51388	0.66406	0.093584	0.23917	0.29768	0.72387	0.25263	0.074922	0.31442	0.65481	0.13715	0.040348	0.24688	0.50145	0.67776	0.24183	0.67445	0.068844	0.10749	0.064115	0.17112	0.068451	0.06156	0.3169	0.063455	0.13669	0.16599	0.53201	0.20882	0.16868
Meth__cg07826255__SGCA	0.12084	0.13586	0.18578	0.37489	0.133	0.32957	0.1215	0.43688	0.2815	0.11288	0.22782	0.43508	0.18446	0.20495	0.14602	0.096187	0.19176	0.087977	0.18765	0.11497	0.38558	0.093098	0.12479	0.09612	0.23299	0.20104	0.044899	0.08299	0.08604	0.13116	0.14792	0.15485	0.12377	0.10367	0.080553	0.062261
U133A__FKBP11	7.9289	6.4379	5.5652	6.3087	6.0502	6.2289	6.1656	6.6499	7.5506	5.6176	7.9529	7.8138	5.4419	5.5132	5.3126	7.9303	6.8288	8.0248	6.7806	7.6343	6.2166	5.901	7.3897	7.3281	6.3326	6.706	8.2381	7.5382	9.006	6.0829	6.3245	6.5844	6.1287	7.3544	7.7315	6.2447
Meth__cg11750883__C1orf42	0.061083	0.088196	0.15833	0.86399	0.86154	0.045044	0.47467	0.36491	0.33394	0.057285	0.085989	0.29986	0.38859	0.27132	0.19799	0.54137	0.038171	0.030706	0.28622	0.44599	0.036812	0.52964	0.35409	0.051879	0.29964	0.15614	0.1032	0.042677	0.042767	0.88709	0.068602	0.17283	0.53361	0.74146	0.51908	0.53096
Meth__cg09204187__FLJ14346	0.28527	0.33077	0.85601	0.79095	0.32857	0.051261	0.11141	0.043721	0.52666	0.56877	0.032864	0.78793	0.20076	0.5149	0.075583	0.058749	0.099806	0.23236	0.55673	0.33261	0.59085	0.06706	0.40741	0.11229	0.30048	0.49272	0.032698	0.039689	0.060331	0.74909	0.45811	0.036196	0.25966	0.62732	0.11231	0.042977
U133A__TNC	5.3228	4.6808	6.0589	5.0294	4.8493	6.8118	4.6548	5.8077	9.2972	4.909	6.0354	5.0022	8.1084	5.3092	6.2336	9.3754	8.5657	6.5111	5.0374	4.7272	7.5353	5.0495	6.0046	6.2086	9.5715	4.904	7.4837	8.1507	6.8616	5.1442	6.0683	7.8556	4.9164	6.5265	5.2553	4.8657
Meth__cg24235037__PLA2R1	0.051185	0.065314	0.90049	0.54041	0.39166	0.85746	0.56885	0.090614	0.90856	0.10517	0.082674	0.70156	0.70222	0.61221	0.11175	0.32282	0.22498	0.034365	0.42916	0.29996	0.4802	0.085371	0.15931	0.086062	0.80737	0.087006	0.05199	0.043469	0.056282	0.74765	0.29373	0.6006	0.11513	0.064154	0.058304	0.12464
Meth__cg13105904__KIAA0323	0.034363	0.5995	0.60217	0.66933	0.29985	0.3006	0.73007	0.039745	0.086225	0.046025	0.1433	0.9823	0.12455	0.094396	0.089692	0.031106	0.059468	0.027165	0.24102	0.24729	0.4372	0.61908	0.097744	0.056026	0.17293	0.61291	0.027183	0.069535	0.20185	0.02412	0.076352	0.035584	0.11106	0.89605	0.26075	0.14801
U133A__HMGCS1	4.7548	6.6928	6.068	8.4489	5.7519	6.6066	5.2763	6.7535	7.7171	7.8134	6.283	6.3959	6.2914	7.887	6.3859	6.4413	6.6387	6.5232	5.2901	6.2517	7.1959	6.68	6.8716	6.897	7.225	5.5922	4.89	5.3679	5.1532	6.8847	8.9645	5.7117	6.1708	6.9066	5.231	6.3642
Meth__cg12728032__ELF5	0.099195	0.044628	0.25314	0.055069	0.11541	0.20075	0.091379	0.12335	0.06333	0.063429	0.1445	0.073974	0.39871	0.054822	0.11003	0.69142	0.3814	0.085784	0.077253	0.081201	0.57474	0.35253	0.078688	0.39324	0.35557	0.065063	0.12293	0.1659	0.21163	0.067462	0.048534	0.48637	0.083481	0.051311	0.15539	0.091433
Meth__cg04676561__HIST1H1B	0.035154	0.027563	0.034891	0.025208	0.021397	0.58376	0.028695	0.067159	0.025102	0.029739	0.057326	0.025297	0.20094	0.0223	0.025122	0.027626	0.046262	0.6868	0.031796	0.027831	0.03775	0.67203	0.02995	0.068061	0.046363	0.060666	0.73727	0.023444	0.93407	0.020448	0.024812	0.26243	0.029156	0.034807	0.032583	0.04034
Meth__cg13079099__LENG9	0.06386	0.063436	0.067901	0.55981	0.067534	0.039791	0.087789	0.13031	0.038198	0.090822	0.051568	0.066179	0.10136	0.045064	0.25189	0.47491	0.064798	0.033387	0.076653	0.11074	0.36591	0.083508	0.13122	0.069746	0.074596	0.10832	0.087696	0.036214	0.040015	0.50637	0.036086	0.029008	0.11455	0.072104	0.042091	0.07312
U133A__ISOC1	5.1663	6.6553	6.119	7.541	8.1396	5.287	9.2407	5.7943	7.3405	8.0976	6.9094	6.761	6.1868	6.9766	6.6684	5.8931	5.609	5.2129	7.5138	8.045	5.4164	6.9834	7.4249	7.287	7.952	6.9193	5.8083	6.542	6.1968	6.8505	6.9708	5.616	6.3399	6.6446	7.5794	7.608
U133A__HIST1H3H	4.5987	5.0394	5.7959	5.2954	7.0262	5.1973	7.1901	5.2309	5.1804	7.7752	4.9774	6.7115	4.903	8.3387	5.3894	8.3287	4.9466	4.5073	5.3057	6.6563	4.9412	4.3556	8.4879	6.8346	6.7291	5.1044	5.9021	5.0129	4.7309	5.8351	6.2272	4.5009	5.9355	5.0129	5.2029	5.5379
Meth__cg06777274__ME2	0.05548	0.079919	0.12008	0.17786	0.17367	0.050628	0.1184	0.093204	0.047711	0.077168	0.048356	0.070268	0.075102	0.053227	0.058787	0.062069	0.099777	0.047872	0.09915	0.087223	0.067185	0.12939	0.16707	0.10133	0.097755	0.27123	0.054252	0.046292	0.04584	0.5111	0.39787	0.059403	0.10523	0.059986	0.050919	0.078329
Meth__cg19326876__ATP10A	0.075105	0.39586	0.93174	0.92511	0.6768	0.64617	0.92422	0.531	0.10144	0.15412	0.42273	0.050346	0.24828	0.10292	0.56987	0.15598	0.16521	0.041021	0.92499	0.92184	0.56219	0.44042	0.87584	0.081671	0.87249	0.15692	0.038537	0.36495	0.2327	0.030015	0.032174	0.032235	0.077351	0.65121	0.15746	0.48111
U133A__CLIC3	4.5666	8.3548	7.3076	6.491	6.4612	3.6425	6.6116	6.5625	4.1162	9.4396	3.2494	7.3005	3.2852	7.8558	3.5136	3.8325	4.8032	3.4001	4.7747	7.6637	3.6152	3.714	6.3844	4.7366	7.8342	6.9665	3.6517	3.9377	4.0323	7.4723	8.2999	4.2879	9.4402	9.412	5.9785	6.9891
Meth__cg02237119__WBSCR27	0.079581	0.098979	0.25433	0.29833	0.11318	0.65562	0.20857	0.061874	0.7111	0.13405	0.11677	0.53299	0.38777	0.66452	0.11975	0.067718	0.074277	0.17208	0.4447	0.37427	0.42609	0.14058	0.25371	0.086914	0.086967	0.17078	0.043724	0.084316	0.065748	0.18571	0.061764	0.061316	0.07289	0.089165	0.059934	0.060017
U133A__MT2A	10.9552	11.1401	13.2516	10.4878	10.1506	11.974	9.7104	11.2993	9.0299	11.5175	10.4585	10.5068	12.4137	9.637	11.1486	12.017	10.5049	12.7479	9.4434	9.8433	11.5674	12.3499	11.3019	12.5433	10.9416	11.1928	12.3549	12.769	12.9115	10.216	11.9342	11.154	9.7036	9.4884	10.4759	9.1116
Meth__cg22730042__U2AF1	0.047018	0.11678	0.62929	0.29748	0.056743	0.43435	0.26004	0.22398	0.55252	0.25337	0.09058	0.1437	0.47195	0.46082	0.046425	0.044035	0.10059	0.034808	0.32263	0.3211	0.26094	0.3598	0.69475	0.10365	0.13457	0.24077	0.021885	0.036531	0.061717	0.34751	0.054941	0.075587	0.17675	0.053785	0.08075	0.044657
Meth__cg22956483__IGF2	0.085362	0.039229	0.47481	0.42583	0.2577	0.64768	0.45575	0.83901	0.04672	0.060473	0.55822	0.17406	0.43208	0.055069	0.20541	0.12735	0.092169	0.051638	0.87331	0.70527	0.88837	0.59533	0.72477	0.10134	0.56355	0.076923	0.053354	0.072295	0.05571	0.3154	0.049607	0.15718	0.15451	0.62337	0.0559	0.11066
Meth__cg15146752__EPHA2	0.032391	0.074348	0.051232	0.1159	0.94551	0.048921	0.31998	0.054266	0.30754	0.8883	0.051848	0.072361	0.04535	0.26859	0.038475	0.031713	0.44245	0.026241	0.51802	0.46098	0.037639	0.14589	0.084067	0.10813	0.14188	0.11894	0.032378	0.022	0.02751	0.17507	0.031301	0.030308	0.40559	0.74714	0.26615	0.63111
SNP__FHIT	0.008	-0.512	-0.843	-0.527	-0.136	-1.144	-0.552	-0.124	-0.233	-3.014	-0.436	-0.429	-0.127	-0.262	-1.066	-0.422	-0.748	0.159	-0.429	-0.566	-0.69	-0.584	-0.186	-1.065	-0.058	-0.613	-0.183	0.859	0.017	-0.265	-0.361	0.266	-0.31	-0.272	-0.059	-0.371
Meth__cg04907664__EFNB1	0.63907	0.058216	0.1134	0.0849	0.10734	0.079575	0.086454	0.14717	0.12896	0.078851	0.082574	0.082721	0.20193	0.21266	0.087755	0.26562	0.38383	0.094908	0.077857	0.080553	0.39725	0.20652	0.091478	0.42187	0.56368	0.39671	0.56413	0.080024	0.59983	0.11967	0.054894	0.394	0.12702	0.51091	0.16534	0.075655
U133A__DCTD	6.7368	5.2551	7.543	5.1467	5.2233	6.3193	7.0626	6.191	5.2222	5.2165	8.2899	7.2563	7.3378	5.1893	5.3932	7.6038	6.9105	6.8982	5.9638	6.1875	7.3325	8.1583	6.0793	6.8102	6.0422	5.4363	7.4175	8.6957	7.8895	6.5288	6.9611	7.7797	6.4909	6.1735	6.6284	7.042
Meth__cg27105123__EPS8L1	0.079082	0.075669	0.072073	0.12635	0.31401	0.21162	0.16603	0.088651	0.085681	0.086475	0.23354	0.07665	0.11025	0.10215	0.082024	0.078121	0.068357	0.065123	0.16574	0.34384	0.12306	0.13519	0.35503	0.089682	0.21085	0.12836	0.10593	0.063355	0.054517	0.24018	0.051404	0.057191	0.10549	0.082349	0.11896	0.091702
U133A__TMEM97	7.9988	7.4968	7.8134	8.0862	8.2533	8.169	8.1593	6.9567	8.4639	6.6066	8.3934	6.7473	7.9736	7.4076	7.1745	7.9142	7.8347	7.7135	8.5816	8.5359	7.8827	8.8979	7.8895	7.5503	8.4304	7.6014	6.1747	7.2433	7.5153	7.243	10.8166	6.1129	8.4702	9.4899	6.622	8.3972
Meth__cg21718857__DLL3	0.095756	0.064282	0.53879	0.4325	0.055503	0.82983	0.31782	0.66594	0.10571	0.17752	0.45187	0.40472	0.86782	0.11011	0.62206	0.46862	0.10943	0.057998	0.89548	0.83339	0.89509	0.70485	0.307	0.083809	0.89211	0.085102	0.058203	0.074854	0.056349	0.13141	0.055341	0.1539	0.20992	0.058428	0.072162	0.18987
Meth__cg02490034__MEST	0.91046	0.020071	0.41802	0.36808	0.1682	0.94264	0.61667	0.41917	0.59036	0.050876	0.96047	0.35486	0.88477	0.46239	0.95376	0.044961	0.91548	0.75198	0.026468	0.041906	0.94508	0.45716	0.076163	0.20426	0.088871	0.033684	0.96191	0.95949	0.50715	0.74798	0.025973	0.94739	0.90226	0.4295	0.18821	0.10297
Meth__cg14795305__SMARCD3	0.08119	0.15706	0.72663	0.87412	0.034363	0.5663	0.68426	0.81642	0.062984	0.068247	0.41143	0.58568	0.40233	0.054725	0.19293	0.1814	0.054374	0.052589	0.78699	0.29981	0.16619	0.41845	0.4801	0.081142	0.13013	0.077265	0.056176	0.043293	0.073262	0.2699	0.065708	0.26432	0.15913	0.076974	0.085488	0.16132
Meth__cg26062370__MGC18079	0.054504	0.039553	0.072787	0.28971	0.72183	0.10456	0.33595	0.089323	0.023665	0.40525	0.13475	0.097205	0.11007	0.029559	0.13256	0.16195	0.043174	0.042495	0.25438	0.5172	0.058054	0.075795	0.41767	0.046365	0.16781	0.049087	0.025462	0.03648	0.038493	0.083785	0.02766	0.053014	0.050269	0.26956	0.16686	0.24837
Meth__cg14290291__FLJ14346	0.33255	0.31131	0.85103	0.7444	0.29044	0.058838	0.16883	0.067331	0.58199	0.58522	0.043189	0.93611	0.16594	0.55084	0.10055	0.068959	0.11206	0.27938	0.59682	0.41146	0.64319	0.12643	0.44022	0.13236	0.32494	0.43768	0.048229	0.056747	0.070885	0.77447	0.46164	0.048553	0.26317	0.81094	0.12102	0.051987
Meth__cg20797766__PRSS27	0.051354	0.071979	0.051667	0.23743	0.11662	0.053177	0.51569	0.063866	0.11939	0.33229	0.048387	0.050987	0.1294	0.10135	0.090562	0.049602	0.07847	0.048181	0.2359	0.29862	0.053939	0.058605	0.44299	0.084003	0.2447	0.061582	0.043534	0.032722	0.048449	0.24227	0.046654	0.045551	0.11572	0.045258	0.042974	0.046119
Meth__cg11316784__NSD1	0.043442	0.059824	0.53614	0.060506	0.045549	0.55549	0.061369	0.099003	0.043981	0.043598	0.3151	0.1897	0.21759	0.046249	0.10439	0.17857	0.056172	0.059161	0.031715	0.068033	0.58279	0.60528	0.044745	0.078297	0.1116	0.10608	0.035054	0.027386	0.034862	0.6874	0.037178	0.042076	0.069287	0.046529	0.037363	0.06229
Meth__cg21461100__NOVA2	0.49888	0.043598	0.099233	0.72342	0.73686	0.1135	0.62535	0.63344	0.69667	0.13822	0.68707	0.90328	0.48958	0.49791	0.069988	0.72109	0.12001	0.047675	0.59849	0.4514	0.18539	0.51285	0.61911	0.07596	0.93352	0.047793	0.072615	0.23463	0.05024	0.32483	0.099295	0.04111	0.22909	0.81057	0.11399	0.067463
U133A__TM7SF2	6.3544	7.7736	5.9613	8.9903	7.2452	5.9644	6.5563	7.4551	7.1445	7.2359	5.6688	7.1204	5.884	7.2668	6.8554	6.8658	5.6005	5.6277	7.5725	8.4942	5.3969	5.339	8.007	7.0843	8.3892	6.8779	5.8961	6.7959	5.3671	7.9074	6.0172	6.2127	9.688	8.7472	7.5838	7.4074
Meth__cg17880859__RBBP7	0.019529	0.026886	0.037634	0.020551	0.54211	0.020805	0.033709	0.029645	0.032852	0.020611	0.027507	0.033512	0.036361	0.037323	0.019806	0.031177	0.062695	0.016466	0.026708	0.026432	0.021115	0.041002	0.024099	0.021095	0.47658	0.79368	0.01426	0.022574	0.015394	0.024049	0.030707	0.020633	0.12093	0.027505	0.022873	0.030568
Meth__cg16504798__MYO1F	0.12611	0.71845	0.23167	0.15791	0.17267	0.51247	0.346	0.80888	0.035861	0.092889	0.15055	0.60817	0.52796	0.042292	0.30949	0.2557	0.089912	0.034403	0.63331	0.6592	0.748	0.46723	0.64124	0.14556	0.34618	0.4146	0.035864	0.041952	0.068864	0.76835	0.072989	0.62575	0.15933	0.35566	0.15913	0.28355
Meth__cg21048669__CLEC3A	0.093943	0.089799	0.79296	0.84643	0.70142	0.061777	0.22711	0.70398	0.55405	0.060834	0.46853	0.14683	0.58893	0.56168	0.40469	0.066755	0.10523	0.047759	0.61249	0.6677	0.099845	0.23344	0.66192	0.0785	0.85456	0.12074	0.055411	0.047162	0.06382	0.86158	0.15108	0.43597	0.084867	0.36296	0.57713	0.90691
Meth__cg04113075__RAB32	0.053698	0.87631	0.54298	0.85183	0.28611	0.032325	0.37334	0.096895	0.11476	0.19062	0.04241	0.90267	0.098502	0.45574	0.067214	0.03266	0.22914	0.042817	0.90535	0.87327	0.071883	0.074934	0.92307	0.095051	0.87632	0.48891	0.051784	0.039953	0.038506	0.51878	0.25471	0.043306	0.13049	0.063168	0.57425	0.33256
U133A__DAAM1	5.7712	6.9394	6.7256	7.4256	9.1201	5.7426	6.5441	5.5412	5.8286	7.3134	4.3108	6.3515	5.6336	9.0542	6.947	5.6935	6.8334	4.2798	6.7682	7.0736	5.712	4.2843	6.6937	6.402	7.1325	6.6966	5.278	5.2773	4.3674	7.2789	7.6872	5.4127	6.6933	7.2805	7.2217	7.1886
Meth__cg12984356__MAN2A2	0.064879	0.10579	0.065517	0.21084	0.18788	0.15038	0.18736	0.039325	0.12741	0.23878	0.128	0.3152	0.4074	0.11713	0.17632	0.070319	0.10677	0.071006	0.12907	0.083804	0.54611	0.18952	0.070505	0.077392	0.11561	0.2459	0.061926	0.066053	0.093851	0.065317	0.27912	0.043992	0.098265	0.18827	0.058543	0.073477
Meth__cg21301148__MYH6	0.25285	0.067911	0.43361	0.66915	0.5794	0.097872	0.1594	0.42115	0.26879	0.10687	0.1401	0.47904	0.17801	0.21766	0.12395	0.12595	0.14001	0.05153	0.45672	0.42952	0.13033	0.1189	0.22132	0.1219	0.15657	0.11702	0.091789	0.075246	0.068529	0.34337	0.09646	0.10355	0.3033	0.61074	0.14644	0.14626
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.87902	0.69408	0.54129	0.63981	0.67678	0.93712	0.058125	0.91175	0.89279	0.68426	0.68472	0.056969	0.1182	0.21361	0.044082	0.016661	0.6529	0.74426	0.75802	0.6894	0.26619	0.039024	0.72558	0.045866	0.053155	0.32541	0.03223	0.12265	0.027473	0.2685	0.13316	0.90012	0.5842	0.3511
Meth__cg20687462__MGC10992	0.04341	0.43271	0.44285	0.38962	0.26924	0.044443	0.60754	0.11165	0.13342	0.12126	0.045978	0.081111	0.24402	0.11977	0.052105	0.094618	0.090676	0.042912	0.15926	0.14505	0.045117	0.17909	0.10649	0.06484	0.1298	0.34711	0.037402	0.034253	0.16211	0.23952	0.10287	0.054853	0.050926	0.16206	0.049506	0.082395
Meth__cg09936839__SIRT6	0.4611	0.14561	0.19984	0.75587	0.72704	0.22475	0.65842	0.11625	0.83689	0.5993	0.13774	0.33164	0.1198	0.76517	0.13492	0.079099	0.25263	0.054514	0.83669	0.70172	0.12066	0.1536	0.83229	0.14132	0.16855	0.72798	0.15635	0.082003	0.059466	0.85906	0.11853	0.13338	0.43134	0.54018	0.31904	0.45669
U133A__GNG12	7.5942	7.7849	9.0112	6.4664	6.5978	9.7447	5.7435	7.6541	6.3405	6.7824	8.0676	8.0184	7.7945	7.4507	8.4371	8.502	9.4671	10.163	5.8447	6.4708	8.6305	9.2273	6.8388	8.3046	7.625	7.4958	9.7275	8.1413	9.2598	7.333	9.1562	8.3668	6.9594	7.5017	6.9873	7.0425
Meth__cg17810944__GDAP1L1	0.10796	0.06367	0.43739	0.41314	0.68567	0.13108	0.24583	0.25189	0.37983	0.076903	0.56053	0.48191	0.4434	0.35691	0.16275	0.23208	0.056075	0.053352	0.77191	0.77211	0.33543	0.23197	0.14306	0.049433	0.33554	0.053729	0.12154	0.054475	0.051502	0.76697	0.033517	0.278	0.060679	0.087869	0.16069	0.1689
Meth__cg03682712__LOXL1	0.03711	0.86147	0.66632	0.96079	0.15588	0.64798	0.45174	0.37769	0.016943	0.42287	0.97455	0.93219	0.96323	0.55751	0.92425	0.048716	0.23543	0.017503	0.97393	0.94536	0.83834	0.06389	0.76966	0.015635	0.94502	0.55574	0.73774	0.015294	0.018367	0.017339	0.090509	0.014119	0.21174	0.8518	0.26296	0.73375
Meth__cg19391527__PNOC	0.14887	0.048461	0.60205	0.73781	0.35488	0.035851	0.19948	0.89399	0.39724	0.443	0.1034	0.45685	0.56831	0.26554	0.22403	0.11284	0.19048	0.033827	0.26792	0.19855	0.31237	0.11577	0.16356	0.076018	0.11121	0.082147	0.045763	0.049613	0.045843	0.2461	0.11617	0.10822	0.1407	0.16497	0.07463	0.065023
Meth__cg04280480__PPARA	0.072396	0.16059	0.09332	0.16131	0.031032	0.037632	0.39253	0.1055	0.055901	0.03377	0.080602	0.035783	0.068855	0.035448	0.036945	0.05133	0.090192	0.021912	0.026337	0.074867	0.063174	0.080328	0.76936	0.028444	0.86933	0.068991	0.029113	0.021686	0.021127	0.025026	0.017336	0.023378	0.085417	0.051012	0.030553	0.041038
U133A__MT1G	9.5396	9.8014	11.1459	9.5375	9.1879	10.2389	9.5497	10.1966	8.9364	10.0569	9.4293	9.3626	10.3956	8.9171	9.9396	10.5941	10.0105	11.0897	9.5614	9.4205	9.8725	10.9873	9.9641	11.216	9.6989	9.9504	10.9458	11.5697	11.2823	9.5986	10.4865	9.9742	9.6423	8.985	9.3284	8.7799
