Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg10950297__EFNB1	0.5228	0.046047	0.051055	0.065909	0.32854	0.04264	0.059789	0.042957	0.46443	0.05907	0.040211	0.041705	0.11962	0.43841	0.10636	0.056566	0.45081	0.056173	0.057233	0.050873	0.51783	0.30636	0.49269	0.11582	0.042525	0.46873	0.45192	0.56153	0.56856	0.038884	0.55952	0.061462	0.045277	0.39481	0.10395	0.484	0.44386	0.049167
Meth__cg05832051__MYADM	0.044796	0.72318	0.059268	0.69065	0.87484	0.91558	0.68195	0.052831	0.37877	0.93852	0.69816	0.86526	0.91183	0.32348	0.087653	0.049161	0.12298	0.043439	0.92858	0.68538	0.065162	0.71965	0.055471	0.14735	0.56772	0.084082	0.54178	0.42237	0.067185	0.15624	0.049986	0.46685	0.50746	0.55966	0.20972	0.056816	0.37181	0.078359
Meth__cg10368842__C10orf81	0.055587	0.074196	0.11267	0.41947	0.72482	0.17317	0.22386	0.067547	0.26772	0.6454	0.10997	0.82713	0.13807	0.2853	0.55218	0.46544	0.20335	0.077989	0.37712	0.58684	0.84941	0.21809	0.049479	0.33891	0.17911	0.059146	0.42421	0.11967	0.088451	0.12095	0.10295	0.36277	0.078174	0.30658	0.32467	0.14951	0.058176	0.33184
Meth__cg16469386__SLC38A1	0.040919	0.048465	0.070759	0.045597	0.091279	0.97402	0.055911	0.03123	0.024554	0.043529	0.12036	0.037905	0.092973	0.028542	0.72011	0.55127	0.048631	0.024696	0.031701	0.060849	0.027366	0.054347	0.024888	0.068926	0.1767	0.049251	0.061717	0.040667	0.026424	0.024708	0.02666	0.026866	0.023749	0.020841	0.072289	0.029766	0.030144	0.032211
Meth__cg14755341__CDKL5	0.47475	0.039065	0.11694	0.050173	0.25405	0.026539	0.04745	0.028661	0.043898	0.10288	0.051242	0.28179	0.32913	0.049455	0.038699	0.043291	0.18403	0.15448	0.032858	0.057253	0.50684	0.038082	0.4639	0.1886	0.41248	0.50965	0.5513	0.415	0.48666	0.038754	0.38416	0.4903	0.03261	0.091411	0.059489	0.43817	0.16303	0.033705
Meth__cg14030359__NDRG2	0.066477	0.10069	0.52713	0.14116	0.50248	0.22321	0.094848	0.064439	0.67889	0.1371	0.10743	0.10562	0.35096	0.43019	0.13714	0.1001	0.1281	0.1008	0.11698	0.114	0.054751	0.11673	0.066074	0.15416	0.1321	0.078824	0.18774	0.13388	0.067065	0.12528	0.10723	0.75414	0.093156	0.078958	0.15144	0.098732	0.1225	0.34166
Meth__cg02344238__FKSG44	0.031426	0.036987	0.058614	0.069926	0.028273	0.10054	0.056704	0.05295	0.014801	0.20069	0.033401	0.46667	0.058137	0.03005	0.021103	0.030553	0.046579	0.017458	0.073778	0.038264	0.033849	0.054464	0.031331	0.054417	0.062238	0.027583	0.078742	0.067968	0.024291	0.025306	0.022798	0.031432	0.020927	0.036739	0.042035	0.025934	0.030716	0.040518
Meth__cg03101664__SNX15	0.058084	0.094733	0.1298	0.48582	0.19458	0.27039	0.38849	0.33866	0.22724	0.075806	0.12017	0.43351	0.41603	0.16986	0.29737	0.18643	0.1657	0.032891	0.12953	0.15119	0.1318	0.090318	0.077207	0.11168	0.20409	0.10891	0.13032	0.15001	0.053133	0.046913	0.050204	0.52948	0.14576	0.34772	0.10716	0.33196	0.093658	0.33503
Meth__cg16366323__DUSP3	0.026599	0.054927	0.54251	0.24496	0.05718	0.066949	0.25043	0.42048	0.17967	0.1742	0.052782	0.052466	0.14712	0.14143	0.11644	0.055743	0.082447	0.032447	0.14843	0.14457	0.057202	0.055501	0.052067	0.4366	0.22279	0.088275	0.13516	0.089235	0.032648	0.033791	0.060502	0.15125	0.068191	0.1314	0.059645	0.057518	0.058233	0.055752
Meth__cg16474684__RNF4	0.027846	0.33123	0.037269	0.37405	0.14868	0.029302	0.036629	0.01639	0.81092	0.78742	0.034371	0.32538	0.16191	0.63822	0.078479	0.029613	0.040758	0.021799	0.13967	0.10168	0.18987	0.12118	0.1655	0.039262	0.58068	0.11896	0.049344	0.40836	0.021654	0.021255	0.02406	0.37296	0.0297	0.023031	0.17658	0.22304	0.031886	0.032335
Meth__cg24997944__KCNH8	0.1131	0.78609	0.94463	0.78643	0.7967	0.42297	0.95469	0.065899	0.029968	0.39989	0.039334	0.051734	0.48166	0.25821	0.20895	0.052155	0.16465	0.05032	0.9434	0.95696	0.31695	0.05822	0.042444	0.85793	0.9352	0.4761	0.86624	0.90029	0.11623	0.033972	0.053689	0.38782	0.64615	0.39084	0.42793	0.94165	0.13166	0.21117
Meth__cg18205517__PP2447	0.038029	0.056589	0.3731	0.21411	0.26273	0.071938	0.09143	0.1174	0.035895	0.1391	0.042621	0.054754	0.08636	0.037596	0.033503	0.079526	0.092609	0.036414	0.065098	0.098334	0.16724	0.064875	0.02964	0.085595	0.10378	0.055406	0.11956	0.040913	0.033406	0.03746	0.027171	0.043279	0.12274	0.034367	0.090475	0.042087	0.036757	0.051156
Meth__cg14155397__MAP2K1	0.053619	0.10931	0.17725	0.1188	0.12907	0.087287	0.15272	0.11472	0.39572	0.31177	0.15773	0.49887	0.17995	0.31423	0.091616	0.097158	0.14968	0.073953	0.40952	0.17973	0.19473	0.11425	0.049798	0.21249	0.28972	0.13512	0.13247	0.13423	0.035628	0.11336	0.10094	0.57081	0.072681	0.043958	0.21988	0.07379	0.059137	0.10914
Meth__cg09924998__VPS33A	0.13306	0.13434	0.82772	0.11013	0.29413	0.13208	0.29595	0.40334	0.063947	0.21301	0.068249	0.46621	0.19373	0.07406	0.27513	0.25781	0.13986	0.054873	0.084281	0.10481	0.059564	0.15243	0.081746	0.71893	0.099295	0.047434	0.068332	0.14127	0.059191	0.057018	0.082767	0.11895	0.042899	0.099031	0.083221	0.098057	0.11288	0.29409
Meth__cg26358059__GSTO1	0.015776	0.021977	0.021299	0.024424	0.018352	0.017575	0.025236	0.010474	0.01755	0.019736	0.014779	0.013028	0.02783	0.021011	0.016893	0.018922	0.032669	0.0081889	0.0096483	0.021245	0.015288	0.019424	0.012608	0.042338	0.01933	0.017902	0.048054	0.04232	0.016267	0.010797	0.011427	0.75068	0.017046	0.013751	0.042579	0.016542	0.015483	0.022241
Meth__cg20308511__SAT	0.41702	0.071116	0.062569	0.045164	0.21502	0.040019	0.058896	0.069431	0.077924	0.40514	0.047895	0.3629	0.056394	0.064483	0.042056	0.045696	0.34774	0.438	0.038454	0.06553	0.39588	0.035305	0.32715	0.097292	0.040937	0.43502	0.12389	0.34705	0.34999	0.048693	0.39673	0.039934	0.04426	0.026101	0.088157	0.28953	0.22345	0.050049
Meth__cg03575468__PDHA1	0.11653	0.030362	0.078096	0.04951	0.059748	0.038872	0.058698	0.059639	0.052316	0.075446	0.05333	0.089867	0.19478	0.06487	0.050061	0.071515	0.11172	0.14271	0.059448	0.062565	0.3589	0.071162	0.32683	0.25024	0.28383	0.2052	0.30049	0.097738	0.3232	0.059324	0.12585	0.056562	0.037667	0.043777	0.13733	0.28469	0.084481	0.055152
Meth__cg10723020__CREB1	0.066085	0.32097	0.053755	0.6757	0.61349	0.086396	0.68541	0.053674	0.45341	0.59076	0.036367	0.11035	0.14913	0.41077	0.14418	0.065094	0.064212	0.057891	0.22221	0.16694	0.37967	0.14431	0.26216	0.078582	0.25209	0.091133	0.28372	0.43289	0.034191	0.040189	0.041552	0.32085	0.25019	0.37404	0.52607	0.49905	0.08527	0.22061
Meth__cg20224517__THUMPD2	0.053941	0.316	0.068689	0.2988	0.14315	0.3154	0.24316	0.4728	0.096373	0.14101	0.12007	0.07559	0.15633	0.10296	0.05975	0.068376	0.26389	0.057086	0.32713	0.089927	0.081192	0.36769	0.083912	0.11023	0.087591	0.083012	0.093813	0.13179	0.042175	0.053498	0.050715	0.41079	0.063225	0.070437	0.187	0.05958	0.14938	0.13719
Meth__cg11612345__SMOC2	0.12802	0.94618	0.94604	0.69212	0.068934	0.92483	0.78459	0.25252	0.45079	0.064782	0.94396	0.5603	0.84939	0.3924	0.59107	0.078021	0.18921	0.035527	0.96421	0.74038	0.17428	0.53872	0.23255	0.77998	0.63859	0.11176	0.6518	0.097648	0.068031	0.062392	0.247	0.40344	0.18938	0.50274	0.1976	0.11297	0.14226	0.08907
Meth__cg03682712__LOXL1	0.03711	0.86147	0.66632	0.96079	0.15588	0.64798	0.45174	0.37769	0.016943	0.42287	0.97455	0.93219	0.96323	0.55751	0.92425	0.048716	0.23543	0.017503	0.97393	0.94536	0.066567	0.83834	0.596	0.06389	0.76966	0.015635	0.94502	0.55574	0.73774	0.015294	0.018367	0.017339	0.090509	0.014119	0.21174	0.8518	0.26296	0.73375
Meth__cg14520892__POLA	0.61299	0.20017	0.059127	0.04567	0.43403	0.039164	0.060876	0.09978	0.065072	0.6517	0.052943	0.76963	0.39867	0.0624	0.040861	0.081196	0.48999	0.49548	0.048336	0.065157	0.4987	0.03175	0.48743	0.29449	0.46358	0.39449	0.38125	0.55582	0.59827	0.066901	0.57106	0.043553	0.027663	0.016481	0.051443	0.45509	0.36996	0.046401
Meth__cg26812418__CPE	0.047122	0.060883	0.09912	0.067419	0.055076	0.20222	0.063565	0.087701	0.06313	0.074974	0.027098	0.073899	0.11135	0.082396	0.070445	0.05314	0.062009	0.056241	0.066683	0.067763	0.04998	0.07172	0.043679	0.24362	0.063018	0.066284	0.27803	0.079073	0.071993	0.024323	0.065517	0.070834	0.077171	0.058426	0.12705	0.071696	0.059326	0.048865
Meth__cg21718857__DLL3	0.095756	0.064282	0.53879	0.4325	0.055503	0.82983	0.31782	0.66594	0.10571	0.17752	0.45187	0.40472	0.86782	0.11011	0.62206	0.46862	0.10943	0.057998	0.89548	0.83339	0.12355	0.89509	0.2358	0.70485	0.307	0.083809	0.89211	0.085102	0.058203	0.074854	0.056349	0.13141	0.055341	0.1539	0.20992	0.058428	0.072162	0.18987
Meth__cg07158339__FXN	0.10376	0.14657	0.47926	0.44118	0.13705	0.10409	0.45611	0.82871	0.13688	0.16437	0.10883	0.50919	0.35349	0.11981	0.19838	0.4138	0.08179	0.21145	0.34596	0.20932	0.054608	0.073143	0.21592	0.32491	0.21433	0.14535	0.27323	0.2651	0.05895	0.061714	0.075778	0.47563	0.069087	0.18273	0.13959	0.078249	0.084704	0.15442
Meth__cg06637893__C16orf48	0.21008	0.76789	0.40316	0.83007	0.14203	0.56719	0.20603	0.51336	0.91211	0.67248	0.93503	0.26362	0.4846	0.62562	0.52631	0.49265	0.068762	0.13773	0.74805	0.72663	0.29086	0.46503	0.19947	0.53457	0.074915	0.18371	0.10079	0.42195	0.047046	0.043434	0.35463	0.097807	0.083021	0.14454	0.090778	0.051441	0.053897	0.041848
Meth__cg15819171__FLJ23588	0.0571	0.36767	0.089353	0.70746	0.062068	0.060072	0.060603	0.42872	0.14452	0.08599	0.052036	0.21193	0.34113	0.14175	0.054672	0.047788	0.10545	0.043568	0.067154	0.08371	0.059505	0.12566	0.054096	0.50748	0.16934	0.11853	0.49152	0.36571	0.047207	0.081646	0.057758	0.068768	0.041371	0.05633	0.12689	0.42363	0.051691	0.057626
Meth__cg02237119__WBSCR27	0.079581	0.098979	0.25433	0.29833	0.11318	0.65562	0.20857	0.061874	0.7111	0.13405	0.11677	0.53299	0.38777	0.66452	0.11975	0.067718	0.074277	0.17208	0.4447	0.37427	0.13395	0.42609	0.12214	0.14058	0.25371	0.086914	0.086967	0.17078	0.043724	0.084316	0.065748	0.18571	0.061764	0.061316	0.07289	0.089165	0.059934	0.060017
Meth__cg10524192__OPRS1	0.03597	0.046966	0.042308	0.57057	0.031176	0.025288	0.038864	0.063126	0.35516	0.02551	0.058888	0.031083	0.065832	0.29205	0.037198	0.028287	0.058957	0.018728	0.88293	0.54991	0.027117	0.045525	0.022167	0.041657	0.044243	0.034311	0.095316	0.079725	0.025181	0.034978	0.023993	0.018077	0.026454	0.016123	0.07522	0.029459	0.036026	0.031417
Meth__cg06425868__C20orf161	0.061243	0.093625	0.52379	0.73806	0.26179	0.075227	0.66436	0.25412	0.060541	0.23259	0.039248	0.79683	0.2084	0.10096	0.32625	0.13755	0.20777	0.028925	0.63907	0.36824	0.087908	0.14113	0.15642	0.57281	0.70736	0.091738	0.1029	0.35968	0.091902	0.057076	0.11392	0.45646	0.1888	0.031242	0.063793	0.048263	0.54071	0.6613
Meth__cg11854877__F8A1	0.61478	0.38539	0.046814	0.036545	0.55067	0.02531	0.037075	0.44352	0.024672	0.59232	0.042942	0.041912	0.092346	0.03045	0.55797	0.60297	0.53666	0.11139	0.028084	0.045317	0.62295	0.52051	0.62228	0.053078	0.047806	0.081694	0.52435	0.10613	0.58333	0.025095	0.60384	0.084339	0.021174	0.52043	0.051418	0.63549	0.59438	0.047522
Meth__cg13658777__PDHA1	0.54705	0.061812	0.11545	0.072585	0.078825	0.070779	0.12195	0.15146	0.10421	0.092339	0.096065	0.50459	0.41875	0.10838	0.062749	0.11196	0.46036	0.056318	0.069168	0.075484	0.55114	0.23708	0.52632	0.13359	0.43502	0.12114	0.40845	0.12583	0.59579	0.11699	0.35058	0.4519	0.061362	0.12834	0.20898	0.45468	0.31021	0.068335
Meth__cg21046413__PDCD8	0.43045	0.045092	0.057625	0.082794	0.1247	0.04803	0.077082	0.29791	0.047946	0.045706	0.054553	0.069749	0.098473	0.062552	0.28362	0.3052	0.15626	0.045039	0.040806	0.046691	0.4144	0.06956	0.41937	0.11995	0.074813	0.18943	0.32722	0.10459	0.40206	0.05833	0.38095	0.062535	0.03995	0.16309	0.092126	0.54553	0.28404	0.045508
Meth__cg06140118__DUS2L	0.061879	0.082239	0.22675	0.082619	0.013725	0.10919	0.070421	0.078329	0.031085	0.020331	0.075576	0.14134	0.049102	0.043455	0.023871	0.068101	0.10309	0.023367	0.027243	0.087989	0.039598	0.049681	0.067151	0.75138	0.079615	0.02682	0.094455	0.050039	0.017383	0.014264	0.018072	0.019035	0.023506	0.025918	0.17691	0.027198	0.022344	0.032914
Meth__cg06363801__MOSPD1	0.54331	0.034886	0.061426	0.040714	0.028665	0.028689	0.037942	0.38019	0.027469	0.55748	0.035053	0.029485	0.18797	0.035913	0.36275	0.2535	0.12209	0.028248	0.034271	0.034678	0.49162	0.036476	0.49505	0.052323	0.043342	0.54442	0.37772	0.034575	0.59002	0.031032	0.50046	0.034002	0.032426	0.1872	0.08039	0.46946	0.39351	0.035913
Meth__cg17820591__ENO3	0.037336	0.047582	0.02671	0.93073	0.18471	0.82896	0.60145	0.19235	0.88357	0.61821	0.037449	0.70846	0.67003	0.69922	0.37155	0.38927	0.14899	0.16928	0.040144	0.12936	0.043608	0.56653	0.16072	0.052136	0.38372	0.062842	0.060721	0.26935	0.038499	0.022662	0.035885	0.31819	0.027113	0.16579	0.11215	0.30252	0.039128	0.40675
Meth__cg01282074__NKX2-5	0.17686	0.066015	0.32346	0.80104	0.4557	0.51228	0.82886	0.89391	0.11958	0.53276	0.51171	0.092417	0.54041	0.10102	0.06492	0.057899	0.1149	0.088694	0.72744	0.87743	0.066994	0.75478	0.085113	0.13407	0.12412	0.065654	0.43696	0.19845	0.10092	0.10231	0.095015	0.232	0.084321	0.24092	0.51186	0.80656	0.16214	0.68733
Meth__cg25446086__SYT11	0.047464	0.14687	0.90024	0.33453	0.19343	0.078615	0.64961	0.70032	0.032244	0.044838	0.66342	0.36621	0.40917	0.061969	0.298	0.52633	0.16301	0.061226	0.58629	0.48692	0.060641	0.038942	0.24062	0.20468	0.21968	0.26166	0.35368	0.37257	0.034029	0.032537	0.031379	0.27641	0.11801	0.31259	0.20459	0.34207	0.055606	0.087706
Meth__cg02537909__COBLL1	0.029808	0.035499	0.03356	0.033483	0.023087	0.22592	0.037433	0.042087	0.025037	0.037012	0.030727	0.039244	0.037224	0.032127	0.037108	0.043236	0.082586	0.020055	0.029669	0.038934	0.032172	0.038164	0.025324	0.053547	0.033217	0.037604	0.061424	0.067854	0.028451	0.023397	0.027223	0.028852	0.025249	0.021634	0.059566	0.047267	0.029633	0.036106
Meth__cg12517167__RBMX	0.52707	0.045989	0.041393	0.058456	0.24963	0.042969	0.045106	0.39618	0.05845	0.59195	0.044051	0.069723	0.080547	0.047526	0.35383	0.51958	0.18983	0.054362	0.047471	0.039024	0.51027	0.046624	0.49874	0.063737	0.055496	0.32531	0.2728	0.10651	0.63426	0.043385	0.52051	0.050914	0.04045	0.25518	0.064543	0.58531	0.3322	0.051303
Meth__cg25349574__CAMTA2	0.027368	0.038519	0.95151	0.97074	0.67435	0.73646	0.95529	0.39664	0.028401	0.96317	0.035538	0.79364	0.89923	0.041233	0.174	0.023524	0.57214	0.014739	0.68457	0.5019	0.045262	0.28549	0.37597	0.95589	0.94659	0.036207	0.12894	0.082437	0.02829	0.024185	0.037719	0.67138	0.69601	0.40802	0.082553	0.03318	0.050074	0.38837
Meth__cg20492121__GLUL	0.021101	0.53873	0.98104	0.80418	0.016658	0.74462	0.32771	0.030575	0.04505	0.018399	0.02754	0.42018	0.28587	0.050493	0.96578	0.019003	0.075999	0.015908	0.28979	0.40015	0.021264	0.55377	0.046434	0.23423	0.50327	0.022887	0.052215	0.4074	0.037008	0.018017	0.045629	0.34044	0.015464	0.041623	0.024375	0.02683	0.038313	0.16033
Meth__cg09529667__SSBP4	0.019703	0.12528	0.11987	0.074954	0.018458	0.016405	0.093656	0.040772	0.029009	0.46791	0.024544	0.44949	0.067756	0.031072	0.08355	0.11712	0.20529	0.015192	0.014189	0.025417	0.023829	0.79588	0.016937	0.060102	0.14399	0.033834	0.041919	0.045945	0.021441	0.021198	0.02056	0.024481	0.0792	0.015116	0.058051	0.029849	0.024714	0.017673
Meth__cg17416146__EIF4EBP3	0.05115	0.023416	0.97846	0.12963	0.028691	0.9683	0.031526	0.045903	0.043348	0.11252	0.040441	0.37514	0.083508	0.037964	0.046048	0.029724	0.06054	0.020282	0.80588	0.076777	0.027637	0.70673	0.028358	0.97223	0.48936	0.021311	0.44074	0.055373	0.020938	0.027728	0.94221	0.22402	0.43067	0.025902	0.78935	0.98082	0.95275	0.97145
Meth__cg06899582__SUHW3	0.18531	0.029999	0.03766	0.05743	0.17588	0.02938	0.051442	0.2072	0.035553	0.037528	0.035861	0.044071	0.078063	0.049286	0.060237	0.46475	0.069565	0.035505	0.040257	0.040405	0.45433	0.05374	0.46299	0.068238	0.055991	0.16076	0.35773	0.068409	0.46333	0.040719	0.39419	0.049097	0.033258	0.086844	0.12754	0.5312	0.21445	0.034846
Meth__cg00040873__NDUFB10	0.10813	0.076724	0.74529	0.30578	0.20467	0.83255	0.27582	0.7845	0.15388	0.073497	0.65861	0.73768	0.7383	0.15014	0.24769	0.58138	0.16627	0.1521	0.44812	0.62339	0.11489	0.39622	0.26586	0.66732	0.33494	0.060452	0.67279	0.21076	0.050375	0.13001	0.10193	0.25088	0.081098	0.55428	0.18817	0.70077	0.32104	0.37762
Meth__cg25424556__USP51	0.52046	0.021199	0.038343	0.027346	0.36453	0.12866	0.028619	0.0294	0.2222	0.28863	0.030503	0.53006	0.45873	0.1952	0.60653	0.5272	0.4111	0.31787	0.02507	0.029845	0.48341	0.26796	0.52912	0.88964	0.32663	0.39349	0.47975	0.46546	0.57989	0.49467	0.31461	0.030241	0.018924	0.031285	0.069556	0.49067	0.41922	0.026342
Meth__cg16243644__STAG2	0.47968	0.056451	0.05659	0.098796	0.3158	0.063721	0.074835	0.31124	0.057706	0.56445	0.065868	0.036863	0.092092	0.07416	0.26749	0.44421	0.13274	0.077319	0.051438	0.058248	0.4291	0.061921	0.3803	0.069785	0.070508	0.46044	0.42879	0.099527	0.44726	0.058023	0.40148	0.070248	0.056079	0.21867	0.16838	0.50622	0.29886	0.068251
Meth__cg21461100__NOVA2	0.49888	0.043598	0.099233	0.72342	0.73686	0.1135	0.62535	0.63344	0.69667	0.13822	0.68707	0.90328	0.48958	0.49791	0.069988	0.72109	0.12001	0.047675	0.59849	0.4514	0.53815	0.18539	0.098406	0.51285	0.61911	0.07596	0.93352	0.047793	0.072615	0.23463	0.05024	0.32483	0.099295	0.04111	0.22909	0.81057	0.11399	0.067463
Meth__cg27425193__HSPB1	0.079819	0.25986	0.1392	0.085601	0.046136	0.55092	0.062539	0.054591	0.06193	0.071151	0.1072	0.042042	0.072622	0.3043	0.6377	0.10043	0.1196	0.04904	0.071847	0.10141	0.055244	0.096834	0.04823	0.077933	0.089248	0.079026	0.093367	0.51412	0.051982	0.055599	0.053888	0.45645	0.048212	0.038697	0.059219	0.050455	0.044928	0.057225
Meth__cg07581973__PRDX4	0.66272	0.024045	0.027825	0.023573	0.26951	0.01681	0.021143	0.023671	0.017122	0.59308	0.018092	0.80086	0.70516	0.021798	0.016369	0.021456	0.52644	0.73399	0.01057	0.025727	0.70536	0.025295	0.67875	0.04235	0.63595	0.65706	0.51515	0.087014	0.66955	0.016415	0.7225	0.71746	0.017464	0.0084535	0.060676	0.65309	0.54434	0.022853
Meth__cg13674559__WDR44	0.51432	0.023963	0.023572	0.027051	0.35631	0.055511	0.030432	0.36613	0.51763	0.50548	0.032352	0.020906	0.18508	0.47988	0.32993	0.48775	0.18595	0.025499	0.023177	0.029108	0.45612	0.053325	0.43901	0.062663	0.029145	0.51944	0.34153	0.043573	0.48199	0.030634	0.53949	0.021575	0.025741	0.26867	0.044419	0.37403	0.40187	0.033365
Meth__cg10968815__BPIL1	0.042782	0.15239	0.88585	0.042354	0.58781	0.47776	0.060403	0.94072	0.24637	0.62419	0.91559	0.86427	0.38667	0.25803	0.51861	0.8436	0.072921	0.027677	0.82153	0.86169	0.073571	0.60794	0.10656	0.21511	0.37804	0.070288	0.040748	0.40326	0.53099	0.2072	0.061979	0.76246	0.021948	0.029809	0.13162	0.059663	0.17477	0.089041
Meth__cg11316784__NSD1	0.043442	0.059824	0.53614	0.060506	0.045549	0.55549	0.061369	0.099003	0.043981	0.043598	0.3151	0.1897	0.21759	0.046249	0.10439	0.17857	0.056172	0.059161	0.031715	0.068033	0.18703	0.58279	0.032786	0.60528	0.044745	0.078297	0.1116	0.10608	0.035054	0.027386	0.034862	0.6874	0.037178	0.042076	0.069287	0.046529	0.037363	0.06229
Meth__cg06866657__LHX6	0.40725	0.076259	0.38346	0.10046	0.05124	0.3637	0.23943	0.050374	0.069521	0.060367	0.15116	0.068691	0.34335	0.076902	0.049525	0.047575	0.12479	0.25989	0.21613	0.1653	0.14459	0.056252	0.39454	0.37772	0.066936	0.089161	0.76294	0.084665	0.056677	0.10425	0.42963	0.054616	0.057907	0.54514	0.035645	0.055604	0.19328	0.26024
Meth__cg08450982__NUMBL	0.34911	0.7255	0.96213	0.46797	0.073121	0.028599	0.67345	0.042684	0.81709	0.83687	0.035941	0.91946	0.8402	0.79815	0.052585	0.18753	0.067555	0.020236	0.49061	0.78696	0.075248	0.36565	0.62223	0.69894	0.83278	0.063981	0.92592	0.66398	0.027008	0.028536	0.02476	0.96024	0.86725	0.91098	0.3387	0.66122	0.31512	0.032274
Meth__cg14036856__MGC52423	0.041796	0.099371	0.4508	0.25588	0.15886	0.85207	0.090624	0.22867	0.45059	0.089608	0.76927	0.48998	0.39321	0.42769	0.26606	0.88288	0.13712	0.047299	0.15984	0.068735	0.061751	0.87226	0.043146	0.53431	0.068404	0.092157	0.098195	0.16975	0.07458	0.10167	0.35108	0.059236	0.067516	0.049247	0.20811	0.066629	0.077005	0.071
Meth__cg19905251__SLIT3	0.026925	0.019556	0.80762	0.03834	0.027704	0.4355	0.32091	0.087678	0.40996	0.045101	0.12241	0.22386	0.73096	0.32022	0.02369	0.047973	0.056828	0.028605	0.067979	0.11178	0.037545	0.11778	0.034523	0.12655	0.13065	0.033069	0.30243	0.03957	0.015691	0.022342	0.026153	0.06489	0.022313	0.07484	0.12586	0.024104	0.032419	0.040358
Meth__cg11565248__RPS6KA3	0.52333	0.059523	0.053685	0.077648	0.2153	0.025604	0.056253	0.030186	0.023487	0.083811	0.05273	0.42235	0.4507	0.029827	0.024589	0.02602	0.25814	0.51615	0.021986	0.038924	0.55399	0.31585	0.47543	0.087549	0.45383	0.35763	0.68629	0.4211	0.51384	0.023891	0.50042	0.52048	0.027715	0.030005	0.16776	0.4552	0.36121	0.054287
Meth__cg10801213__SLC7A3	0.32946	0.01362	0.58487	0.88977	0.48952	0.55393	0.85983	0.92535	0.49838	0.77307	0.40021	0.10289	0.58087	0.42226	0.25694	0.047514	0.040841	0.034477	0.44551	0.83402	0.029422	0.096578	0.94387	0.088526	0.73964	0.020505	0.21773	0.090292	0.038684	0.022675	0.029746	0.83157	0.021526	0.026809	0.12644	0.87536	0.46814	0.85682
Meth__cg24235037__PLA2R1	0.051185	0.065314	0.90049	0.54041	0.39166	0.85746	0.56885	0.090614	0.90856	0.10517	0.082674	0.70156	0.70222	0.61221	0.11175	0.32282	0.22498	0.034365	0.42916	0.29996	0.48901	0.4802	0.1137	0.085371	0.15931	0.086062	0.80737	0.087006	0.05199	0.043469	0.056282	0.74765	0.29373	0.6006	0.11513	0.064154	0.058304	0.12464
Meth__cg20937139__PDGFC	0.034777	0.0253	0.19098	0.063292	0.02442	0.6019	0.040182	0.054174	0.022738	0.019622	0.034937	0.037998	0.028509	0.026526	0.034411	0.036367	0.061734	0.015459	0.024782	0.039186	0.033987	0.042182	0.021556	0.067775	0.036906	0.025758	0.051887	0.029363	0.028537	0.022965	0.017264	0.02133	0.030619	0.024686	0.050114	0.035156	0.03174	0.029278
Meth__cg23545272__EFNB1	0.63226	0.041603	0.070169	0.057195	0.091553	0.044878	0.057784	0.06817	0.11145	0.068877	0.057322	0.055125	0.10986	0.098359	0.061841	0.069452	0.35653	0.065585	0.077906	0.050125	0.14908	0.079824	0.64971	0.26569	0.059125	0.12369	0.16161	0.57991	0.1373	0.041313	0.14703	0.068018	0.053103	0.21924	0.12877	0.49982	0.25834	0.064539
Meth__cg17552650__WDR45	0.57964	0.037567	0.043617	0.060576	0.30733	0.027269	0.042691	0.064876	0.081314	0.021426	0.041499	0.16306	0.31665	0.089289	0.53849	0.038991	0.27853	0.054592	0.027283	0.03958	0.51674	0.028846	0.4544	0.046541	0.46074	0.2186	0.40185	0.42632	0.53104	0.033174	0.45424	0.045288	0.039626	0.059074	0.13768	0.4324	0.119	0.033292
Meth__cg05210526__PGM1	0.039585	0.067518	0.047634	0.206	0.079503	0.032891	0.1471	0.026099	0.03505	0.049637	0.056171	0.042734	0.072222	0.037414	0.039528	0.040053	0.091254	0.028113	0.046261	0.043624	0.02733	0.038639	0.037065	0.084572	0.04595	0.044495	0.061353	0.10792	0.026009	0.036198	0.03453	0.31927	0.030113	0.037941	0.15809	0.047728	0.043528	0.043905
Meth__cg17565490__CENPB	0.053693	0.29094	0.063236	0.052846	0.028378	0.038569	0.055262	0.050773	0.63665	0.074527	0.054994	0.062646	0.052527	0.54452	0.044368	0.054825	0.064352	0.03331	0.02968	0.064008	0.044106	0.0704	0.037376	0.50769	0.05422	0.080971	0.10639	0.072752	0.041671	0.03477	0.033988	0.035934	0.034597	0.034452	0.11046	0.080547	0.047176	0.051304
