Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg21091629__FRAG1	0.022814	0.016036	0.019512	0.024762	0.038032	0.024711	0.030894	0.016467	0.024567	0.02394	0.025718	0.025535	0.020328	0.021172	0.098538	0.02976	0.01714	0.018889	0.021424	0.03411	0.044318	0.021977	0.09323	0.024399	0.021114	0.027207	0.020181	0.0255	0.023872	0.24227	0.019285	0.020743	0.014646	0.034792	0.022603	0.021099	0.01732
Meth__cg23533073__CHES1	0.028863	0.016004	0.022667	0.018448	0.1528	0.027197	0.018767	0.016236	0.029602	0.02599	0.020971	0.04848	0.020198	0.037139	0.029508	0.03759	0.027638	0.011469	0.023906	0.035692	0.029492	0.018848	0.094194	0.037936	0.026426	0.035561	0.031256	0.021638	0.019356	0.014496	0.1875	0.018255	0.019731	0.034668	0.026251	0.017699	0.024762
Meth__cg07191600__TRERF1	0.014164	0.013894	0.024983	0.019883	0.12214	0.018251	0.096777	0.016564	0.015874	0.026885	0.011658	0.10168	0.020856	0.03228	0.022656	0.023284	0.027554	0.030162	0.023956	0.13374	0.075153	0.017762	0.041623	0.019646	0.015528	0.036448	0.067917	0.018546	0.17648	0.025875	0.14109	0.0155	0.016131	0.027742	0.022736	0.023539	0.044985
Meth__cg15544036__CLDN4	0.070365	0.07651	0.087092	0.086687	0.90246	0.072186	0.74483	0.056794	0.061457	0.28063	0.035566	0.0749	0.059484	0.057726	0.91331	0.11086	0.88533	0.049186	0.064337	0.055514	0.89436	0.051605	0.30727	0.050864	0.06305	0.087228	0.090923	0.61702	0.069876	0.91049	0.042922	0.04303	0.040252	0.14933	0.050241	0.043782	0.056735
Meth__cg07035740__SNCB	0.041188	0.044635	0.55417	0.063225	0.19688	0.57354	0.46532	0.036812	0.041275	0.34839	0.64327	0.7185	0.04656	0.29728	0.17924	0.062976	0.23862	0.13489	0.062756	0.047042	0.057255	0.070609	0.82305	0.049889	0.092236	0.50289	0.050504	0.034321	0.084185	0.047209	0.025616	0.10872	0.70459	0.068286	0.04186	0.046727	0.047215
Meth__cg07753583__LRRC61	0.061933	0.24376	0.069407	0.076771	0.86105	0.063376	0.058662	0.040715	0.069167	0.071677	0.033169	0.5032	0.047919	0.53293	0.063067	0.14303	0.44343	0.048157	0.062882	0.060432	0.89269	0.042142	0.39909	0.069845	0.46137	0.14899	0.18916	0.4939	0.50786	0.53519	0.53441	0.042795	0.050322	0.088547	0.050179	0.051941	0.056229
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.047296	0.49382	0.040686	0.95168	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.085025	0.034119	0.034444	0.075778	0.056468	0.41055	0.34655	0.7931	0.043472	0.95296	0.064395	0.048823	0.092238	0.36184	0.52098	0.045399	0.033797	0.051216	0.049473	0.033948	0.96361	0.83149	0.59868	0.68549	0.69432
Meth__cg05621401__RET	0.071251	0.067762	0.09261	0.045105	0.8755	0.071494	0.31809	0.044376	0.97801	0.49979	0.82926	0.97039	0.040055	0.050204	0.19726	0.077992	0.036639	0.048155	0.034938	0.050614	0.16556	0.037503	0.91516	0.048311	0.07058	0.092155	0.050925	0.048221	0.03728	0.034182	0.096162	0.054113	0.89685	0.070896	0.083552	0.051518	0.20906
Meth__cg17523380__PPP1R1A	0.024319	0.01564	0.051607	0.069335	0.17057	0.10964	0.039267	0.020892	0.032469	0.15166	0.13489	0.20897	0.020768	0.033096	0.078598	0.093032	0.014734	0.069574	0.028071	0.12084	0.028991	0.033028	0.20372	0.022486	0.029321	0.17894	0.036341	0.030608	0.018073	0.024494	0.072174	0.024912	0.060315	0.030317	0.086825	0.039305	0.027649
Meth__cg15302379__KAZALD1	0.072226	0.7086	0.59171	0.18011	0.40398	0.83333	0.094105	0.2289	0.90523	0.83042	0.54389	0.9097	0.25357	0.88522	0.35351	0.11037	0.29469	0.22952	0.30772	0.15406	0.91205	0.26405	0.11559	0.13913	0.086526	0.10482	0.77772	0.14107	0.050584	0.86335	0.032404	0.4892	0.051285	0.064621	0.79699	0.088838	0.052431
Meth__cg21712685__UNQ3045	0.046434	0.04306	0.50889	0.058518	0.61885	0.093688	0.14421	0.031645	0.042702	0.045603	0.064123	0.39538	0.038326	0.86026	0.039921	0.11903	0.11086	0.054947	0.060668	0.043765	0.17914	0.074765	0.041079	0.038582	0.078509	0.18845	0.079435	0.04887	0.038831	0.060926	0.096149	0.039312	0.039876	0.042503	0.045876	0.043031	0.044983
Meth__cg20066612__KCNJ9	0.068951	0.017019	0.94102	0.58139	0.85154	0.26037	0.94331	0.30316	0.021536	0.47058	0.51204	0.8186	0.34855	0.70507	0.14727	0.82376	0.6894	0.1124	0.16372	0.45407	0.91298	0.29779	0.81705	0.37468	0.057656	0.44018	0.13276	0.029851	0.92612	0.41985	0.92139	0.093961	0.85949	0.025349	0.16879	0.1361	0.15168
Meth__cg00412772__C19orf33	0.068704	0.052191	0.73034	0.2106	0.947	0.086058	0.14333	0.95233	0.91071	0.94705	0.038785	0.11957	0.86368	0.77258	0.96437	0.68423	0.96634	0.068497	0.054887	0.066449	0.95557	0.053702	0.11069	0.94626	0.054679	0.91569	0.0625	0.76323	0.042516	0.051095	0.58835	0.82763	0.042744	0.077298	0.05677	0.88517	0.93803
Meth__cg25346576__CCDC55	0.023732	0.04265	0.033852	0.025477	0.027433	0.029365	0.087559	0.02042	0.026551	0.028928	0.021277	0.046803	0.021061	0.021278	0.071288	0.045259	0.018667	0.024483	0.022779	0.026124	0.039046	0.021666	0.052603	0.021515	0.027046	0.035491	0.037674	0.031031	0.02022	0.21963	0.059559	0.020311	0.016101	0.0196	0.028576	0.01986	0.081589
Meth__cg12999109__ASAH3	0.1046	0.038674	0.17023	0.053287	0.92898	0.075771	0.92298	0.064464	0.042691	0.80096	0.39293	0.37811	0.063894	0.88193	0.94787	0.1373	0.70766	0.074811	0.079126	0.073119	0.92101	0.048147	0.86271	0.063345	0.14187	0.24839	0.075923	0.9203	0.44319	0.94559	0.043162	0.046024	0.049245	0.11597	0.053438	0.057515	0.082597
Meth__cg14506552__NPPB	0.23237	0.019227	0.96276	0.40736	0.91428	0.46021	0.59589	0.024631	0.072859	0.94043	0.40909	0.95754	0.11652	0.45172	0.66544	0.17091	0.024873	0.26198	0.83467	0.81857	0.069968	0.55479	0.92429	0.1429	0.036201	0.90484	0.038932	0.43063	0.55953	0.50758	0.097328	0.10512	0.8794	0.052182	0.039446	0.43932	0.47383
Meth__cg13589108__FAM5B	0.037459	0.017425	0.68142	0.041757	0.53422	0.91667	0.28683	0.026398	0.66225	0.87585	0.31053	0.90391	0.028506	0.040242	0.063808	0.074245	0.063991	0.75245	0.74069	0.56729	0.03957	0.050542	0.87954	0.88877	0.058467	0.94294	0.035125	0.034404	0.022843	0.024807	0.71101	0.036963	0.83935	0.067968	0.038663	0.079297	0.053664
Meth__cg27383956__FLJ13265	0.03109	0.044627	0.94986	0.05002	0.88459	0.048568	0.98124	0.31235	0.048619	0.95776	0.89548	0.85139	0.29594	0.96099	0.75764	0.70933	0.74376	0.10065	0.04704	0.086473	0.95444	0.10301	0.57359	0.042971	0.084074	0.13299	0.055699	0.054876	0.94499	0.067977	0.55097	0.080572	0.78281	0.094811	0.039587	0.20177	0.14567
Meth__cg07737781__WBSCR14	0.080437	0.081083	0.14115	0.17613	0.6186	0.079388	0.12665	0.069057	0.07824	0.46156	0.059064	0.25478	0.080357	0.06771	0.22482	0.14234	0.54871	0.067668	0.086255	0.071201	0.22469	0.069146	0.43539	0.079865	0.090954	0.42987	0.16262	0.074256	0.19106	0.079683	0.081064	0.078296	0.0632	0.081838	0.079961	0.07764	0.074578
Meth__cg17483510__GNB4	0.04388	0.3433	0.95522	0.9261	0.031276	0.036469	0.042042	0.046275	0.02561	0.024933	0.46965	0.18366	0.1399	0.040191	0.032779	0.061339	0.022689	0.92657	0.90161	0.35222	0.028924	0.89736	0.057845	0.60763	0.58489	0.94871	0.2567	0.038827	0.031636	0.037131	0.86692	0.2439	0.96408	0.16311	0.59154	0.64456	0.22645
Meth__cg14377593__TFPI2	0.052222	0.18472	0.52509	0.059552	0.035669	0.056639	0.49504	0.033993	0.045105	0.65895	0.052514	0.4865	0.038267	0.59648	0.04946	0.080742	0.34979	0.042525	0.045265	0.14259	0.058205	0.038084	0.065539	0.042852	0.087285	0.63887	0.061178	0.042012	0.039235	0.38343	0.18087	0.043335	0.8736	0.8872	0.046292	0.034451	0.044756
Meth__cg05677402__UBE2L6	0.03114	0.65472	0.02211	0.96997	0.44437	0.022308	0.017753	0.023152	0.025652	0.020637	0.01437	0.046187	0.38274	0.49791	0.026569	0.063647	0.016515	0.048202	0.19931	0.018688	0.022132	0.038819	0.070125	0.27073	0.033892	0.046394	0.42333	0.024494	0.026142	0.017821	0.020707	0.02023	0.017814	0.048953	0.02274	0.43695	0.75832
Meth__cg27401095__ZNF324	0.062033	0.045905	0.92247	0.65279	0.83037	0.283	0.30539	0.055785	0.43728	0.13858	0.71926	0.36453	0.049851	0.67813	0.06705	0.21791	0.041098	0.28662	0.082684	0.10485	0.39545	0.053305	0.81876	0.25418	0.026065	0.36796	0.087039	0.091137	0.54716	0.25399	0.31688	0.34763	0.42045	0.063046	0.35577	0.060893	0.056409
Meth__cg05113908__GYG2	0.15175	0.094824	0.95098	0.31793	0.73876	0.20034	0.96189	0.34539	0.098929	0.20064	0.081133	0.4775	0.25363	0.9317	0.19622	0.17743	0.15845	0.16336	0.19239	0.1237	0.1103	0.093584	0.59463	0.10199	0.1633	0.90699	0.1546	0.094074	0.20469	0.095945	0.77014	0.20862	0.86119	0.19361	0.13113	0.1264	0.14189
Meth__cg09014354__NEUROD4	0.11231	0.1056	0.36167	0.094961	0.18044	0.1043	0.34659	0.16174	0.11854	0.69338	0.73517	0.30586	0.13046	0.11733	0.25449	0.25237	0.21417	0.059172	0.12233	0.070987	0.13754	0.12479	0.69354	0.10052	0.14377	0.81176	0.085323	0.10218	0.12418	0.16022	0.085692	0.085543	0.090715	0.12095	0.06849	0.088059	0.076688
Meth__cg10061117__SORL1	0.016696	0.013689	0.74631	0.021845	0.44619	0.021847	0.023665	0.01197	0.018013	0.081166	0.15029	0.11838	0.01507	0.08672	0.042547	0.2004	0.01206	0.052458	0.059021	0.17787	0.033392	0.018312	0.83941	0.011425	0.038462	0.053218	0.020979	0.024111	0.22595	0.029946	0.23923	0.014094	0.01447	0.022636	0.016701	0.01898	0.031188
Meth__cg01116966__TCF7	0.29582	0.021816	0.30711	0.056336	0.62987	0.28248	0.038427	0.020988	0.034332	0.1675	0.017862	0.12615	0.021659	0.034669	0.018378	0.035643	0.029488	0.25765	0.02535	0.054086	0.046766	0.29196	0.070231	0.028737	0.023714	0.83891	0.016935	0.032791	0.02527	0.22247	0.015531	0.01139	0.014548	0.028966	0.018027	0.025386	0.022346
Meth__cg17307280__DRD1	0.048513	0.047482	0.90773	0.24782	0.77153	0.12499	0.4048	0.041618	0.059489	0.27415	0.15414	0.40566	0.060018	0.058299	0.29007	0.10353	0.035994	0.059734	0.060758	0.056029	0.065043	0.043863	0.71227	0.056171	0.071211	0.23534	0.04542	0.037255	0.060048	0.12583	0.3365	0.029071	0.35975	0.16453	0.055823	0.066301	0.083616
Meth__cg18846362__CA12	0.033493	0.084139	0.88368	0.041844	0.24464	0.042444	0.29235	0.03868	0.039455	0.25556	0.10428	0.50464	0.036898	0.38957	0.033982	0.061906	0.035648	0.028781	0.035712	0.030906	0.27967	0.03268	0.09404	0.041325	0.076869	0.14622	0.059118	0.033327	0.037937	0.032895	0.10829	0.045716	0.12114	0.1277	0.03916	0.032214	0.035911
Meth__cg13975625__NPY5R	0.058912	0.036004	0.91393	0.66024	0.32218	0.74921	0.95291	0.54464	0.92799	0.61199	0.13101	0.56115	0.46513	0.79759	0.065813	0.16731	0.46816	0.18483	0.78711	0.38129	0.66785	0.35775	0.6835	0.90969	0.051885	0.6772	0.066851	0.052005	0.30489	0.074658	0.91469	0.06968	0.25839	0.11307	0.44161	0.71868	0.67001
Meth__cg27202708__C1orf65	0.38334	0.014166	0.77252	0.03381	0.68292	0.42561	0.33024	0.019917	0.028971	0.29333	0.55738	0.77997	0.022644	0.29829	0.021212	0.043772	0.023371	0.23631	0.38222	0.80154	0.92047	0.018265	0.25044	0.033923	0.032303	0.1296	0.038379	0.158	0.016474	0.18166	0.36721	0.022437	0.59226	0.06549	0.028816	0.12375	0.16207
Meth__cg14494812__TOB1	0.072696	0.13068	0.68686	0.048242	0.93006	0.073532	0.96071	0.83109	0.076621	0.8906	0.8944	0.55904	0.76846	0.9174	0.89707	0.84272	0.88012	0.21016	0.12577	0.085239	0.93442	0.27606	0.89721	0.03816	0.2345	0.11702	0.23783	0.94165	0.89261	0.9796	0.2002	0.25878	0.070151	0.047287	0.087179	0.050452	0.035481
Meth__cg14399078__ADPRH	0.021306	0.019376	0.66046	0.15591	0.89388	0.14486	0.017928	0.046956	0.022476	0.027276	0.013191	0.37649	0.065515	0.356	0.015162	0.042003	0.21519	0.019403	0.019857	0.51874	0.15497	0.015235	0.514	0.087649	0.033454	0.75879	0.066649	0.16697	0.019144	0.25382	0.76221	0.039743	0.47287	0.031775	0.030264	0.12705	0.64927
Meth__cg24482053__MLH3	0.055832	0.04902	0.062086	0.072467	0.046766	0.062144	0.077765	0.054436	0.056872	0.054401	0.094477	0.35816	0.050304	0.070799	0.045522	0.052747	0.056692	0.03863	0.047086	0.1012	0.17305	0.21878	0.071162	0.055459	0.13291	0.075597	0.050725	0.044706	0.045691	0.12775	0.12037	0.066819	0.060426	0.049927	0.048389	0.050268	0.057209
Meth__cg12402251__CALB1	0.60789	0.065808	0.24499	0.10834	0.47137	0.19416	0.96436	0.017414	0.013468	0.43975	0.64721	0.46746	0.0647	0.053291	0.18838	0.12311	0.11717	0.26422	0.097855	0.41661	0.019125	0.084679	0.58601	0.015951	0.033726	0.31662	0.038449	0.017562	0.33859	0.39124	0.053782	0.19483	0.14876	0.026089	0.021576	0.021415	0.019663
Meth__cg00616129__STYK1	0.051211	0.044281	0.097431	0.092377	0.69054	0.077649	0.057729	0.042107	0.064352	0.056382	0.052474	0.24573	0.055378	0.059216	0.094055	0.1153	0.28818	0.059272	0.064288	0.06697	0.053178	0.048423	0.20678	0.068774	0.067521	0.31169	0.087672	0.042336	0.04816	0.05007	0.11003	0.035587	0.084263	0.25701	0.055201	0.043259	0.057516
Meth__cg14600040__GPC4	0.11666	0.047305	0.51449	0.064543	0.59784	0.052623	0.47069	0.051248	0.32377	0.060686	0.040227	0.19926	0.048068	0.30623	0.57243	0.11645	0.051061	0.049945	0.052292	0.13695	0.086311	0.56297	0.39778	0.066984	0.093779	0.14946	0.085248	0.44925	0.043049	0.13619	0.12221	0.056569	0.35127	0.1082	0.34369	0.087044	0.053141
Meth__cg22762180__PERP	0.038065	0.050166	0.058363	0.045861	0.37717	0.050992	0.026063	0.035773	0.050543	0.12366	0.041052	0.11214	0.03755	0.035885	0.075398	0.04712	0.067503	0.095328	0.04282	0.26215	0.17739	0.049809	0.09559	0.041905	0.044971	0.13786	0.060436	0.064476	0.037387	0.042898	0.47154	0.03697	0.046966	0.048658	0.045376	0.11257	0.10509
Meth__cg16884042__SGPP2	0.10251	0.091329	0.28336	0.12905	0.9489	0.26943	0.082808	0.09605	0.15078	0.93021	0.14003	0.57382	0.10449	0.093639	0.20325	0.29968	0.12457	0.092922	0.088755	0.24909	0.19669	0.085069	0.91361	0.11474	0.14665	0.39113	0.14455	0.093266	0.052353	0.20329	0.090909	0.067746	0.52186	0.21204	0.12263	0.116	0.12476
Meth__cg26524263__KLK13	0.60994	0.023823	0.27624	0.66982	0.91851	0.6977	0.98306	0.15382	0.048747	0.95948	0.055531	0.47873	0.16693	0.50895	0.64084	0.14918	0.02655	0.04059	0.072943	0.28728	0.034579	0.042637	0.82722	0.71275	0.039297	0.92359	0.043248	0.032329	0.066301	0.022074	0.91483	0.048721	0.83352	0.042425	0.024133	0.040653	0.033829
Meth__cg24890043__DKFZP566N034	0.092431	0.058868	0.97055	0.048925	0.96179	0.16296	0.33527	0.032647	0.082522	0.9206	0.15115	0.91025	0.10576	0.046373	0.15009	0.16936	0.22278	0.40879	0.13191	0.046191	0.10323	0.1955	0.58034	0.092111	0.1529	0.93699	0.052757	0.038223	0.028481	0.85991	0.045447	0.037182	0.71141	0.06438	0.042894	0.044156	0.05735
Meth__cg23910835__SFRP2	0.30301	0.070523	0.37448	0.21503	0.17463	0.20075	0.44089	0.067969	0.072834	0.44984	0.1105	0.17267	0.089004	0.2404	0.19606	0.24881	0.077012	0.092311	0.1344	0.3495	0.43317	0.3125	0.14959	0.22596	0.080456	0.24072	0.092015	0.083219	0.048535	0.078605	0.63636	0.050042	0.052525	0.071665	0.16108	0.094754	0.089463
Meth__cg26832142__PDE4B	0.039839	0.030698	0.91361	0.36816	0.68915	0.89389	0.31579	0.025867	0.14514	0.7837	0.29854	0.81112	0.026565	0.57034	0.066057	0.03924	0.039552	0.40735	0.38396	0.59285	0.04727	0.67122	0.7346	0.59466	0.054698	0.35789	0.10481	0.062459	0.48475	0.14725	0.73007	0.21742	0.57489	0.11086	0.049226	0.46234	0.16418
Meth__cg23141855__TFPI2	0.043657	0.44402	0.56816	0.16456	0.04295	0.41747	0.56978	0.03167	0.052529	0.68886	0.097721	0.88431	0.044464	0.81316	0.30903	0.085027	0.49324	0.23915	0.25336	0.24915	0.23936	0.048622	0.063194	0.041872	0.088345	0.75188	0.1929	0.035635	0.048189	0.58214	0.057703	0.070746	0.88634	0.88582	0.050573	0.047507	0.15715
Meth__cg06297145__NFXL1	0.060312	0.065239	0.064789	0.062356	0.34523	0.063467	0.31602	0.057896	0.070435	0.0688	0.040503	0.1336	0.060489	0.069778	0.053358	0.12335	0.098599	0.029313	0.068873	0.13496	0.065849	0.078824	0.15411	0.057537	0.096957	0.15414	0.090646	0.072449	0.084064	0.25811	0.11832	0.039501	0.087537	0.15296	0.059483	0.052094	0.060776
Meth__cg01144286__C20orf103	0.94592	0.017469	0.90128	0.69866	0.87026	0.88124	0.96033	0.49147	0.09635	0.78365	0.1988	0.75084	0.40598	0.76834	0.042086	0.068191	0.71761	0.2887	0.50322	0.95067	0.08039	0.1356	0.83592	0.68519	0.032322	0.68069	0.034202	0.049802	0.062162	0.053932	0.75943	0.036593	0.56871	0.041915	0.4236	0.74789	0.84866
Meth__cg12420104__DMRT3	0.073473	0.092382	0.84257	0.082733	0.79487	0.87356	0.087773	0.23352	0.92395	0.70284	0.062046	0.6163	0.21152	0.5986	0.2283	0.23611	0.2454	0.82661	0.66072	0.63607	0.18161	0.44747	0.82187	0.072507	0.087129	0.85991	0.084873	0.064502	0.085397	0.3665	0.054338	0.053723	0.92075	0.46785	0.21158	0.12569	0.055898
Meth__cg27588902__GNMT	0.058048	0.03973	0.098089	0.059082	0.90206	0.060061	0.33432	0.044743	0.05994	0.4563	0.089957	0.34472	0.065569	0.095722	0.11457	0.097106	0.66715	0.0811	0.055176	0.053894	0.88413	0.10274	0.85745	0.057628	0.10207	0.063312	0.17833	0.55038	0.062152	0.45054	0.12217	0.03547	0.31538	0.054408	0.053664	0.058428	0.10562
Meth__cg25097436__RTN1	0.044815	0.035826	0.86765	0.06943	0.81228	0.047293	0.037354	0.028906	0.041697	0.95459	0.40301	0.88476	0.033497	0.58102	0.08775	0.063855	0.57475	0.37478	0.094887	0.046694	0.16159	0.034532	0.93724	0.039698	0.087454	0.43322	0.060129	0.021722	0.037376	0.037202	0.87959	0.031647	0.75402	0.32727	0.029665	0.17156	0.22704
Meth__cg16826718__HRK	0.028479	0.019901	0.036703	0.085596	0.070079	0.072836	0.10706	0.059791	0.26608	0.105	0.018321	0.092269	0.027893	0.056887	0.060632	0.029174	0.033205	0.063075	0.036351	0.19369	0.02916	0.44379	0.86598	0.056048	0.22311	0.54811	0.03443	0.036675	0.030998	0.43513	0.035389	0.034094	0.11467	0.027198	0.03558	0.053867	0.059877
Meth__cg02932689__MAP1LC3B	0.078632	0.072285	0.22101	0.11092	0.4567	0.061183	0.18403	0.11555	0.088311	0.076246	0.30158	0.10306	0.11325	0.097151	0.090058	0.15259	0.47787	0.042837	0.061417	0.081791	0.17061	0.058834	0.34406	0.12479	0.079357	0.13505	0.082098	0.045574	0.04582	0.079906	0.074795	0.051326	0.057201	0.095143	0.067881	0.051517	0.054965
Meth__cg14055374__MAF	0.047253	0.036945	0.030611	0.042968	0.88733	0.0481	0.11626	0.028992	0.043166	0.089236	0.032134	0.061186	0.038075	0.046471	0.22897	0.063612	0.027795	0.028808	0.034198	0.044961	0.041536	0.02219	0.79347	0.035636	0.036346	0.057791	0.052524	0.035159	0.037471	0.049113	0.034855	0.025885	0.040771	0.061022	0.044164	0.03587	0.034308
Meth__cg27610561__SLC2A10	0.084748	0.19747	0.94814	0.059762	0.89157	0.095835	0.89039	0.92983	0.49355	0.9582	0.89256	0.90539	0.55302	0.8837	0.95718	0.89835	0.95577	0.39821	0.68533	0.93255	0.93058	0.043882	0.85798	0.069955	0.066386	0.10163	0.26406	0.6479	0.94005	0.70686	0.027151	0.032595	0.028574	0.20765	0.06148	0.057998	0.075305
Meth__cg19427610__WIF1	0.42098	0.042019	0.96737	0.49931	0.93744	0.73269	0.39167	0.037131	0.046224	0.64442	0.33511	0.76213	0.051003	0.95207	0.061769	0.095274	0.21467	0.58467	0.6568	0.9402	0.53495	0.12035	0.95829	0.33212	0.19251	0.94201	0.10636	0.042244	0.51929	0.18851	0.71212	0.033272	0.96181	0.34743	0.044572	0.5056	0.56446
Meth__cg19918758__VAV3	0.032495	0.049838	0.36028	0.049636	0.21078	0.46046	0.48229	0.042122	0.037069	0.33061	0.036277	0.8304	0.045052	0.42391	0.026357	0.088285	0.02754	0.30218	0.026511	0.041656	0.040277	0.036801	0.46422	0.038968	0.068282	0.043441	0.053234	0.025442	0.029497	0.057519	0.039305	0.16798	0.030159	0.11885	0.040746	0.040651	0.040207
Meth__cg22374901__TESC	0.044337	0.038243	0.20756	0.40528	0.063486	0.88629	0.7302	0.038204	0.039568	0.91139	0.1896	0.69537	0.052804	0.059091	0.30593	0.1441	0.3871	0.10561	0.091574	0.43547	0.049762	0.11288	0.48576	0.07693	0.11239	0.8538	0.078453	0.0357	0.044207	0.036605	0.058642	0.089372	0.13799	0.068246	0.06202	0.048696	0.044533
Meth__cg23613317__LARP1	0.072952	0.096369	0.7824	0.13242	0.88962	0.086897	0.91516	0.43626	0.073621	0.88792	0.602	0.72989	0.39995	0.41386	0.89715	0.39357	0.69157	0.083825	0.097112	0.080109	0.89771	0.090634	0.81449	0.080833	0.14807	0.18438	0.16238	0.88573	0.11466	0.62775	0.12875	0.062958	0.077075	0.13003	0.079965	0.084131	0.098184
Meth__cg27239921__CACNA1D	0.034528	0.062555	0.55841	0.048714	0.43247	0.082039	0.047785	0.040342	0.041819	0.24238	0.42047	0.47978	0.048632	0.1361	0.057302	0.086615	0.028382	0.025757	0.034833	0.048126	0.15358	0.032508	0.61769	0.04431	0.068597	0.085981	0.087463	0.31044	0.082892	0.066992	0.10038	0.034011	0.033637	0.047886	0.039523	0.035209	0.034658
Meth__cg01316819__PPP1R1A	0.037477	0.037677	0.2771	0.046132	0.7817	0.061649	0.14029	0.02421	0.029383	0.68795	0.037441	0.14005	0.025476	0.03676	0.079654	0.04681	0.024924	0.045167	0.042491	0.025587	0.07169	0.028397	0.81215	0.037742	0.051481	0.15112	0.030439	0.029705	0.026341	0.03482	0.034872	0.024592	0.037277	0.049889	0.027558	0.032024	0.024718
Meth__cg07015629__ERBB4	0.028972	0.021499	0.97683	0.028247	0.59754	0.024187	0.028632	0.0257	0.018349	0.49682	0.037232	0.12567	0.02063	0.17622	0.10898	0.10278	0.37226	0.029687	0.033638	0.050644	0.038869	0.46017	0.66832	0.024732	0.033371	0.10227	0.038201	0.031529	0.024754	0.25318	0.016617	0.022457	0.015801	0.094244	0.024886	0.023187	0.02297
Meth__cg22740783__CGREF1	0.14409	0.067183	0.8973	0.5419	0.74918	0.61844	0.67328	0.087258	0.34826	0.23817	0.6774	0.82585	0.080945	0.63247	0.046464	0.13687	0.041588	0.44046	0.049205	0.76791	0.76971	0.23774	0.74728	0.77275	0.15013	0.19346	0.10243	0.095652	0.05266	0.08914	0.59054	0.43329	0.28795	0.13628	0.090625	0.54461	0.38686
Meth__cg08124030__TM4SF1	0.094851	0.11456	0.44344	0.24251	0.055282	0.15708	0.056399	0.098716	0.088239	0.065786	0.054996	0.12076	0.095326	0.070286	0.046814	0.16034	0.071211	0.95084	0.93904	0.32143	0.071996	0.90614	0.098395	0.92625	0.1153	0.13813	0.4426	0.04858	0.055241	0.081668	0.89899	0.049328	0.33643	0.28333	0.90603	0.49976	0.92407
Meth__cg12220493__TITF1	0.059879	0.069678	0.97683	0.79218	0.67538	0.11235	0.23634	0.058513	0.089691	0.70291	0.31656	0.84954	0.078299	0.8658	0.060931	0.046086	0.098949	0.61857	0.39767	0.54554	0.083574	0.060763	0.059001	0.056477	0.034151	0.79099	0.031054	0.034644	0.022776	0.06903	0.067014	0.31101	0.73031	0.53035	0.13813	0.093549	0.074465
Meth__cg27650434__MYCL1	0.052684	0.093831	0.10222	0.076676	0.76885	0.055397	0.066424	0.056666	0.049452	0.21114	0.031609	0.22678	0.055824	0.04359	0.12496	0.088428	0.17654	0.03897	0.095279	0.72427	0.13566	0.1874	0.36209	0.041912	0.05087	0.11246	0.079981	0.081907	0.034023	0.43382	0.27734	0.027185	0.28439	0.060747	0.43772	0.037503	0.045684
Meth__cg02497758__MAFB	0.16919	0.053579	0.5967	0.047388	0.83965	0.059214	0.10725	0.10396	0.04432	0.77766	0.06293	0.12066	0.042712	0.53016	0.091848	0.074752	0.37544	0.59527	0.095504	0.059001	0.40497	0.34046	0.87696	0.041478	0.075934	0.11371	0.10408	0.26313	0.076376	0.35566	0.10185	0.026899	0.040469	0.11393	0.049511	0.051027	0.080684
Meth__cg08804892__TRAK1	0.082364	0.090348	0.38199	0.10427	0.82794	0.1116	0.05529	0.78743	0.11557	0.77695	0.081284	0.76513	0.56751	0.36642	0.71374	0.19473	0.81278	0.09373	0.11522	0.10108	0.77385	0.084757	0.11846	0.10479	0.12541	0.43749	0.13632	0.35805	0.091835	0.81162	0.084974	0.36042	0.089379	0.1293	0.086183	0.32967	0.76252
Meth__cg09970593__OPRD1	0.13429	0.088965	0.88155	0.17505	0.88559	0.39636	0.75508	0.11469	0.26032	0.68894	0.77108	0.83972	0.13304	0.61475	0.6484	0.17407	0.067645	0.55323	0.76941	0.35328	0.86767	0.16803	0.73429	0.10903	0.17889	0.5239	0.28599	0.11963	0.07067	0.094748	0.35804	0.058495	0.59419	0.24951	0.14067	0.45003	0.60264
Meth__cg24441350__TPPP	0.29476	0.045354	0.60895	0.047622	0.70849	0.04899	0.25201	0.038095	0.029463	0.55724	0.29202	0.52526	0.035974	0.17182	0.11232	0.15095	0.33219	0.28634	0.050777	0.07905	0.64942	0.14736	0.67448	0.091421	0.077198	0.3359	0.056615	0.033606	0.039539	0.63333	0.030007	0.070977	0.52549	0.31651	0.050832	0.11909	0.044658
