Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg17347389__TRIM9	0.83369	0.73551	0.92404	0.155	0.046816	0.88131	0.41728	0.05453	0.082559	0.23349	0.12795	0.5986	0.88072	0.14818	0.14051	0.073327	0.098344	0.095594	0.052662	0.82109	0.92548	0.52668	0.083703	0.89319	0.42154	0.47653	0.15796	0.142	0.79553	0.30757	0.58316	0.052246	0.34666	0.12754	0.20498	0.073657	0.06517	0.43143	0.76646	0.80781
Meth__cg12104707__ZNF426	0.060744	0.069364	0.063372	0.058201	0.11025	0.56625	0.11787	0.83789	0.038959	0.08273	0.040115	0.1052	0.52293	0.041775	0.042865	0.32854	0.052657	0.093783	0.034173	0.80018	0.19855	0.0622	0.03927	0.054004	0.086276	0.28407	0.17568	0.079351	0.085628	0.085246	0.10877	0.041878	0.037366	0.053497	0.069118	0.17542	0.15132	0.086519	0.13651	0.094727
Meth__cg04998282__NOL11	0.04799	0.052824	0.048256	0.046069	0.051268	0.047465	0.029017	0.48584	0.043013	0.043693	0.051702	0.045584	0.061716	0.038033	0.06096	0.04232	0.042718	0.08425	0.037542	0.043393	0.049554	0.046777	0.042069	0.044652	0.11503	0.053696	0.083937	0.036079	0.085858	0.046162	0.077518	0.03932	0.036787	0.039484	0.047742	0.043234	0.086508	0.060823	0.046521	0.044777
Meth__cg21513553__COL6A2	0.68028	0.019306	0.85315	0.25589	0.32408	0.96208	0.051302	0.02574	0.16466	0.91013	0.018367	0.075507	0.94135	0.702	0.14373	0.028798	0.027056	0.048808	0.019045	0.97498	0.96404	0.094682	0.023975	0.9859	0.66918	0.39079	0.6259	0.01998	0.95103	0.91491	0.047568	0.019964	0.021739	0.016519	0.042453	0.62697	0.64724	0.78106	0.7616	0.058733
U133A__ESR1	6.6831	4.5396	6.3976	9.5319	4.5782	6.6629	4.2484	4.3235	4.353	8.2688	4.2264	5.0748	4.3154	4.2686	4.4719	4.0143	4.271	4.5688	4.0522	6.4113	7.7469	9.7696	4.5068	6.1899	4.216	8.2838	6.551	4.2663	4.4076	4.543	4.7332	4.2618	4.2987	3.6143	4.1637	6.8369	7.3126	6.7535	5.0044	7.8658
U133A__ZNF217	7.419	7.5835	7.8014	8.8077	6.3906	7.2507	4.8339	6.639	6.8205	7.0884	6.5128	6.7022	5.9938	6.3508	6.8491	6.55	6.4752	7.1567	5.4451	7.5959	8.0458	7.2063	6.4752	8.3299	5.7126	7.3471	6.1379	5.8998	5.9462	7.0682	7.1079	5.8327	5.9423	5.1742	6.4352	5.7603	6.5379	9.0439	7.9256	7.0191
Meth__cg14950072__LAMA1	0.86176	0.061177	0.46649	0.086907	0.41559	0.81447	0.25156	0.8267	0.13488	0.3244	0.87628	0.47221	0.25307	0.13042	0.15512	0.43897	0.18504	0.096697	0.041944	0.5211	0.36267	0.29576	0.05983	0.84503	0.40285	0.68601	0.13781	0.050296	0.7364	0.21389	0.13232	0.25459	0.054838	0.051794	0.29258	0.37771	0.39477	0.75061	0.49819	0.18975
Meth__cg23610018__VGLL4	0.025566	0.027702	0.038591	0.019951	0.12661	0.025088	0.012326	0.025897	0.022568	0.029323	0.028609	0.021094	0.070639	0.023546	0.022013	0.027577	0.019251	0.098453	0.018802	0.021001	0.035692	0.026252	0.019633	0.019494	0.074538	0.030961	0.03337	0.019714	0.099775	0.029644	0.073646	0.021683	0.017056	0.017932	0.022207	0.014335	0.053994	0.029445	0.025405	0.020203
Meth__cg07518362__NOTCH2	0.03097	0.027442	0.027299	0.00997	0.27741	0.022307	0.023101	0.022396	0.01314	0.017268	0.023212	0.015352	0.029565	0.014012	0.015175	0.013278	0.012831	0.018879	0.013487	0.018043	0.024454	0.019967	0.026805	0.021084	0.032812	0.01867	0.025708	0.015011	0.03557	0.015599	0.024007	0.016317	0.01199	0.01027	0.010191	0.0089036	0.034182	0.015069	0.01827	0.015041
Meth__cg07260017__CSF1R	0.096571	0.19143	0.95479	0.94218	0.64628	0.82352	0.14825	0.49686	0.036112	0.38697	0.86711	0.77301	0.20028	0.31622	0.15725	0.22238	0.059168	0.20989	0.024179	0.87197	0.89342	0.94264	0.055903	0.9301	0.087459	0.92258	0.26802	0.066133	0.76223	0.064299	0.26979	0.1162	0.031667	0.093833	0.87792	0.38082	0.93213	0.75741	0.87979	0.82266
Meth__cg18830459__IBRDC3	0.02793	0.024871	0.03053	0.02941	0.026389	0.029923	0.018022	0.036022	0.020563	0.022829	0.034229	0.035093	0.046391	0.015692	0.023787	0.030466	0.017559	0.031907	0.019881	0.019662	0.03321	0.029351	0.028157	0.018959	0.070135	0.032312	0.039318	0.022961	0.064624	0.024051	0.14728	0.019987	0.015569	0.021413	0.026805	0.015057	0.11178	0.026754	0.023929	0.024914
U133A__SLC7A11	4.2893	4.9085	4.8749	4.2309	7.6008	4.0794	5.9768	4.8761	4.5896	3.9585	5.6869	5.7783	5.776	4.4735	4.097	5.2914	7.2811	6.0812	8.3411	4.3563	4.5052	5.6895	6.2811	3.7697	9.0367	5.1478	5.4183	6.981	4.2368	6.0977	4.6391	6.1061	5.0838	6.5691	8.3337	7.695	4.18	3.9346	4.1598	5.1029
Meth__cg08900043__HOXC10	0.11641	0.020362	0.018735	0.018731	0.47776	0.031088	0.017802	0.37181	0.022058	0.32269	0.019491	0.023128	0.034051	0.016882	0.020666	0.015882	0.015211	0.055503	0.014873	0.016393	0.022993	0.28495	0.020679	0.013839	0.034175	0.021186	0.031084	0.015476	0.05256	0.021639	0.058064	0.021045	0.02034	0.016114	0.018374	0.019903	0.032207	0.021543	0.022743	0.019759
Meth__cg24777065__FBLN5	0.069915	0.054149	0.67453	0.30751	0.15022	0.41309	0.056044	0.924	0.033558	0.18534	0.055425	0.085308	0.9118	0.055414	0.050729	0.87498	0.045736	0.058742	0.046627	0.65385	0.74441	0.31879	0.050261	0.16815	0.48238	0.86037	0.19025	0.042224	0.66173	0.049217	0.089105	0.070209	0.043752	0.077885	0.71793	0.75982	0.15937	0.072264	0.74015	0.85963
Meth__cg04112019__IGF2AS	0.26588	0.18084	0.20226	0.12886	0.4375	0.73293	0.20032	0.1425	0.17679	0.17377	0.19098	0.26721	0.25015	0.16801	0.18175	0.18015	0.16534	0.29384	0.17735	0.93673	0.88001	0.36158	0.17236	0.6832	0.88841	0.8324	0.21473	0.174	0.72873	0.17737	0.2122	0.14577	0.24014	0.15493	0.15302	0.57836	0.52136	0.1884	0.15621	0.14052
Meth__cg07173760__CLC	0.85294	0.074468	0.86159	0.72466	0.16355	0.55666	0.14047	0.8167	0.069154	0.80985	0.75884	0.38393	0.65886	0.10291	0.095068	0.57006	0.49753	0.13051	0.080074	0.52379	0.47237	0.8362	0.16694	0.77631	0.21042	0.26306	0.16993	0.13685	0.20637	0.10375	0.19648	0.084687	0.090962	0.073798	0.60811	0.63343	0.20498	0.61305	0.50033	0.36769
Meth__cg05698090__CERK	0.3939	0.15814	0.28215	0.1154	0.51807	0.14335	0.11423	0.063018	0.087615	0.13952	0.07909	0.52576	0.20822	0.082394	0.10503	0.21799	0.077526	0.11359	0.074122	0.37667	0.22133	0.83388	0.17393	0.28277	0.18717	0.37796	0.17781	0.13649	0.26881	0.4231	0.22968	0.079793	0.064929	0.092542	0.23868	0.16538	0.13576	0.18452	0.099841	0.082219
Meth__cg25536676__DHCR24	0.034813	0.03376	0.042806	0.093326	0.033906	0.044378	0.03003	0.032752	0.025605	0.088391	0.031119	0.06437	0.0541	0.029373	0.027604	0.46159	0.033793	0.048216	0.022887	0.045631	0.044319	0.2322	0.049472	0.030706	0.055575	0.051108	0.12011	0.031694	0.070661	0.04152	0.064448	0.29591	0.030945	0.037231	0.022051	0.028351	0.080765	0.051529	0.035481	0.044453
Meth__cg10539712__LYN	0.039092	0.11779	0.062704	0.079822	0.88486	0.34458	0.14496	0.071227	0.037709	0.39811	0.037561	0.060118	0.041841	0.10999	0.041893	0.072131	0.037619	0.10118	0.021652	0.16435	0.85782	0.57656	0.06039	0.43048	0.10941	0.056431	0.062754	0.088279	0.90998	0.043679	0.34584	0.038843	0.038389	0.034761	0.021981	0.079535	0.1438	0.052309	0.047396	0.044305
Meth__cg12806521__NOL1	0.060307	0.056634	0.1138	0.16273	0.057596	0.054416	0.061953	0.029199	0.042962	0.12873	0.040126	0.071139	0.11042	0.21259	0.051551	0.081995	0.043453	0.090572	0.032191	0.28415	0.14483	0.10007	0.049801	0.29781	0.07427	0.22026	0.10521	0.044509	0.17379	0.074005	0.11053	0.038996	0.031496	0.044016	0.11548	0.032114	0.17215	0.1168	0.089207	0.048874
Meth__cg00756058__DZIP1	0.96833	0.030265	0.56045	0.024725	0.030488	0.62167	0.023509	0.34321	0.019434	0.97643	0.026764	0.017164	0.89565	0.59635	0.024186	0.4943	0.026056	0.097789	0.018138	0.97245	0.96711	0.97205	0.02222	0.53529	0.9283	0.97159	0.095064	0.016357	0.94587	0.026942	0.046695	0.026231	0.017612	0.018472	0.030433	0.77069	0.86617	0.024053	0.66824	0.94356
Meth__cg10947146__XKR6	0.036227	0.085189	0.97672	0.097668	0.97341	0.9636	0.038863	0.12455	0.030977	0.97803	0.049623	0.94224	0.62767	0.95806	0.037928	0.16436	0.085946	0.26798	0.025522	0.68744	0.059197	0.9656	0.055935	0.65812	0.56939	0.95319	0.06041	0.031171	0.92896	0.047004	0.072894	0.066637	0.52868	0.032494	0.033413	0.97797	0.79774	0.039682	0.59076	0.52067
Meth__cg02588309__OSRF	0.49874	0.040982	0.19496	0.063071	0.34164	0.097627	0.45019	0.081055	0.13588	0.071327	0.066118	0.12504	0.12206	0.046072	0.10902	0.062055	0.06958	0.06777	0.052811	0.12266	0.15012	0.51209	0.033153	0.070965	0.54084	0.088222	0.078463	0.051872	0.18227	0.07743	0.095683	0.033666	0.75949	0.065278	0.099203	0.061227	0.17156	0.073234	0.081895	0.076632
Meth__cg15107670__WT1	0.053213	0.054168	0.17682	0.032441	0.91972	0.073532	0.036099	0.90547	0.027855	0.042317	0.035896	0.060036	0.059098	0.26788	0.039876	0.53886	0.035817	0.10451	0.050362	0.92885	0.92805	0.47765	0.04799	0.06588	0.61239	0.65837	0.073527	0.0431	0.91366	0.047325	0.085809	0.036039	0.036495	0.074619	0.035605	0.50228	0.62801	0.5361	0.045836	0.05948
Meth__cg17520176__ZMYM4	0.049943	0.048755	0.059501	0.057405	0.044327	0.073576	0.040939	0.057523	0.036364	0.051692	0.056835	0.083952	0.16553	0.035459	0.042128	0.066351	0.063119	0.075209	0.047594	0.049351	0.073812	0.057991	0.057805	0.068658	0.1492	0.070389	0.12836	0.038551	0.089233	0.064336	0.090094	0.030784	0.037037	0.04051	0.046604	0.040537	0.17787	0.075749	0.50479	0.57577
Meth__cg04172348__SYN2	0.80988	0.063827	0.94073	0.86205	0.8493	0.91053	0.18852	0.94075	0.058421	0.92387	0.05796	0.088019	0.90513	0.47815	0.069229	0.053123	0.084716	0.18587	0.10869	0.90551	0.82197	0.88635	0.044455	0.92515	0.88641	0.71732	0.17303	0.042859	0.88276	0.24606	0.09482	0.043517	0.045506	0.61027	0.94575	0.41927	0.13652	0.89902	0.61256	0.71698
Meth__cg07306197__ZNF266	0.039467	0.042255	0.039351	0.048768	0.035785	0.035427	0.049889	0.076859	0.028184	0.054172	0.81828	0.033442	0.043093	0.027642	0.029444	0.033831	0.030135	0.11691	0.029295	0.09339	0.051772	0.037594	0.032815	0.024096	0.067084	0.040441	0.0838	0.039195	0.08199	0.035018	0.048473	0.035005	0.1504	0.033032	0.03375	0.033208	0.16186	0.038732	0.068825	0.033306
Meth__cg19434936__MGC31967	0.052111	0.043506	0.055509	0.033996	0.038977	0.056326	0.04286	0.03066	0.039386	0.047511	0.05032	0.035721	0.066683	0.031963	0.036892	0.037082	0.029463	0.064332	0.026206	0.043048	0.04958	0.050467	0.047443	0.035908	0.079896	0.051011	0.055589	0.03592	0.1272	0.041921	0.099039	0.029191	0.042943	0.031519	0.038727	0.032068	0.26226	0.050016	0.041678	0.046292
Meth__cg07639720__BNC1	0.70259	0.15118	0.18854	0.50791	0.33556	0.86212	0.098266	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.084565	0.35651	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.42252	0.06153	0.57083	0.83083	0.60236	0.11994	0.058646	0.29475	0.18852	0.14946	0.19236	0.047625	0.039314	0.050582	0.17807	0.39291	0.075212	0.24006	0.20858
Meth__cg24910675__ENG	0.066377	0.045883	0.62946	0.098468	0.78019	0.61368	0.044745	0.27376	0.041875	0.089145	0.055081	0.12282	0.23123	0.12772	0.048298	0.10031	0.04742	0.097442	0.036827	0.5498	0.6806	0.8789	0.1601	0.5814	0.2031	0.57462	0.12452	0.051331	0.40393	0.065482	0.097602	0.04678	0.041297	0.046663	0.060673	0.71919	0.3529	0.060634	0.34586	0.45177
Meth__cg16474696__MGC3207	0.43554	0.058452	0.049367	0.11175	0.044868	0.044151	0.10924	0.031971	0.045977	0.070651	0.03388	0.12665	0.087298	0.03367	0.03148	0.056742	0.037619	0.046766	0.048054	0.05464	0.046023	0.061549	0.03997	0.071871	0.071429	0.061843	0.073918	0.03816	0.057622	0.056814	0.12082	0.03082	0.027241	0.033762	0.046292	0.056488	0.12926	0.33942	0.058547	0.079142
Meth__cg06885524__CYBRD1	0.031506	0.7267	0.30292	0.54616	0.025161	0.55598	0.018851	0.40433	0.02046	0.037197	0.029179	0.027573	0.66949	0.02464	0.32941	0.64664	0.021458	0.078378	0.022678	0.58666	0.37887	0.22313	0.029284	0.047742	0.082827	0.04832	0.068765	0.026027	0.084545	0.02877	0.18212	0.031254	0.023933	0.035711	0.0249	0.51427	0.078761	0.033467	0.337	0.63351
Meth__cg03495868__PTGFR	0.23126	0.049485	0.056408	0.33505	0.045487	0.085833	0.044151	0.05499	0.042466	0.05745	0.08086	0.10369	0.68079	0.15322	0.049937	0.045513	0.039923	0.067821	0.040475	0.7118	0.54085	0.20379	0.042936	0.57046	0.095482	0.55823	0.11736	0.04496	0.76571	0.073472	0.2815	0.038888	0.039607	0.031788	0.066423	0.5991	0.15897	0.38121	0.34064	0.37514
Meth__cg01130192__ACO1	0.040878	0.52847	0.16667	0.37497	0.029263	0.053204	0.036237	0.030953	0.033556	0.11474	0.024571	0.10472	0.054967	0.013935	0.02795	0.04385	0.029661	0.036226	0.017779	0.072178	0.048833	0.22994	0.037187	0.22676	0.044446	0.065356	0.036326	0.020777	0.17918	0.055142	0.14336	0.027928	0.019355	0.30824	0.024029	0.043975	0.069171	0.044027	0.23624	0.34702
Meth__cg11510839__OCA2	0.82435	0.04102	0.85731	0.12395	0.22805	0.66691	0.21786	0.27829	0.062013	0.67091	0.052233	0.16009	0.58989	0.070243	0.053539	0.053626	0.40291	0.14406	0.045198	0.46225	0.69744	0.10034	0.058031	0.53877	0.20357	0.45749	0.087326	0.046899	0.7766	0.21443	0.095632	0.038637	0.043539	0.41516	0.049595	0.08487	0.15685	0.37232	0.32558	0.40364
Meth__cg04920951__GSTP1	0.048824	0.96021	0.97818	0.68571	0.025767	0.95247	0.024047	0.04546	0.033123	0.96571	0.038848	0.97486	0.94719	0.94006	0.51936	0.044415	0.031491	0.79751	0.028069	0.98045	0.9702	0.68043	0.053745	0.97186	0.52595	0.96846	0.05241	0.035782	0.94234	0.65081	0.7162	0.034196	0.034418	0.029016	0.030542	0.97561	0.95089	0.5607	0.71908	0.66412
Meth__cg14740251__SIGLEC5	0.79701	0.093654	0.93704	0.91011	0.1081	0.92452	0.2249	0.59587	0.041879	0.44018	0.45245	0.83654	0.39691	0.775	0.077311	0.3903	0.17344	0.16699	0.044126	0.9353	0.82046	0.89298	0.10084	0.89483	0.12308	0.89649	0.14224	0.43478	0.63471	0.097049	0.40478	0.063123	0.10428	0.060008	0.64923	0.89858	0.26178	0.85506	0.22553	0.095238
Meth__cg14580567__HHIP	0.096272	0.066859	0.12158	0.044508	0.14202	0.86553	0.02777	0.08369	0.04861	0.062727	0.56452	0.053475	0.75277	0.048913	0.06708	0.069216	0.059609	0.10254	0.044939	0.62919	0.52019	0.12838	0.066154	0.25405	0.31396	0.74115	0.49094	0.071501	0.84809	0.11495	0.090094	0.055291	0.072687	0.052248	0.043441	0.62572	0.097641	0.23866	0.1001	0.087369
Meth__cg21930712__FLJ40235	0.4939	0.073451	0.92171	0.79596	0.053653	0.10353	0.26904	0.21214	0.053672	0.70845	0.1919	0.41049	0.45678	0.041994	0.058694	0.18407	0.33822	0.13909	0.049105	0.59042	0.46081	0.21238	0.13524	0.8104	0.13144	0.6275	0.092767	0.16743	0.38026	0.096507	0.087048	0.064522	0.088724	0.057649	0.093268	0.27782	0.32316	0.82109	0.16352	0.25599
Meth__cg13590277__SYNPO	0.20588	0.31679	0.87017	0.38579	0.27326	0.35939	0.083965	0.32094	0.036496	0.2452	0.27493	0.29761	0.21092	0.18548	0.1719	0.19117	0.12168	0.19506	0.027956	0.69746	0.73661	0.86477	0.043629	0.87415	0.078281	0.74506	0.12703	0.2538	0.25555	0.14133	0.34606	0.12786	0.039111	0.058402	0.70151	0.45964	0.20082	0.70308	0.44093	0.31395
Meth__cg03648823__ZNF643	0.053371	0.055915	0.049226	0.044236	0.043183	0.41114	0.058503	0.076471	0.036145	0.04901	0.042538	0.05401	0.32897	0.048238	0.046804	0.060507	0.039139	0.079785	0.051943	0.059189	0.066992	0.056598	0.060898	0.043968	0.09404	0.060462	0.093141	0.044022	0.14556	0.042135	0.10519	0.045696	0.034837	0.052729	0.042863	0.039607	0.14041	0.39384	0.070898	0.069649
Meth__cg26984624__ANK1	0.72454	0.14228	0.8964	0.59302	0.045531	0.67315	0.6849	0.044042	0.043899	0.27614	0.67073	0.57932	0.6893	0.019401	0.038511	0.56536	0.028233	0.12773	0.016962	0.81274	0.78704	0.64746	0.032421	0.85492	0.016895	0.66505	0.029362	0.037048	0.57752	0.16986	0.35599	0.02516	0.17414	0.022058	0.35087	0.60568	0.47102	0.63726	0.63654	0.47847
U133A__EIF5A	6.1532	10.2322	6.6804	8.676	10.141	10.3505	9.8574	7.0561	6.2771	10.4307	10.9743	7.3039	9.2206	10.7045	10.6954	11.0518	6.7936	10.9733	11.4584	6.2508	7.0806	7.2351	10.9628	6.3987	9.8155	8.213	8.5732	10.7809	9.7217	10.5292	9.4725	10.7482	11.3354	10.6383	7.469	10.9772	6.6051	6.774	8.3558	9.9089
Meth__cg07242414__BMP1	0.054429	0.050136	0.46653	0.44256	0.042852	0.21269	0.67752	0.23631	0.024846	0.43602	0.037547	0.285	0.5012	0.03939	0.028218	0.19743	0.035415	0.040184	0.021551	0.14334	0.21425	0.35707	0.18518	0.32651	0.11546	0.043577	0.057991	0.16067	0.31639	0.14394	0.065934	0.02315	0.059784	0.11064	0.13742	0.12346	0.047261	0.82994	0.17017	0.056498
Meth__cg14686321__FLJ31951	0.10996	0.061095	0.81033	0.79157	0.039047	0.66688	0.021929	0.071703	0.039719	0.3677	0.042155	0.039587	0.090916	0.33875	0.12412	0.047426	0.038231	0.067608	0.037499	0.27686	0.50943	0.89008	0.039272	0.79033	0.098761	0.81148	0.10066	0.03836	0.76983	0.040145	0.08182	0.034303	0.045957	0.15162	0.71256	0.038448	0.14528	0.52683	0.49196	0.77008
U133A__PHGDH	7.4108	7.1537	8.105	6.4854	8.4641	6.9078	8.1949	7.2091	9.3914	8.3536	7.7658	8.4218	7.6994	8.82	7.1137	7.4823	8.446	9.7916	7.6953	7.2645	6.7722	5.8624	7.797	6.6487	6.6278	8.0502	7.8655	8.8836	7.9675	9.2319	6.7189	9.1647	8.0666	6.5386	9.6919	8.2777	7.7695	7.4865	7.2748	7.6427
Meth__cg18671950__FBN1	0.95819	0.56749	0.20773	0.56488	0.032863	0.95284	0.042697	0.50313	0.042974	0.95753	0.95632	0.22186	0.86551	0.067403	0.059906	0.059498	0.031192	0.13129	0.028088	0.97385	0.97106	0.96267	0.048806	0.96295	0.073842	0.08702	0.18135	0.035172	0.92016	0.18686	0.10874	0.029025	0.05082	0.044826	0.14055	0.96606	0.90309	0.54184	0.94537	0.93261
Meth__cg23606079__CRISPLD2	0.059242	0.18027	0.34272	0.39306	0.22782	0.62469	0.38427	0.42435	0.046424	0.61745	0.43991	0.13204	0.39595	0.051354	0.054087	0.091622	0.3646	0.15766	0.038577	0.48404	0.31569	0.82608	0.077484	0.5339	0.51416	0.30763	0.6923	0.13227	0.89806	0.21618	0.38461	0.046374	0.058401	0.37359	0.05735	0.36551	0.18022	0.05821	0.7838	0.28537
U133A__IFRD1	5.4877	4.9609	6.1315	5.37	6.6057	4.5862	4.5798	4.8029	8.1135	5.2789	8.2698	6.4008	5.8931	5.0595	6.959	7.5063	6.305	7.2214	6.5547	7.5278	5.16	4.7386	6.84	4.7622	6.307	4.2376	5.1419	6.7501	4.3653	7.993	5.7774	5.6285	7.0969	5.726	8.0212	6.9652	3.9585	4.1403	5.2741	5.3617
Meth__cg24783979__SEPT5	0.058618	0.038895	0.077264	0.037568	0.057179	0.046822	0.030091	0.076066	0.036111	0.038311	0.053648	0.070486	0.087934	0.034125	0.042352	0.35901	0.050809	0.063545	0.035205	0.033844	0.055142	0.043748	0.038737	0.039211	0.54879	0.064685	0.053156	0.034958	0.12892	0.048629	0.076594	0.039894	0.063104	0.040379	0.040903	0.040063	0.07383	0.041477	0.038762	0.041168
Meth__cg17740399__IPF1	0.029781	0.024353	0.029814	0.5549	0.91941	0.97632	0.22719	0.068372	0.019193	0.028791	0.020931	0.97527	0.02811	0.67189	0.025829	0.024641	0.021233	0.0815	0.02348	0.98205	0.97633	0.97929	0.02967	0.74389	0.9473	0.97753	0.0595	0.020979	0.97778	0.023238	0.032043	0.025109	0.015135	0.017445	0.022845	0.98329	0.89364	0.97948	0.030217	0.031972
Meth__cg03973663__LYN	0.078525	0.061648	0.084351	0.032846	0.86859	0.056897	0.71429	0.3023	0.91793	0.034635	0.92582	0.67003	0.88329	0.086025	0.767	0.87148	0.9304	0.16543	0.81605	0.087465	0.079744	0.65056	0.93678	0.047105	0.15364	0.10029	0.18803	0.91853	0.12821	0.84505	0.074676	0.9126	0.42793	0.14908	0.045052	0.29198	0.18533	0.05233	0.08799	0.12318
Meth__cg26233914__ITGAX	0.46708	0.027029	0.74144	0.63327	0.085644	0.44914	0.10974	0.73845	0.072731	0.5	0.079471	0.65505	0.32542	0.022982	0.057125	0.24308	0.18824	0.046245	0.01657	0.49847	0.37223	0.66461	0.304	0.63623	0.046668	0.24803	0.028841	0.090773	0.044822	0.09422	0.094877	0.036229	0.043746	0.039257	0.46639	0.21726	0.16924	0.66436	0.45644	0.24439
Meth__cg19211800__MARCKS	0.92169	0.023108	0.021273	0.044901	0.023662	0.045857	0.017573	0.021137	0.020396	0.025504	0.028182	0.027813	0.44786	0.017717	0.63037	0.018898	0.017266	0.039578	0.019155	0.20304	0.027301	0.021085	0.026539	0.038407	0.035891	0.02432	0.049434	0.021478	0.44434	0.022957	0.031803	0.022824	0.025836	0.027132	0.016393	0.018488	0.91662	0.41844	0.030478	0.027164
U133A__TSKU	11.0637	8.2421	9.0798	8.5228	7.578	7.5767	8.0606	7.5938	7.6168	8.2058	8.1601	8.0502	8.5889	7.7331	7.7436	8.2928	8.165	6.5287	7.4395	8.035	8.24	8.9638	7.4804	8.8192	7.5084	9.0219	8.4862	7.4545	8.7443	7.6494	7.8671	7.6819	8.0746	7.4697	8.6837	8.7885	7.7775	8.559	7.7132	7.2394
Meth__cg08319991__UCHL1	0.18203	0.18583	0.32746	0.25947	0.40383	0.9099	0.044515	0.13856	0.043743	0.90655	0.4593	0.067999	0.87175	0.03932	0.062187	0.9119	0.044034	0.10094	0.073253	0.88841	0.88925	0.55358	0.17515	0.43194	0.79509	0.85093	0.12728	0.04954	0.62477	0.51828	0.091319	0.077381	0.25693	0.24908	0.11385	0.89806	0.1066	0.43867	0.45635	0.79802
Meth__cg26344532__IPF1	0.073014	0.035826	0.041237	0.5557	0.82704	0.93716	0.27617	0.16206	0.042026	0.04456	0.044956	0.95591	0.048488	0.3666	0.052082	0.053017	0.037044	0.14744	0.032049	0.9505	0.9303	0.95215	0.050916	0.64953	0.84903	0.91991	0.11804	0.04128	0.75929	0.042812	0.073661	0.030272	0.032297	0.04352	0.040326	0.9506	0.82179	0.92975	0.052843	0.033661
Meth__cg25849332__MGC2574	0.049403	0.039937	0.047279	0.047747	0.039638	0.05456	0.048266	0.03418	0.047569	0.064051	0.053949	0.057737	0.7511	0.037462	0.048284	0.052043	0.037954	0.056586	0.028711	0.042162	0.048354	0.11409	0.040123	0.044979	0.1192	0.063625	0.073244	0.039141	0.085119	0.052939	0.073511	0.043148	0.033618	0.034893	0.036562	0.042944	0.063732	0.049063	0.049762	0.040949
Meth__cg08090772__ADHFE1	0.044871	0.45811	0.055659	0.22235	0.64463	0.73202	0.20573	0.95389	0.9115	0.043832	0.84421	0.45178	0.095328	0.93582	0.79143	0.056753	0.18066	0.59923	0.72219	0.53566	0.048473	0.04448	0.89043	0.59291	0.37955	0.051213	0.10981	0.53407	0.09343	0.065864	0.33158	0.88143	0.88872	0.9281	0.8279	0.048648	0.091933	0.049375	0.30407	0.70866
Meth__cg04311606__ZNF136	0.028365	0.025792	0.027055	0.027216	0.027924	0.030567	0.015155	0.090105	0.021438	0.02931	0.048954	0.046554	0.079147	0.022635	0.033312	0.02392	0.024523	0.1606	0.023488	0.036971	0.29331	0.030974	0.032777	0.028705	0.04632	0.030468	0.094763	0.027964	0.056669	0.028889	0.041032	0.02644	0.19665	0.023646	0.02572	0.029498	0.077698	0.032757	0.031718	0.02635
Meth__cg24856383__SIAH2	0.066492	0.050761	0.060795	0.058816	0.05237	0.061643	0.03138	0.068375	0.043545	0.05915	0.063656	0.041649	0.14195	0.039397	0.052957	0.083147	0.076923	0.11777	0.04998	0.051493	0.081643	0.054493	0.058818	0.52308	0.11842	0.051218	0.12057	0.053431	0.14383	0.054057	0.22952	0.050795	0.056329	0.043985	0.042606	0.047815	0.093913	0.065761	0.051192	0.055906
Meth__cg02755525__NETO2	0.078695	0.045455	0.039326	0.023219	0.025823	0.97071	0.030073	0.030038	0.027203	0.037931	0.047465	0.052688	0.14172	0.020418	0.02566	0.43742	0.026377	0.11332	0.01865	0.041971	0.056156	0.0269	0.039233	0.97544	0.92225	0.042056	0.059448	0.384	0.10043	0.02925	0.047677	0.027044	0.019863	0.017661	0.025167	0.022044	0.94453	0.037761	0.030265	0.031315
Meth__cg25632203__ZNF643	0.033247	0.03827	0.025286	0.031089	0.026707	0.026011	0.0625	0.050668	0.023437	0.026468	0.028795	0.071146	0.1544	0.023961	0.0232	0.026273	0.018417	0.054711	0.025265	0.046118	0.033945	0.032505	0.037731	0.043125	0.06958	0.031763	0.055652	0.022139	0.06694	0.02343	0.044682	0.02734	0.023402	0.02041	0.03294	0.022807	0.1778	0.043308	0.055676	0.038553
Meth__cg00292662__LGALS1	0.053644	0.16456	0.14659	0.065405	0.037183	0.045059	0.029247	0.039776	0.033552	0.066745	0.043177	0.060235	0.071709	0.031975	0.056345	0.036909	0.038611	0.079734	0.031378	0.43845	0.38293	0.22213	0.047001	0.045969	0.078754	0.10599	0.05928	0.032826	0.13099	0.048632	0.07959	0.042994	0.036419	0.042809	0.057891	0.04278	0.054889	0.044615	0.31603	0.63544
